county,precinct,office,district,party,candidate,votes,early,poll
Kittias,30-ELLENSBURG 23,U.S. Senate,,R,Mike McGavick,116,95,21
Kittias,31-ELLENSBURG 24,U.S. Senate,,R,Mike McGavick,156,116,40
Kittias,32-HYAK (vbm),U.S. Senate,,R,Mike McGavick,48,0,48
Kittias,33-KITTITAS 1,U.S. Senate,,R,Mike McGavick,79,64,15
Kittias,34-MANASTASH,U.S. Senate,,R,Mike McGavick,152,123,29
Kittias,35-MOUNTAIN (vbm),U.S. Senate,,R,Mike McGavick,71,0,71
Kittias,36-NORTH CENTRAL,U.S. Senate,,R,Mike McGavick,235,177,58
Kittias,37-NORTH ELLENSBURG,U.S. Senate,,R,Mike McGavick,161,126,35
Kittias,38-PARK,U.S. Senate,,R,Mike McGavick,216,178,38
Kittias,39-PEOH POINT,U.S. Senate,,R,Mike McGavick,202,171,31
Kittias,40-RIDGEWAY,U.S. Senate,,R,Mike McGavick,310,239,71
Kittias,41-ROSLYN 1,U.S. Senate,,R,Mike McGavick,68,47,21
Kittias,42-ROSLYN 2,U.S. Senate,,R,Mike McGavick,76,61,15
Kittias,43-DRY CREEK,U.S. Senate,,R,Mike McGavick,260,209,51
Kittias,44-WESTSIDE (vbm),U.S. Senate,,R,Mike McGavick,165,0,165
Kittias,45-ROSLYN OUTLYING (vbm),U.S. Senate,,R,Mike McGavick,25,0,25
Kittias,46-SANDERS,U.S. Senate,,R,Mike McGavick,88,66,22
Kittias,47-SOUTH CLE ELUM,U.S. Senate,,R,Mike McGavick,103,84,19
Kittias,48-SOUTH ELLENSBURG,U.S. Senate,,R,Mike McGavick,181,129,52
Kittias,49-CANYON,U.S. Senate,,R,Mike McGavick,52,44,8
Kittias,50-SWAUK (vbm),U.S. Senate,,R,Mike McGavick,135,0,135
Kittias,51-TEANAWAY (vbm),U.S. Senate,,R,Mike McGavick,164,0,164
Kittias,52-THORP,U.S. Senate,,R,Mike McGavick,211,181,30
Kittias,53-VANTAGE (vbm),U.S. Senate,,R,Mike McGavick,22,0,22
Kittias,54-NORTH EAST FAIRVIEW,U.S. Senate,,R,Mike McGavick,123,86,37
Kittias,55-FAIRVIEW,U.S. Senate,,R,Mike McGavick,215,176,39
Kittias,56-THRALL,U.S. Senate,,R,Mike McGavick,216,175,41
Kittias,58-DAMMAN,U.S. Senate,,R,Mike McGavick,197,154,43
Kittias,59-KACHESS (vbm),U.S. Senate,,R,Mike McGavick,87,0,87
Kittias,60-KITTITAS 2,U.S. Senate,,R,Mike McGavick,98,81,17
Kittias,61-ELLENSBURG 25,U.S. Senate,,R,Mike McGavick,114,82,32
Kittias,62-RONALD (vbm),U.S. Senate,,R,Mike McGavick,60,0,60
Kittias,99-KITTITAS WA,U.S. Senate,,R,Mike McGavick,6419,0,0
Kittias,1-CLE ELUM 1,U.S. Senate,,L,Bruce Guthrie,2,2,0
Kittias,2-CLE ELUM 2,U.S. Senate,,L,Bruce Guthrie,9,8,1
Kittias,3-CLE ELUM 3,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,4-CLE ELUM 4,U.S. Senate,,L,Bruce Guthrie,6,5,1
Kittias,5-DENMARK,U.S. Senate,,L,Bruce Guthrie,5,4,1
Kittias,6-EAST SANDERS,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,7-EASTON,U.S. Senate,,L,Bruce Guthrie,5,5,0
Kittias,8-ELLENSBURG 1,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,9-ELLENSBURG 2,U.S. Senate,,L,Bruce Guthrie,4,4,0
Kittias,10-ELLENSBURG 3,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,11-ELLENSBURG 4,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,12-ELLENSBURG 5,U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,13-ELLENSBURG 6,U.S. Senate,,L,Bruce Guthrie,3,3,0
Kittias,14-ELLENSBURG 7,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,15-ELLENSBURG 8,U.S. Senate,,L,Bruce Guthrie,2,2,0
Kittias,16-ELLENSBURG 9,U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,17-ELLENSBURG 10,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,18-ELLENSBURG 11,U.S. Senate,,L,Bruce Guthrie,2,2,0
Kittias,19-ELLENSBURG 12,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,20-ELLENSBURG 13,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,21-ELLENSBURG 14,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,22-ELLENSBURG 15,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,23-ELLENSBURG 16,U.S. Senate,,L,Bruce Guthrie,5,3,2
Kittias,24-ELLENSBURG 17,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,25-ELLENSBURG 18,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,26-ELLENSBURG 19,U.S. Senate,,L,Bruce Guthrie,7,6,1
Kittias,27-ELLENSBURG 20,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,28-ELLENSBURG 21,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,29-ELLENSBURG 22,U.S. Senate,,L,Bruce Guthrie,5,2,3
Kittias,30-ELLENSBURG 23,U.S. Senate,,L,Bruce Guthrie,10,3,7
Kittias,31-ELLENSBURG 24,U.S. Senate,,L,Bruce Guthrie,3,1,2
Kittias,32-HYAK (vbm),U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,33-KITTITAS 1,U.S. Senate,,L,Bruce Guthrie,2,2,0
Kittias,34-MANASTASH,U.S. Senate,,L,Bruce Guthrie,3,3,0
Kittias,35-MOUNTAIN (vbm),U.S. Senate,,L,Bruce Guthrie,2,0,2
Kittias,36-NORTH CENTRAL,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,37-NORTH ELLENSBURG,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,38-PARK,U.S. Senate,,L,Bruce Guthrie,4,3,1
Kittias,39-PEOH POINT,U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,40-RIDGEWAY,U.S. Senate,,L,Bruce Guthrie,5,4,1
Kittias,41-ROSLYN 1,U.S. Senate,,L,Bruce Guthrie,4,3,1
Kittias,42-ROSLYN 2,U.S. Senate,,L,Bruce Guthrie,1,0,1
Kittias,43-DRY CREEK,U.S. Senate,,L,Bruce Guthrie,7,6,1
Kittias,44-WESTSIDE (vbm),U.S. Senate,,L,Bruce Guthrie,2,0,2
Kittias,45-ROSLYN OUTLYING (vbm),U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,46-SANDERS,U.S. Senate,,L,Bruce Guthrie,6,6,0
Kittias,47-SOUTH CLE ELUM,U.S. Senate,,L,Bruce Guthrie,3,2,1
Kittias,48-SOUTH ELLENSBURG,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,49-CANYON,U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,50-SWAUK (vbm),U.S. Senate,,L,Bruce Guthrie,2,0,2
Kittias,51-TEANAWAY (vbm),U.S. Senate,,L,Bruce Guthrie,4,0,4
Kittias,52-THORP,U.S. Senate,,L,Bruce Guthrie,6,4,2
Kittias,53-VANTAGE (vbm),U.S. Senate,,L,Bruce Guthrie,0,0,0
Kittias,54-NORTH EAST FAIRVIEW,U.S. Senate,,L,Bruce Guthrie,1,1,0
Kittias,55-FAIRVIEW,U.S. Senate,,L,Bruce Guthrie,2,1,1
Kittias,56-THRALL,U.S. Senate,,L,Bruce Guthrie,2,1,1
Kittias,58-DAMMAN,U.S. Senate,,L,Bruce Guthrie,2,2,0
Kittias,59-KACHESS (vbm),U.S. Senate,,L,Bruce Guthrie,2,0,2
Kittias,60-KITTITAS 2,U.S. Senate,,L,Bruce Guthrie,4,4,0
Kittias,61-ELLENSBURG 25,U.S. Senate,,L,Bruce Guthrie,4,2,2
Kittias,62-RONALD (vbm),U.S. Senate,,L,Bruce Guthrie,4,0,4
Kittias,99-KITTITAS WA,U.S. Senate,,L,Bruce Guthrie,169,0,0
Kittias,1-CLE ELUM 1,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,2-CLE ELUM 2,U.S. Senate,,I,Robin Adair,1,0,1
Kittias,3-CLE ELUM 3,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,4-CLE ELUM 4,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,5-DENMARK,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,6-EAST SANDERS,U.S. Senate,,I,Robin Adair,3,3,0
Kittias,7-EASTON,U.S. Senate,,I,Robin Adair,3,3,0
Kittias,8-ELLENSBURG 1,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,9-ELLENSBURG 2,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,10-ELLENSBURG 3,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,11-ELLENSBURG 4,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,12-ELLENSBURG 5,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,13-ELLENSBURG 6,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,14-ELLENSBURG 7,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,15-ELLENSBURG 8,U.S. Senate,,I,Robin Adair,5,5,0
Kittias,16-ELLENSBURG 9,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,17-ELLENSBURG 10,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,18-ELLENSBURG 11,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,19-ELLENSBURG 12,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,20-ELLENSBURG 13,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,21-ELLENSBURG 14,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,22-ELLENSBURG 15,U.S. Senate,,I,Robin Adair,3,2,1
Kittias,23-ELLENSBURG 16,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,24-ELLENSBURG 17,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,25-ELLENSBURG 18,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,26-ELLENSBURG 19,U.S. Senate,,I,Robin Adair,2,1,1
Kittias,27-ELLENSBURG 20,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,28-ELLENSBURG 21,U.S. Senate,,I,Robin Adair,4,4,0
Kittias,29-ELLENSBURG 22,U.S. Senate,,I,Robin Adair,5,2,3
Kittias,30-ELLENSBURG 23,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,31-ELLENSBURG 24,U.S. Senate,,I,Robin Adair,1,0,1
Kittias,32-HYAK (vbm),U.S. Senate,,I,Robin Adair,1,0,1
Kittias,33-KITTITAS 1,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,34-MANASTASH,U.S. Senate,,I,Robin Adair,4,4,0
Kittias,35-MOUNTAIN (vbm),U.S. Senate,,I,Robin Adair,0,0,0
Kittias,36-NORTH CENTRAL,U.S. Senate,,I,Robin Adair,2,1,1
Kittias,37-NORTH ELLENSBURG,U.S. Senate,,I,Robin Adair,2,2,0
Kittias,38-PARK,U.S. Senate,,I,Robin Adair,5,4,1
Kittias,39-PEOH POINT,U.S. Senate,,I,Robin Adair,3,3,0
Kittias,40-RIDGEWAY,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,41-ROSLYN 1,U.S. Senate,,I,Robin Adair,2,1,1
Kittias,42-ROSLYN 2,U.S. Senate,,I,Robin Adair,2,1,1
Kittias,43-DRY CREEK,U.S. Senate,,I,Robin Adair,2,2,0
Kittias,44-WESTSIDE (vbm),U.S. Senate,,I,Robin Adair,3,0,3
Kittias,45-ROSLYN OUTLYING (vbm),U.S. Senate,,I,Robin Adair,0,0,0
Kittias,46-SANDERS,U.S. Senate,,I,Robin Adair,4,4,0
Kittias,47-SOUTH CLE ELUM,U.S. Senate,,I,Robin Adair,3,1,2
Kittias,48-SOUTH ELLENSBURG,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,49-CANYON,U.S. Senate,,I,Robin Adair,0,0,0
Kittias,50-SWAUK (vbm),U.S. Senate,,I,Robin Adair,0,0,0
Kittias,51-TEANAWAY (vbm),U.S. Senate,,I,Robin Adair,1,0,1
Kittias,52-THORP,U.S. Senate,,I,Robin Adair,5,5,0
Kittias,53-VANTAGE (vbm),U.S. Senate,,I,Robin Adair,0,0,0
Kittias,54-NORTH EAST FAIRVIEW,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,55-FAIRVIEW,U.S. Senate,,I,Robin Adair,5,2,3
Kittias,56-THRALL,U.S. Senate,,I,Robin Adair,2,2,0
Kittias,58-DAMMAN,U.S. Senate,,I,Robin Adair,2,2,0
Kittias,59-KACHESS (vbm),U.S. Senate,,I,Robin Adair,3,0,3
Kittias,60-KITTITAS 2,U.S. Senate,,I,Robin Adair,1,1,0
Kittias,61-ELLENSBURG 25,U.S. Senate,,I,Robin Adair,1,1,0
