county,precinct,office,district,party,candidate,votes,early,poll
Kittias,1-CLE ELUM 1,,,,Registration,278,,
Kittias,2-CLE ELUM 2,,,,Registration,214,,
Kittias,3-CLE ELUM 3,,,,Registration,120,,
Kittias,4-CLE ELUM 4,,,,Registration,335,,
Kittias,5-DENMARK,,,,Registration,572,,
Kittias,6-EAST SANDERS,,,,Registration,437,,
Kittias,7-EASTON,,,,Registration,531,,
Kittias,8-ELLENSBURG 1,,,,Registration,138,,
Kittias,9-ELLENSBURG 2,,,,Registration,165,,
Kittias,10-ELLENSBURG 3,,,,Registration,74,,
Kittias,11-ELLENSBURG 4,,,,Registration,133,,
Kittias,12-ELLENSBURG 5,,,,Registration,200,,
Kittias,13-ELLENSBURG 6,,,,Registration,116,,
Kittias,14-ELLENSBURG 7,,,,Registration,150,,
Kittias,15-ELLENSBURG 8,,,,Registration,170,,
Kittias,16-ELLENSBURG 9,,,,Registration,125,,
Kittias,17-ELLENSBURG 10,,,,Registration,219,,
Kittias,18-ELLENSBURG 11,,,,Registration,231,,
Kittias,19-ELLENSBURG 12,,,,Registration,202,,
Kittias,20-ELLENSBURG 13,,,,Registration,178,,
Kittias,21-ELLENSBURG 14,,,,Registration,156,,
Kittias,22-ELLENSBURG 15,,,,Registration,405,,
Kittias,23-ELLENSBURG 16,,,,Registration,217,,
Kittias,24-ELLENSBURG 17,,,,Registration,357,,
Kittias,25-ELLENSBURG 18,,,,Registration,129,,
Kittias,26-ELLENSBURG 19,,,,Registration,538,,
Kittias,27-ELLENSBURG 20,,,,Registration,170,,
Kittias,28-ELLENSBURG 21,,,,Registration,221,,
Kittias,29-ELLENSBURG 22,,,,Registration,341,,
Kittias,30-ELLENSBURG 23,,,,Registration,367,,
Kittias,31-ELLENSBURG 24,,,,Registration,453,,
Kittias,32-HYAK (vbm),,,,Registration,181,,
Kittias,33-KITTITAS 1,,,,Registration,243,,
Kittias,34-MANASTASH,,,,Registration,382,,
Kittias,35-MOUNTAIN (vbm),,,,Registration,188,,
Kittias,36-NORTH CENTRAL,,,,Registration,481,,
Kittias,37-NORTH ELLENSBURG,,,,Registration,388,,
Kittias,38-PARK,,,,Registration,478,,
Kittias,39-PEOH POINT,,,,Registration,440,,
Kittias,40-RIDGEWAY,,,,Registration,679,,
Kittias,41-ROSLYN 1,,,,Registration,308,,
Kittias,42-ROSLYN 2,,,,Registration,296,,
Kittias,43-DRY CREEK,,,,Registration,589,,
Kittias,44-WESTSIDE (vbm),,,,Registration,496,,
Kittias,45-ROSLYN OUTLYING (vbm),,,,Registration,43,,
Kittias,46-SANDERS,,,,Registration,229,,
Kittias,47-SOUTH CLE ELUM,,,,Registration,294,,
Kittias,48-SOUTH ELLENSBURG,,,,Registration,514,,
Kittias,49-CANYON,,,,Registration,158,,
Kittias,50-SWAUK (vbm),,,,Registration,262,,
Kittias,51-TEANAWAY (vbm),,,,Registration,394,,
Kittias,52-THORP,,,,Registration,515,,
Kittias,53-VANTAGE (vbm),,,,Registration,49,,
Kittias,54-NORTH EAST FAIRVIEW,,,,Registration,281,,
Kittias,55-FAIRVIEW,,,,Registration,449,,
Kittias,56-THRALL,,,,Registration,430,,
Kittias,58-DAMMAN,,,,Registration,427,,
Kittias,59-KACHESS (vbm),,,,Registration,226,,
Kittias,60-KITTITAS 2,,,,Registration,320,,
Kittias,61-ELLENSBURG 25,,,,Registration,370,,
Kittias,62-RONALD (vbm),,,,Registration,194,,
Kittias,99-KITTITAS WA,,,,Registration,18246,,
Kittias,1-CLE ELUM 1,,,,Ballots,175,128,47
Kittias,2-CLE ELUM 2,,,,Ballots,142,95,47
Kittias,3-CLE ELUM 3,,,,Ballots,75,52,23
Kittias,4-CLE ELUM 4,,,,Ballots,221,148,73
Kittias,5-DENMARK,,,,Ballots,416,339,77
Kittias,6-EAST SANDERS,,,,Ballots,302,232,70
Kittias,7-EASTON,,,,Ballots,330,286,44
Kittias,8-ELLENSBURG 1,,,,Ballots,69,49,20
Kittias,9-ELLENSBURG 2,,,,Ballots,101,63,38
Kittias,10-ELLENSBURG 3,,,,Ballots,39,22,17
Kittias,11-ELLENSBURG 4,,,,Ballots,87,57,30
Kittias,12-ELLENSBURG 5,,,,Ballots,111,74,37
Kittias,13-ELLENSBURG 6,,,,Ballots,76,56,20
Kittias,14-ELLENSBURG 7,,,,Ballots,78,54,24
Kittias,15-ELLENSBURG 8,,,,Ballots,114,73,41
Kittias,16-ELLENSBURG 9,,,,Ballots,91,51,40
Kittias,17-ELLENSBURG 10,,,,Ballots,148,80,68
Kittias,18-ELLENSBURG 11,,,,Ballots,165,108,57
Kittias,19-ELLENSBURG 12,,,,Ballots,158,118,40
Kittias,20-ELLENSBURG 13,,,,Ballots,137,92,45
Kittias,21-ELLENSBURG 14,,,,Ballots,132,85,47
Kittias,22-ELLENSBURG 15,,,,Ballots,297,201,96
Kittias,23-ELLENSBURG 16,,,,Ballots,128,93,35
Kittias,24-ELLENSBURG 17,,,,Ballots,179,129,50
Kittias,25-ELLENSBURG 18,,,,Ballots,28,16,12
Kittias,26-ELLENSBURG 19,,,,Ballots,317,231,86
Kittias,27-ELLENSBURG 20,,,,Ballots,110,70,40
Kittias,28-ELLENSBURG 21,,,,Ballots,139,116,23
Kittias,29-ELLENSBURG 22,,,,Ballots,205,140,65
Kittias,30-ELLENSBURG 23,,,,Ballots,271,223,48
Kittias,31-ELLENSBURG 24,,,,Ballots,334,254,80
Kittias,32-HYAK (vbm),,,,Ballots,110,0,110
Kittias,33-KITTITAS 1,,,,Ballots,136,108,28
Kittias,34-MANASTASH,,,,Ballots,295,224,71
Kittias,35-MOUNTAIN (vbm),,,,Ballots,142,0,142
Kittias,36-NORTH CENTRAL,,,,Ballots,363,272,91
Kittias,37-NORTH ELLENSBURG,,,,Ballots,295,228,67
Kittias,38-PARK,,,,Ballots,329,279,50
Kittias,39-PEOH POINT,,,,Ballots,326,267,59
Kittias,40-RIDGEWAY,,,,Ballots,523,406,117
Kittias,41-ROSLYN 1,,,,Ballots,205,151,54
Kittias,42-ROSLYN 2,,,,Ballots,207,166,41
Kittias,43-DRY CREEK,,,,Ballots,408,332,76
Kittias,44-WESTSIDE (vbm),,,,Ballots,347,0,347
Kittias,45-ROSLYN OUTLYING (vbm),,,,Ballots,33,0,33
Kittias,46-SANDERS,,,,Ballots,166,130,36
Kittias,47-SOUTH CLE ELUM,,,,Ballots,196,147,49
Kittias,48-SOUTH ELLENSBURG,,,,Ballots,387,274,113
Kittias,49-CANYON,,,,Ballots,92,80,12
Kittias,50-SWAUK (vbm),,,,Ballots,203,0,203
Kittias,51-TEANAWAY (vbm),,,,Ballots,288,0,288
Kittias,52-THORP,,,,Ballots,351,306,45
Kittias,53-VANTAGE (vbm),,,,Ballots,36,0,36
Kittias,54-NORTH EAST FAIRVIEW,,,,Ballots,218,162,56
Kittias,55-FAIRVIEW,,,,Ballots,324,257,67
Kittias,56-THRALL,,,,Ballots,317,256,61
Kittias,58-DAMMAN,,,,Ballots,332,265,67
Kittias,59-KACHESS (vbm),,,,Ballots,150,0,150
Kittias,60-KITTITAS 2,,,,Ballots,169,142,27
Kittias,61-ELLENSBURG 25,,,,Ballots,240,175,65
Kittias,62-RONALD (vbm),,,,Ballots,127,0,127
Kittias,99-KITTITAS WA,,,,Ballots,12490,,
Kittias,1-CLE ELUM 1,U.S. Senate,,D,Maria Cantwell,79,60,19
Kittias,2-CLE ELUM 2,U.S. Senate,,D,Maria Cantwell,72,50,22
Kittias,3-CLE ELUM 3,U.S. Senate,,D,Maria Cantwell,45,35,10
Kittias,4-CLE ELUM 4,U.S. Senate,,D,Maria Cantwell,107,66,41
Kittias,5-DENMARK,U.S. Senate,,D,Maria Cantwell,117,100,17
Kittias,6-EAST SANDERS,U.S. Senate,,D,Maria Cantwell,110,79,31
Kittias,7-EASTON,U.S. Senate,,D,Maria Cantwell,149,131,18
Kittias,8-ELLENSBURG 1,U.S. Senate,,D,Maria Cantwell,48,33,15
Kittias,9-ELLENSBURG 2,U.S. Senate,,D,Maria Cantwell,72,43,29
Kittias,10-ELLENSBURG 3,U.S. Senate,,D,Maria Cantwell,21,12,9
Kittias,11-ELLENSBURG 4,U.S. Senate,,D,Maria Cantwell,52,34,18
Kittias,12-ELLENSBURG 5,U.S. Senate,,D,Maria Cantwell,70,49,21
Kittias,13-ELLENSBURG 6,U.S. Senate,,D,Maria Cantwell,44,34,10
Kittias,14-ELLENSBURG 7,U.S. Senate,,D,Maria Cantwell,46,34,12
Kittias,15-ELLENSBURG 8,U.S. Senate,,D,Maria Cantwell,57,31,26
Kittias,16-ELLENSBURG 9,U.S. Senate,,D,Maria Cantwell,60,36,24
Kittias,17-ELLENSBURG 10,U.S. Senate,,D,Maria Cantwell,89,48,41
Kittias,18-ELLENSBURG 11,U.S. Senate,,D,Maria Cantwell,106,67,39
Kittias,19-ELLENSBURG 12,U.S. Senate,,D,Maria Cantwell,100,66,34
Kittias,20-ELLENSBURG 13,U.S. Senate,,D,Maria Cantwell,85,51,34
Kittias,21-ELLENSBURG 14,U.S. Senate,,D,Maria Cantwell,82,48,34
Kittias,22-ELLENSBURG 15,U.S. Senate,,D,Maria Cantwell,138,89,49
Kittias,23-ELLENSBURG 16,U.S. Senate,,D,Maria Cantwell,83,64,19
Kittias,24-ELLENSBURG 17,U.S. Senate,,D,Maria Cantwell,91,62,29
Kittias,25-ELLENSBURG 18,U.S. Senate,,D,Maria Cantwell,18,12,6
Kittias,26-ELLENSBURG 19,U.S. Senate,,D,Maria Cantwell,172,116,56
Kittias,27-ELLENSBURG 20,U.S. Senate,,D,Maria Cantwell,62,40,22
Kittias,28-ELLENSBURG 21,U.S. Senate,,D,Maria Cantwell,78,68,10
Kittias,29-ELLENSBURG 22,U.S. Senate,,D,Maria Cantwell,88,66,22
Kittias,30-ELLENSBURG 23,U.S. Senate,,D,Maria Cantwell,139,119,20
Kittias,31-ELLENSBURG 24,U.S. Senate,,D,Maria Cantwell,171,135,36
Kittias,32-HYAK (vbm),U.S. Senate,,D,Maria Cantwell,60,0,60
Kittias,33-KITTITAS 1,U.S. Senate,,D,Maria Cantwell,50,38,12
Kittias,34-MANASTASH,U.S. Senate,,D,Maria Cantwell,132,93,39
Kittias,35-MOUNTAIN (vbm),U.S. Senate,,D,Maria Cantwell,68,0,68
Kittias,36-NORTH CENTRAL,U.S. Senate,,D,Maria Cantwell,118,89,29
Kittias,37-NORTH ELLENSBURG,U.S. Senate,,D,Maria Cantwell,125,93,32
Kittias,38-PARK,U.S. Senate,,D,Maria Cantwell,98,90,8
Kittias,39-PEOH POINT,U.S. Senate,,D,Maria Cantwell,117,90,27
Kittias,40-RIDGEWAY,U.S. Senate,,D,Maria Cantwell,200,156,44
Kittias,41-ROSLYN 1,U.S. Senate,,D,Maria Cantwell,128,98,30
Kittias,42-ROSLYN 2,U.S. Senate,,D,Maria Cantwell,125,101,24
Kittias,43-DRY CREEK,U.S. Senate,,D,Maria Cantwell,126,103,23
Kittias,44-WESTSIDE (vbm),U.S. Senate,,D,Maria Cantwell,172,0,172
Kittias,45-ROSLYN OUTLYING (vbm),U.S. Senate,,D,Maria Cantwell,7,0,7
Kittias,46-SANDERS,U.S. Senate,,D,Maria Cantwell,64,51,13
Kittias,47-SOUTH CLE ELUM,U.S. Senate,,D,Maria Cantwell,82,55,27
Kittias,48-SOUTH ELLENSBURG,U.S. Senate,,D,Maria Cantwell,200,139,61
Kittias,49-CANYON,U.S. Senate,,D,Maria Cantwell,36,32,4
Kittias,50-SWAUK (vbm),U.S. Senate,,D,Maria Cantwell,64,0,64
Kittias,51-TEANAWAY (vbm),U.S. Senate,,D,Maria Cantwell,112,0,112
Kittias,52-THORP,U.S. Senate,,D,Maria Cantwell,125,112,13
Kittias,53-VANTAGE (vbm),U.S. Senate,,D,Maria Cantwell,12,0,12
Kittias,54-NORTH EAST FAIRVIEW,U.S. Senate,,D,Maria Cantwell,88,69,19
Kittias,55-FAIRVIEW,U.S. Senate,,D,Maria Cantwell,95,72,23
Kittias,56-THRALL,U.S. Senate,,D,Maria Cantwell,91,76,15
Kittias,58-DAMMAN,U.S. Senate,,D,Maria Cantwell,124,101,23
Kittias,59-KACHESS (vbm),U.S. Senate,,D,Maria Cantwell,53,0,53
Kittias,60-KITTITAS 2,U.S. Senate,,D,Maria Cantwell,63,54,9
Kittias,61-ELLENSBURG 25,U.S. Senate,,D,Maria Cantwell,119,88,31
Kittias,62-RONALD (vbm),U.S. Senate,,D,Maria Cantwell,62,0,62
Kittias,99-KITTITAS WA,U.S. Senate,,D,Maria Cantwell,0,0,0
Kittias,1-CLE ELUM 1,U.S. Senate,,R,Mike McGavick,94,66,28
Kittias,2-CLE ELUM 2,U.S. Senate,,R,Mike McGavick,57,35,22
Kittias,3-CLE ELUM 3,U.S. Senate,,R,Mike McGavick,29,16,13
Kittias,4-CLE ELUM 4,U.S. Senate,,R,Mike McGavick,101,70,31
Kittias,5-DENMARK,U.S. Senate,,R,Mike McGavick,282,226,56
Kittias,6-EAST SANDERS,U.S. Senate,,R,Mike McGavick,181,145,36
Kittias,7-EASTON,U.S. Senate,,R,Mike McGavick,165,139,26
Kittias,8-ELLENSBURG 1,U.S. Senate,,R,Mike McGavick,17,12,5
Kittias,9-ELLENSBURG 2,U.S. Senate,,R,Mike McGavick,21,15,6
Kittias,10-ELLENSBURG 3,U.S. Senate,,R,Mike McGavick,16,10,6
Kittias,11-ELLENSBURG 4,U.S. Senate,,R,Mike McGavick,29,19,10
Kittias,12-ELLENSBURG 5,U.S. Senate,,R,Mike McGavick,40,24,16
Kittias,13-ELLENSBURG 6,U.S. Senate,,R,Mike McGavick,25,17,8
Kittias,14-ELLENSBURG 7,U.S. Senate,,R,Mike McGavick,25,14,11
Kittias,15-ELLENSBURG 8,U.S. Senate,,R,Mike McGavick,43,31,12
Kittias,16-ELLENSBURG 9,U.S. Senate,,R,Mike McGavick,30,14,16
Kittias,17-ELLENSBURG 10,U.S. Senate,,R,Mike McGavick,57,32,25
Kittias,18-ELLENSBURG 11,U.S. Senate,,R,Mike McGavick,56,38,18
Kittias,19-ELLENSBURG 12,U.S. Senate,,R,Mike McGavick,51,45,6
Kittias,20-ELLENSBURG 13,U.S. Senate,,R,Mike McGavick,50,41,9
Kittias,21-ELLENSBURG 14,U.S. Senate,,R,Mike McGavick,49,37,12
Kittias,22-ELLENSBURG 15,U.S. Senate,,R,Mike McGavick,150,105,45
Kittias,23-ELLENSBURG 16,U.S. Senate,,R,Mike McGavick,36,23,13
Kittias,24-ELLENSBURG 17,U.S. Senate,,R,Mike McGavick,81,63,18
Kittias,25-ELLENSBURG 18,U.S. Senate,,R,Mike McGavick,9,4,5
Kittias,26-ELLENSBURG 19,U.S. Senate,,R,Mike McGavick,127,101,26
Kittias,27-ELLENSBURG 20,U.S. Senate,,R,Mike McGavick,43,26,17
Kittias,28-ELLENSBURG 21,U.S. Senate,,R,Mike McGavick,50,40,10
Kittias,29-ELLENSBURG 22,U.S. Senate,,R,Mike McGavick,99,65,34
