firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Clallam,9537
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Clark,26972
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Columbia,323
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Cowlitz,9809
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Douglas,2049
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Ferry,618
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Franklin,2465
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Garfield,193
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Grant,3697
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Grays Harbor,8298
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Island,10282
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Jefferson,6435
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,King,271204
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Kitsap,33740
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Kittitas,2953
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Klickitat,1283
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Lewis,5256
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Lincoln,886
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Mason,6461
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Okanogan,3022
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Pacific,3145
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Pend Oreille,1357
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Pierce,76125
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,San Juan,3411
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Skagit,12893
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Skamania,1014
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Snohomish,70956
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Spokane,45766
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Stevens,2977
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Thurston,30589
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Wahkiakum,589
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Walla Walla,3692
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Whatcom,21236
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Whitman,2617
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,county,Yakima,11355
Patty,Murray,Patty Murray,D,D,U. S. Senator,,,state,Washington,709477
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Adams,7
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Asotin,25
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Benton,149
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Chelan,92
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Clallam,164
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Clark,890
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Columbia,4
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Cowlitz,115
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Douglas,37
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Ferry,5
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Franklin,51
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Garfield,6
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Grant,97
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Grays Harbor,155
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Island,169
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Jefferson,124
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,King,5278
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Kitsap,715
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Kittitas,48
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Klickitat,18
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Lewis,107
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Lincoln,7
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Mason,117
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Okanogan,49
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Pacific,64
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Pend Oreille,14
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Pierce,1502
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,San Juan,64
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Skagit,193
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Skamania,17
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Snohomish,1257
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Spokane,502
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Stevens,50
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Thurston,750
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Wahkiakum,14
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Walla Walla,40
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Whatcom,410
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Whitman,58
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,county,Yakima,162
Mohammad,H. Said,Mohammad H. Said,D,D,U. S. Senator,,,state,Washington,13526
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Adams,63
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Asotin,72
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Benton,1608
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Chelan,141
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Clallam,349
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Clark,1873
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Columbia,20
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Cowlitz,408
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Douglas,92
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Ferry,46
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Franklin,315
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Garfield,12
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Grant,268
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Grays Harbor,159
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Island,404
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Jefferson,109
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,King,6581
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Kittitas,147
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Klickitat,88
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Lewis,338
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Lincoln,75
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Mason,247
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Okanogan,203
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Pacific,103
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Pend Oreille,72
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Pierce,4305
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,San Juan,58
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Skagit,382
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Skamania,86
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Snohomish,4511
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Spokane,1554
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Stevens,257
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Thurston,873
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Wahkiakum,22
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Walla Walla,308
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Whatcom,695
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Whitman,145
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Yakima,847
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,county,Kitsap,2033
Brad,Klippert,Brad Klippert,R,R,U. S. Senator,,,state,Washington,29869
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Adams,1965
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Asotin,1769
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Benton,15094
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Chelan,6817
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Clallam,7123
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Clark,17395
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Columbia,785
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Cowlitz,4102
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Douglas,3902
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Ferry,1184
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Franklin,3984
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Garfield,499
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Grant,6967
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Grays Harbor,2903
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Island,7385
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Jefferson,2932
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,King,102835
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Kitsap,17548
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Kittitas,3775
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Klickitat,1214
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Lewis,6731
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Lincoln,2258
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Mason,3940
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Okanogan,4787
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Pacific,1234
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Pend Oreille,1851
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Pierce,42565
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,San Juan,1490
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Skagit,8928
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Skamania,704
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Snohomish,37199
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Spokane,48490
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Stevens,5459
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Thurston,15246
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Wahkiakum,214
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Walla Walla,6497
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Whatcom,13982
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Whitman,4303
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,county,Yakima,16682
George,"R. Nethercutt, Jr.","George R. Nethercutt, Jr",R,R,U. S. Senator,,,state,Washington,432738
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Adams,27
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Asotin,20
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Benton,272
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Chelan,56
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Clallam,168
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Clark,1170
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Columbia,17
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Cowlitz,143
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Douglas,45
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Ferry,27
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Franklin,62
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Garfield,2
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Grant,138
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Grays Harbor,69
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Island,194
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Jefferson,42
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,King,1439
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Kitsap,389
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Kittitas,142
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Klickitat,35
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Lewis,114
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Lincoln,19
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Mason,73
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Okanogan,78
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Pacific,61
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Pend Oreille,29
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Pierce,1004
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,San Juan,30
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Skagit,159
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Skamania,30
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Snohomish,648
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Spokane,537
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Stevens,150
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Thurston,281
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Wahkiakum,9
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Walla Walla,100
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Whatcom,221
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Whitman,61
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,county,Yakima,254
Gordon,Allen Pross,Gordon Allen Pross,R,R,U. S. Senator,,,state,Washington,8315
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Adams,18
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Asotin,24
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Benton,321
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Chelan,95
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Clallam,163
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Clark,1055
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Columbia,24
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Cowlitz,232
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Douglas,78
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Ferry,24
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Franklin,86
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Garfield,5
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Grant,201
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Grays Harbor,96
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Island,212
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Jefferson,64
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,King,1776
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Kitsap,479
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Kittitas,102
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Klickitat,104
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Lewis,214
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Lincoln,26
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Mason,93
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Okanogan,64
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Pacific,60
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Pend Oreille,42
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Pierce,1039
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,San Juan,60
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Skagit,222
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Skamania,80
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Snohomish,1023
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Spokane,617
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Stevens,98
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Thurston,287
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Wahkiakum,18
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Walla Walla,199
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Whatcom,363
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Whitman,78
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,county,Yakima,290
Chuck,Jackson,Chuck Jackson,R,R,U. S. Senator,,,state,Washington,10032
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Adams,66
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Asotin,90
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Benton,800
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Chelan,161
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Clallam,479
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Clark,3066
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Columbia,17
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Cowlitz,527
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Douglas,119
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Ferry,59
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Franklin,176
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Garfield,13
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Grant,339
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Grays Harbor,261
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Island,574
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Jefferson,134
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,King,10638
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Kitsap,1377
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Kittitas,245
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Klickitat,112
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Lewis,476
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Lincoln,74
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Mason,240
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Okanogan,202
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Pacific,108
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Pend Oreille,101
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Pierce,5019
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,San Juan,122
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Skagit,741
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Skamania,130
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Snohomish,2561
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Spokane,2447
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Stevens,256
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Thurston,1296
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Wahkiakum,43
Reed,Davis,Reed Davis,R,R,U. S. Senator,,,county,Walla Walla,261
