OfficeID	ElectionID	TotalVotes
110	46	11578
77	97	8378
161	29	30001
164	79	14481
91	9	21932
167	15	19776
434	92	6971
83	83	6933
199	51	20619
737	111	228974
88	42	14895
148	67	61964
126	52	22655
209	71	13770
142	63	14420
224	112	28611
140	123	3412
5	106	3318
212	114	4044
213	84	10179
232	38	24703
90	15	45743
218	100	20266
115	74	6364
96	66	20142
667	3	2092062
123	83	9225
185	18	28216
3	102	5891
869	63	118744
158	43	27836
73	58	15570
194	4	27355
123	71	11093
209	45	24021
129	133	7766
217	42	20056
96	96	5687
177	9	22277
1110	95	579512
857	65	96683
132	69	7914
191	80	15644
184	41	20045
92	24	27269
192	50	5415
197	123	14906
516	10	1888340
868	74	99891
118	94	30197
209	33	36709
123	67	51722
106	76	10111
105	106	7687
82	44	10153
83	14	19036
867	104	26769
13	70	26351
130	80	11330
5	61	4397
219	1	17948
218	31	23783
101	10	41084
112	114	1940
175	62	31418
74	35	8451
157	54	13900
197	99	9466
176	39	14539
184	48	11001
101	136	24525
106	95	23202
82	68	24253
34	44	5294
181	81	18079
867	97	76616
124	41	28666
208	56	25819
157	73	22435
150	4	34512
227	10	35295
149	64	40416
225	70	17452
861	31	170005
118	101	9420
138	112	10072
203	14	25113
159	134	47265
875	106	10393
173	72	6740
189	114	2821
81	48	9229
865	10	226910
241	112	1790
215	95	36424
985	73	952763
224	74	10376
71	99	9329
869	70	128121
79	108	12373
233	103	1800
217	35	22170
652	4	1751464
91	4	37994
953	29	1698274
127	3	43249
192	31	22631
150	42	22970
208	49	24583
985	92	747307
143	45	21169
844	40	1006115
130	73	19215
148	94	32504
496	36	799740
794	41	1334267
71	118	7459
115	31	17804
224	55	18856
158	74	15414
228	18	21279
71	66	23538
109	38	26914
101	29	38535
106	45	11609
121	93	5376
113	84	9644
397	18	176078
227	48	67687
960	61	628196
162	120	4715
35	101	315356
107	46	9876
858	57	669023
166	83	6438
126	14	22281
123	64	58655
694	20	1816696
861	67	316682
218	62	44817
168	4	16141
129	136	19434
115	55	15252
857	58	223260
239	103	7519
739	66	4508
689	80	529079
82	25	35628
1010	39	10802
110	15	33527
118	24	22192
227	41	29893
190	67	45700
175	43	10298
126	33	27331
865	17	261031
207	79	17861
223	97	18888
124	10	41520
211	42	27269
163	66	21109
187	15	33313
724	67	11947
404	81	26742
735	16	2337
155	81	15753
181	112	3349
753	38	6112
116	1	15867
863	71	122198
220	9	18086
868	48	97885
147	72	13244
146	102	25572
77	104	6147
150	35	24948
130	54	9139
204	3	50625
89	76	9388
202	63	45915
203	33	41006
193	24	22562
194	54	8634
142	56	16122
139	86	23265
140	116	2390
199	70	22264
88	106	14084
85	18	26600
694	134	1351858
618	123	289315
181	55	19540
216	39	22196
103	102	12350
82	94	43359
154	80	14620
218	81	13353
86	136	9585
864	111	39660
118	44	9415
144	29	39361
178	36	14099
482	53	1216430
423	42	43775
107	15	27617
225	25	44501
434	111	3776
100	59	7065
116	134	28423
593	36	964902
740	48	19115
109	69	21174
126	57	22401
737	92	742570
110	39	13642
89	31	28052
88	61	9245
198	74	5150
71	42	23296
791	41	1272859
143	52	28662
160	47	32029
149	91	23953
197	73	19310
214	68	8954
215	38	31803
204	17	51143
177	35	19712
161	17	33199
182	25	38784
217	9	18207
685	14	720414
215	69	29605
1071	125	158693
179	134	21005
226	14	13487
209	83	8725
167	3	30021
104	72	2769
145	18	31274
857	91	103796
126	64	27316
202	70	27844
692	4	1086376
123	14	13679
196	84	7629
132	43	18788
203	66	15681
94	16	23563
71	61	15769
93	103	3019
175	95	24903
234	106	26068
196	96	14074
169	133	12131
90	27	28168
74	9	16985
83	71	17657
84	41	30265
867	47	157783
868	17	236784
148	61	24791
157	123	4204
138	62	18078
231	80	11780
213	72	9117
212	102	24163
686	130	221850
158	81	20150
192	83	6119
857	115	24407
125	106	8707
175	69	28933
186	97	12183
170	79	13528
97	116	1240
686	44	508158
163	97	10069
219	70	17051
165	25	29771
159	63	19322
115	112	1331
686	118	413557
184	3	43902
109	64	17721
868	29	222426
867	59	62783
479	22	1284796
102	120	5904
111	4	25015
88	68	10018
169	114	1789
116	70	14994
92	134	34543
865	74	75058
109	76	10112
178	17	38648
101	67	59696
187	29	42151
434	106	5149
166	45	16682
98	81	12096
175	81	15078
190	136	13290
686	56	483682
203	71	25060
112	24	26273
215	31	24249
144	10	45704
137	54	18060
216	20	52309
132	38	21755
204	48	15389
205	18	24020
93	108	3306
104	136	11215
234	118	14445
143	71	25386
74	17	32541
71	73	12083
197	92	28164
94	35	22172
198	31	12214
83	33	37799
82	63	39576
155	43	25032
154	73	15044
87	79	18257
99	70	18622
132	62	9250
208	94	29921
985	47	1213088
173	136	17506
136	108	20101
81	112	13134
152	126	2880
220	59	7617
93	84	18797
212	133	13354
11	73	22064
89	38	22576
176	70	26662
73	20	46707
71	80	21201
109	83	5871
186	102	12048
667	91	387185
99	51	9482
126	95	35373
202	101	22457
192	76	7865
216	1	21333
148	80	21645
857	96	92756
165	44	13127
187	60	20277
758	16	121474
686	25	1055491
183	14	17565
182	44	7519
181	74	16665
115	69	20219
227	3	48120
116	39	16718
117	9	15790
127	41	26925
126	71	13532
170	84	8540
686	49	516862
739	112	11983
624	102	494003
118	25	22173
165	68	4511
230	79	16840
196	46	12640
58	91	12056
212	64	30864
231	18	18724
94	54	13130
223	9	21545
121	29	32923
86	45	10108
113	20	37360
7	92	712353
612	23	1502514
91	118	6345
88	16	26011
172	31	24067
685	52	494249
35	67	2620819
128	61	15512
828	112	372063
145	44	17130
867	9	103307
415	71	42919
110	84	14731
231	42	22621
169	95	31021
162	51	18036
127	79	15426
146	33	40535
77	59	4842
194	99	25317
175	133	11164
202	108	14449
181	17	46696
864	73	147584
220	97	13673
669	80	11339
93	65	4304
154	42	22684
103	64	19444
667	98	351978
112	43	21839
686	63	399882
184	112	13589
186	83	7582
147	3	46789
85	56	39579
211	94	13994
159	108	7303
205	25	34027
197	16	22910
138	17	45734
861	126	31211
108	106	4243
221	43	25062
152	95	17541
918	4	1671644
75	70	12769
178	74	13025
691	66	892389
747	33	35388
173	1	14188
163	52	18815
146	14	23859
230	72	9386
104	10	23057
111	54	16209
84	79	16553
772	38	1555534
235	114	937
113	27	24028
206	45	24021
71	4	35059
105	18	13658
440	69	672607
96	1	15790
528	27	1278176
35	44	610355
179	70	19252
170	41	23113
187	79	16748
181	10	39618
953	124	106664
753	102	3569
215	24	30662
100	97	12119
214	54	9252
658	135	1823578
127	72	10910
126	102	17348
136	51	35056
152	69	14943
140	14	16994
857	129	62226
181	24	17418
118	112	8055
194	118	3779
103	71	16292
81	3	39025
169	64	25323
85	49	46302
143	116	449
214	4	37620
86	76	6241
165	18	27023
99	120	5333
746	94	11513
905	69	438299
173	27	22142
175	114	5320
171	68	7508
102	94	6703
176	84	15175
164	29	27972
163	59	8250
109	133	15877
178	43	19507
669	97	21495
686	106	204815
98	134	29239
739	120	7793
202	134	48225
172	38	22799
163	71	15584
1013	61	18973
688	3	1350834
190	3	38790
685	33	895590
164	41	25273
864	92	109459
75	39	16102
145	67	44695
1008	73	6740
753	133	4402
102	101	4374
739	101	11886
183	123	2585
4	70	31452
104	41	25377
162	25	28038
112	50	35397
857	122	36500
221	62	93566
740	20	14241
955	116	377570
71	47	30969
143	97	27041
136	58	35896
77	33	33518
79	56	19373
88	35	22018
95	74	10696
154	16	25607
212	83	9932
224	66	20991
877	66	23830
92	81	18378
211	136	22066
157	9	30656
953	93	291699
197	35	18041
196	65	12411
94	92	17966
93	39	23701
208	120	46000
431	119	3622
85	42	9525
206	14	11987
205	44	16125
861	69	100993
146	83	11964
139	10	37627
114	47	29421
208	18	24519
179	1	14089
79	63	36344
95	81	17256
221	100	26625
25	112	4010
154	9	21980
111	99	5254
440	102	614768
107	136	14854
1022	60	792155
237	118	7309
242	108	1362
157	16	30584
688	79	639743
95	134	32303
230	3	39133
150	73	27718
227	79	16593
230	15	28920
242	120	2059
809	25	1627336
130	42	21198
193	43	16940
168	68	10870
205	94	23460
868	119	62619
207	41	29684
206	71	19987
223	59	16837
145	106	7460
857	39	156021
172	57	68235
857	27	190666
215	133	16626
669	91	19412
686	125	384380
108	80	17812
99	18	20173
149	20	52997
35	70	1000754
145	94	16814
190	46	9668
189	76	12645
72	67	58080
170	15	29000
169	45	24586
121	3	37400
130	35	18224
228	25	40616
878	57	671297
207	48	8499
914	41	1219702
115	17	20801
857	20	285636
80	33	24618
689	49	497086
669	98	17052
112	69	53838
132	114	3013
169	38	27889
166	102	30576
175	24	22282
91	92	19002
415	14	51086
85	106	10137
994	67	72791
229	45	11933
864	16	132069
106	133	14063
174	4	34859
178	100	18418
191	42	9160
75	44	7479
160	66	14182
112	57	49164
1096	63	582862
868	112	72659
811	15	1660422
212	31	21869
124	79	16004
149	133	29179
179	44	6901
35	51	1089085
199	108	4899
861	100	75344
104	15	15279
92	31	29283
119	33	28539
114	16	20591
174	54	10837
955	71	818913
179	20	37649
102	44	15847
171	118	4207
167	72	8630
177	123	18813
960	106	337752
123	102	43488
108	61	11976
685	83	294112
450	67	20673
189	83	8779
197	9	20852
212	57	22996
217	73	18884
136	1	17325
868	105	44745
129	45	14497
428	93	3342
224	29	37443
157	35	21379
213	27	19939
196	39	18040
7	73	884934
140	47	37043
139	17	34356
74	54	6348
669	48	16145
79	70	19201
193	38	17043
440	95	883141
595	35	883894
146	64	40943
91	42	14944
90	72	15957
184	60	18607
150	80	22030
74	112	25951
80	67	40399
435	102	4503
906	49	829115
212	50	15872
868	81	97526
194	92	71630
431	44	10469
129	64	11670
140	71	18494
91	61	10006
224	10	34445
222	70	27685
113	46	10091
432	16	12346
176	134	46699
103	14	8652
101	74	15454
218	24	30250
212	38	33462
81	29	30786
184	79	10041
861	119	21792
183	97	12822
117	116	20422
689	42	551961
45	125	127918
112	76	11574
685	102	230035
686	132	208424
739	51	21815
112	100	35465
7	80	834859
737	47	1190971
125	18	24725
3	64	5816
187	136	18634
864	35	140886
221	112	12187
107	84	13492
106	114	2336
1045	41	1276533
140	54	9747
167	17	26750
858	59	430313
202	1	23972
867	68	54246
417	67	167222
877	48	13250
215	83	8665
98	38	21901
106	47	32687
205	103	29065
692	18	906126
197	94	29531
113	79	13989
116	15	19032
81	43	16429
205	134	49923
867	92	98496
165	58	6905
208	51	28435
146	116	15107
103	123	2450
112	102	45975
217	30	24796
875	101	14899
688	105	169019
129	97	13670
182	46	12296
199	54	5196
190	55	10329
127	134	48650
225	46	13774
396	17	389057
155	71	14457
181	76	9052
164	81	14940
685	114	125399
785	43	1064594
232	71	14182
205	108	22727
150	66	18143
103	116	1504
440	128	229593
857	29	262927
868	38	207571
91	18	30970
154	106	710
130	44	13901
99	8	28739
97	68	14816
178	133	13520
125	25	32540
167	24	16165
224	38	28683
864	125	106001
986	67	2818651
107	17	40757
221	102	33764
83	9	18477
208	44	15697
181	69	27639
97	80	14912
869	58	199892
435	92	5492
96	84	12923
175	33	30593
114	80	19038
142	1	19305
89	45	12887
176	3	50158
157	49	36903
156	79	16592
136	136	21511
140	73	17049
1079	49	837504
183	42	17088
139	43	28388
123	35	23764
205	84	10522
157	68	22453
149	59	31099
169	123	3246
863	35	126502
238	114	1325
87	112	5878
995	66	6359
71	106	9727
155	76	12821
219	3	35357
129	41	19694
123	28	16435
209	66	21668
173	67	40410
227	36	15450
207	43	37406
97	54	12940
867	49	124069
222	72	9327
163	118	5978
109	14	19336
130	25	13472
226	35	17861
89	71	17535
81	62	23278
147	43	20188
230	81	14078
85	108	4369
868	31	170365
158	45	22766
142	27	26974
159	15	36795
216	29	36507
172	97	40531
867	61	85414
72	83	5357
412	54	63226
191	25	27523
74	4	31635
113	72	5349
208	20	52170
60	67	29773
121	69	11546
77	99	4749
15	25	18714
158	38	32230
178	102	23763
208	1	20569
216	10	37831
138	57	10270
869	65	54232
166	47	52167
80	73	12767
172	116	1677
667	17	2102460
688	81	464286
72	76	10027
895	32	781240
132	71	18286
194	18	22295
875	51	16375
118	58	69879
206	73	18758
744	115	10466
82	13	23935
863	42	149112
232	52	16335
140	80	16869
230	112	10823
202	27	34166
126	9	28089
506	49	776131
218	57	27885
219	27	27433
224	43	29647
107	10	27312
110	3	39119
109	33	28190
960	67	2330472
101	24	21567
175	14	21733
105	70	15952
98	31	25397
97	61	10638
119	134	36874
179	136	8675
394	20	424602
865	31	139033
155	45	17658
219	46	6522
731	67	18750
163	54	12331
123	9	24183
144	17	49750
88	25	34428
160	35	12443
214	56	14192
77	80	9252
198	38	29008
129	67	39239
115	83	4722
114	106	4412
136	103	18275
110	10	34234
861	128	21516
125	51	17183
884	30	1047897
142	46	12808
192	59	5351
16	71	10264
746	16	46410
164	31	21108
686	13	1072417
87	48	20110
94	4	25344
92	67	50000
212	97	24293
7	125	289732
3	83	10546
217	136	22173
863	54	65021
869	84	56990
753	116	2837
197	61	19242
203	4	38550
104	43	8049
724	16	6354
115	95	25593
867	42	133363
643	20	2317740
106	14	23386
105	44	14210
872	1	96173
218	76	9911
202	58	63003
3	116	5177
660	134	2036157
175	83	9086
196	72	11950
169	97	21187
103	54	7057
667	48	672618
170	74	11643
106	33	26976
100	47	8750
143	16	31395
139	76	13752
121	62	32976
1103	45	846066
81	69	19916
183	9	15465
216	3	40824
718	56	20302
864	99	53423
867	35	139991
77	73	16058
154	68	12680
149	98	21666
144	24	35238
154	56	32962
229	134	40980
999	9	32871
160	42	14627
214	63	13791
215	33	32684
198	45	16245
240	118	2119
110	136	12270
119	42	7563
125	58	35938
902	102	372010
180	49	13635
404	71	47164
137	80	21764
84	29	36200
73	3	46188
146	123	14422
224	76	13039
220	30	25350
7	132	105502
154	49	37368
212	116	9916
110	29	30108
175	57	15761
106	66	19305
136	60	43146
208	70	22862
737	94	804258
128	18	28489
226	9	17664
82	39	20047
182	39	15040
207	81	15761
218	83	6759
157	118	1739
203	35	26770
202	65	23284
857	79	112971
182	27	29884
136	84	19273
116	46	6803
115	76	7256
152	102	13750
686	32	590164
160	16	19116
104	74	10712
99	58	8968
108	120	5005
165	51	21773
220	42	19132
127	29	31453
143	47	50065
103	73	10984
159	65	9670
109	59	15811
136	67	54165
177	4	40572
197	68	15809
149	79	21597
953	43	1141084
753	136	6926
93	72	18754
412	4	137356
175	64	26706
231	25	32019
203	54	18866
115	45	14108
225	39	16982
434	66	9476
103	97	19862
35	129	170987
140	136	12645
164	74	9190
230	55	28566
806	27	1278037
82	58	61832
5	63	4833
71	56	23039
812	13	1326516
25	67	21033
190	112	7524
182	20	45418
867	16	119868
181	50	15416
192	52	6934
435	52	6605
413	134	169450
689	101	258777
864	134	232980
75	72	4665
864	118	43828
858	132	210959
985	30	1213307
864	49	105674
84	62	29110
641	123	284962
770	78	129655
146	9	30386
3	33	31447
213	66	24192
92	71	18815
178	57	20099
35	20	2332399
94	42	6204
628	17	2084738
205	20	36549
744	80	41074
143	73	30137
202	84	20210
136	41	28227
91	94	19073
517	51	1009579
74	106	31772
180	4	26388
440	52	705917
149	29	37340
129	14	27020
111	49	16641
737	18	1154204
101	81	17448
102	51	8806
109	90	8362
219	72	6289
218	102	26589
128	25	34283
145	20	52080
100	80	20438
227	112	17088
222	39	23912
149	48	43232
230	48	36809
744	73	28820
160	92	14007
227	81	15146
113	3	37048
119	16	20402
118	76	8192
740	69	10270
186	59	4411
38	123	267622
178	50	11288
187	55	18024
124	134	37035
172	14	12912
686	39	876362
187	43	14609
102	70	27063
179	46	9411
161	38	23111
861	102	87365
222	15	30136
667	93	272804
213	10	32539
205	1	17328
100	73	24027
670	33	11331
219	79	15157
74	43	9363
220	49	22768
176	136	20958
787	42	1062133
170	17	37519
170	67	44317
159	72	15647
958	13	1249557
169	47	87652
95	31	27937
94	61	10100
955	73	829641
169	71	18039
685	59	282773
680	20	14041
688	29	1379792
186	35	14671
202	91	30163
177	56	14192
218	133	14395
137	4	26952
221	69	39826
205	51	14296
79	20	30568
669	70	14687
117	106	24595
95	38	32604
197	42	22018
509	23	1512431
1008	56	5123
111	56	12833
108	70	23706
127	74	9834
203	80	24082
193	71	15235
104	24	20305
112	33	28324
115	102	20122
163	35	14720
100	61	6682
864	68	60356
721	16	45427
189	9	15948
167	81	13718
87	29	39471
857	105	49709
80	9	12050
3	52	18223
147	66	28652
88	18	28625
96	27	26742
608	112	340625
85	25	38514
77	16	19355
75	46	7711
110	79	14954
197	18	29642
106	116	3334
868	114	54887
96	15	39183
737	61	642166
187	62	26899
401	135	138297
185	70	18387
205	27	31139
184	69	28586
160	61	8326
7	106	440792
95	136	13222
164	24	19814
89	67	62335
74	50	10371
180	54	10648
75	27	12875
178	31	29261
1086	43	1041474
686	58	712401
82	108	7337
106	123	3223
92	45	13071
94	68	9081
152	52	12107
119	35	18788
128	44	11806
204	50	10241
960	120	352363
194	101	17980
116	72	3666
124	81	11632
230	29	32556
144	43	28934
737	80	842184
142	103	11058
960	132	105546
667	124	102776
222	20	47930
221	50	22562
616	102	447442
390	66	275528
100	54	11720
161	31	21277
104	17	19546
103	47	33303
868	95	124100
171	63	13318
160	118	12185
227	55	32431
80	16	16743
130	18	24114
112	52	39568
50	129	88615
753	33	6650
857	3	271274
109	116	9233
688	55	389897
117	42	9277
93	15	34963
184	50	8897
189	52	11478
149	90	14671
184	62	25049
579	43	1186886
861	45	124180
79	39	12585
205	58	27740
129	48	6644
140	4	30252
955	16	1029244
221	76	12914
194	25	34144
97	35	13321
176	67	58485
106	97	20851
420	136	87296
186	9	21662
185	39	14796
95	45	9328
205	70	24936
178	83	5473
241	114	1853
123	92	60259
223	35	22987
212	14	14517
229	9	14513
143	123	909
242	103	1907
92	14	25912
172	66	10052
79	46	4611
167	74	10933
194	49	121238
150	25	28866
670	71	11761
688	62	525355
111	63	12797
688	117	105415
98	24	21289
101	31	27491
985	94	819879
838	120	258480
204	81	21258
59	94	11604
223	42	20003
855	120	240517
875	44	12284
84	112	10720
217	56	19330
168	134	17496
147	29	39755
867	118	31559
166	54	8106
146	59	25239
861	76	96679
92	38	30668
199	98	8836
136	27	29530
75	20	40075
91	68	10829
173	10	35754
25	91	8865
685	119	187925
149	3	49187
117	49	15349
128	51	24573
172	64	58399
152	33	44247
147	17	50829
861	52	87169
206	54	9200
100	123	1383
437	25	10507
440	71	935503
94	94	13473
196	15	30240
216	79	15669
212	33	34225
878	71	836124
867	111	27401
96	65	5359
172	71	14841
128	101	5599
753	52	5426
187	112	17734
178	76	5947
864	42	138458
420	18	83153
222	46	11767
185	20	48315
119	9	15109
94	118	5933
74	100	14562
129	91	8429
74	67	53006
689	25	1045849
194	68	39054
960	70	986184
112	83	8912
955	47	1160812
550	95	775928
169	14	14302
97	4	26108
221	95	60249
102	20	54313
228	39	18970
162	58	6252
149	116	3490
129	98	7084
220	136	19004
139	24	27074
217	49	22175
211	63	12645
157	42	25807
191	134	32180
179	27	27021
213	3	54580
669	67	30579
193	45	18298
91	49	18251
769	77	98946
87	3	49984
163	9	22378
199	91	9767
747	73	27793
105	120	7663
173	41	20756
428	69	4234
207	17	50850
147	10	46178
145	70	30461
117	68	6163
161	81	13778
166	97	25950
172	83	5397
103	66	14854
686	108	164704
84	81	13277
740	133	17156
688	48	470772
58	93	7695
111	106	14312
865	67	336499
128	94	17185
181	133	12122
118	108	6816
184	43	19919
189	59	4906
868	69	107462
73	79	15810
861	95	135990
190	29	29901
80	35	17338
79	65	19334
863	9	94983
869	39	132754
208	134	48474
157	25	41276
413	136	103526
440	111	263364
146	92	33627
173	43	23284
863	4	211003
71	63	22360
420	20	148854
87	81	11507
111	96	9906
118	41	27238
223	68	14026
864	108	58361
686	120	532991
181	52	21520
208	27	28331
178	116	2842
79	72	9453
99	3	38047
448	67	20474
88	58	13050
223	56	22111
116	3	27193
115	33	22728
215	59	17484
82	67	56976
206	80	17217
98	14	14460
395	16	178065
180	63	14346
199	41	24328
198	71	8608
188	72	8281
187	102	21792
97	44	6012
197	70	21964
224	45	19517
35	79	813489
842	47	1128620
196	100	15210
96	60	5531
172	73	10444
199	48	14162
190	31	22031
670	80	11117
90	134	54646
72	33	27151
88	51	31340
544	92	616828
686	122	387809
121	71	12451
692	1	659714
207	57	7337
93	100	5840
80	42	9376
82	15	40170
140	67	50440
90	24	28693
212	123	6579
13	29	36285
868	14	128350
867	44	87152
119	67	43691
186	118	2078
130	20	40322
689	58	714152
847	120	257232
12	71	24248
192	9	16883
191	39	12043
166	4	15722
94	120	10262
121	95	21680
204	114	7747
596	33	1605021
174	39	15093
163	94	17921
223	49	23213
171	103	6144
88	65	6556
146	49	84342
96	74	10846
154	58	43764
104	83	2873
225	41	25539
685	68	188667
84	114	8103
960	20	1653830
685	92	291766
181	83	9083
434	115	4123
149	81	22029
146	136	26110
157	134	46947
157	44	16982
146	73	24645
79	79	13651
737	120	354207
869	41	175263
237	120	13555
218	9	13370
149	35	18563
875	58	18546
129	17	39170
132	47	8559
440	92	781328
215	16	20526
71	70	19540
833	68	263042
197	101	8966
985	44	688663
140	56	31028
94	66	22315
202	15	40550
222	79	14925
861	9	121639
85	72	13803
863	18	121210
81	38	24081
89	35	24160
776	47	1049881
85	84	14212
130	1	26244
790	42	996795
149	42	18427
435	16	5230
218	33	40182
199	17	48443
985	63	744783
160	120	28565
190	62	30775
73	29	42953
154	51	44869
165	41	25140
139	33	31427
816	92	540482
103	106	1621
104	76	4009
111	115	7557
106	16	27057
690	9	784558
190	38	19962
864	127	48547
109	9	20060
173	74	10428
166	35	6529
170	81	11382
758	66	110578
114	25	33495
121	52	22554
182	29	40292
226	42	26372
205	67	61525
225	72	8652
869	48	93986
149	62	63408
735	20	3609
83	35	24621
209	54	10113
137	44	12948
11	25	38298
716	66	290015
215	9	17614
86	54	15343
953	57	635773
212	73	18337
169	80	15794
196	55	21026
126	4	37973
202	10	31552
115	59	7026
105	20	24353
753	92	5536
140	63	42976
97	94	21038
86	42	10487
857	62	237362
103	49	19986
77	56	8210
175	59	10788
175	66	21814
867	18	131124
230	38	27698
93	74	20277
155	9	22323
219	10	40248
154	39	16935
168	103	5378
175	47	34705
435	118	2197
194	108	5113
121	38	27379
192	35	12880
872	134	181120
138	33	33315
157	51	44058
219	66	25225
955	106	438457
98	83	7483
160	18	15182
146	106	17213
82	65	16861
219	29	35399
192	54	10326
211	103	4755
214	39	23560
186	68	6913
109	16	22718
136	74	17148
875	91	12945
707	16	252356
213	43	18717
152	92	16918
197	25	19180
116	29	23206
864	51	143990
218	52	26119
75	79	14333
163	61	11457
88	1	28415
753	111	3148
172	123	1705
165	67	48062
190	81	11358
228	84	9983
174	63	31680
772	47	1258556
227	114	15506
112	116	1842
3	92	7456
146	118	7908
190	69	29320
99	41	26905
224	71	17950
4	48	16973
179	79	12571
620	22	1509425
667	43	1135310
931	26	841701
230	31	23148
77	49	8674
156	112	7861
713	16	236723
81	95	22911
581	42	1032042
147	76	12290
218	59	14282
168	84	7194
869	91	71139
176	10	40573
214	13	26753
676	61	25804
688	95	441472
863	124	36516
130	70	21038
197	51	38872
212	92	32733
126	35	11371
202	41	31587
184	102	23694
180	56	13512
103	80	17068
140	106	2243
158	71	21204
148	20	56452
238	123	1637
98	33	28860
170	43	38403
169	73	13030
102	79	18927
97	63	18340
181	33	30573
186	49	7363
185	79	7999
190	95	26676
127	24	28432
205	136	20566
864	101	44478
182	3	50918
193	134	23425
72	9	18121
115	52	17723
872	15	150284
157	94	42085
77	25	22806
164	38	26194
163	68	8090
110	17	39361
737	70	1036775
857	55	90923
225	15	30462
231	1	19436
35	105	235401
7	115	171175
401	9	58162
189	118	4086
176	17	42730
170	31	25743
100	4	27717
1089	43	1069113
185	72	5064
73	67	58618
1008	58	6588
209	4	37088
224	52	21515
149	9	30022
869	98	74200
154	25	33149
149	55	31673
212	80	13589
203	18	27598
155	66	23059
952	67	167373
669	20	24914
94	18	23880
91	108	6468
198	14	17547
197	44	12751
208	46	16520
1093	63	627340
202	60	45208
196	74	14791
87	62	21935
83	16	16799
82	46	4567
139	83	5672
428	116	2695
157	108	3074
149	99	22605
229	35	12908
136	17	45224
234	108	20687
211	46	15782
16	80	10228
175	97	24486
171	1	15930
423	39	41942
129	93	6160
985	120	365189
127	31	22103
178	33	29741
186	42	16508
98	67	47079
670	16	16620
163	4	31553
81	102	19751
160	68	7085
73	93	5802
857	119	96753
100	56	7010
222	3	52877
746	57	23982
118	45	13082
179	10	32274
126	54	8905
77	66	20577
143	49	41512
170	24	27444
169	54	10873
161	45	14225
897	38	1359985
90	100	4546
160	44	11326
878	73	827956
