firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Michael S. (Mike),Turner,Michael S. (Mike) Turner,N,N,"Superior Ct Judge Pacific, Wahkiakum",Position #1,,county,Pacific,1697
Michael S. (Mike),Turner,Michael S. (Mike) Turner,N,N,"Superior Ct Judge Pacific, Wahkiakum",Position #1,,county,Wahkiakum,280
Michael S. (Mike),Turner,Michael S. (Mike) Turner,N,N,"Superior Ct Judge Pacific, Wahkiakum",Position #1,,state,Washington,1977
Joe,Sloan,Joe Sloan,N,N,Superior Ct Judge Thurston,Position #8,,county,Thurston,5408
Joe,Sloan,Joe Sloan,N,N,Superior Ct Judge Thurston,Position #8,,state,Washington,5408
Jim,Powers,Jim Powers,N,N,Superior Ct Judge Thurston,Position #8,,county,Thurston,12094
Jim,Powers,Jim Powers,N,N,Superior Ct Judge Thurston,Position #8,,state,Washington,12094
Charles,Williams,Charles Williams,N,N,Superior Ct Judge Thurston,Position #8,,county,Thurston,5117
Charles,Williams,Charles Williams,N,N,Superior Ct Judge Thurston,Position #8,,state,Washington,5117
Anne,Hirsch,Anne Hirsch,N,N,Superior Ct Judge Thurston,Position #8,,county,Thurston,22312
Anne,Hirsch,Anne Hirsch,N,N,Superior Ct Judge Thurston,Position #8,,state,Washington,22312
Terry,Bartlett Buholm,Terry Bartlett Buholm,D,D,State Representative District #1,Position #1,,county,King,262
Terry,Bartlett Buholm,Terry Bartlett Buholm,D,D,State Representative District #1,Position #1,,county,Snohomish,2034
Terry,Bartlett Buholm,Terry Bartlett Buholm,D,D,State Representative District #1,Position #1,,state,Washington,2296
Al,O'Brien,Al O'Brien,D,D,State Representative District #1,Position #1,,county,King,1936
Al,O'Brien,Al O'Brien,D,D,State Representative District #1,Position #1,,county,Snohomish,8517
Al,O'Brien,Al O'Brien,D,D,State Representative District #1,Position #1,,state,Washington,10453
Mark,Ericks,Mark Ericks,D,D,State Representative District #1,Position #2,,county,King,1915
Mark,Ericks,Mark Ericks,D,D,State Representative District #1,Position #2,,county,Snohomish,9903
Mark,Ericks,Mark Ericks,D,D,State Representative District #1,Position #2,,state,Washington,11818
Mark,Davies,Mark Davies,R,R,State Representative District #1,Position #2,,county,King,1103
Mark,Davies,Mark Davies,R,R,State Representative District #1,Position #2,,county,Snohomish,6184
Mark,Davies,Mark Davies,R,R,State Representative District #1,Position #2,,state,Washington,7287
Jean,Marie Christenson,Jean Marie Christenson,D,D,State Representative District #2,Position #1,,county,Pierce,7127
Jean,Marie Christenson,Jean Marie Christenson,D,D,State Representative District #2,Position #1,,county,Thurston,2010
Jean,Marie Christenson,Jean Marie Christenson,D,D,State Representative District #2,Position #1,,state,Washington,9137
Jim,McCune,Jim McCune,R,R,State Representative District #2,Position #1,,county,Pierce,7362
Jim,McCune,Jim McCune,R,R,State Representative District #2,Position #1,,county,Thurston,1535
Jim,McCune,Jim McCune,R,R,State Representative District #2,Position #1,,state,Washington,8897
Max,J. Heller III,Max J. Heller III,D,D,State Representative District #2,Position #2,,county,Pierce,1506
Max,J. Heller III,Max J. Heller III,D,D,State Representative District #2,Position #2,,county,Thurston,358
Max,J. Heller III,Max J. Heller III,D,D,State Representative District #2,Position #2,,state,Washington,1864
Jeff,Stephan,Jeff Stephan,D,D,State Representative District #2,Position #2,,county,Pierce,3298
Jeff,Stephan,Jeff Stephan,D,D,State Representative District #2,Position #2,,county,Thurston,816
Jeff,Stephan,Jeff Stephan,D,D,State Representative District #2,Position #2,,state,Washington,4114
Rick,E. Payne,Rick E. Payne,D,D,State Representative District #2,Position #2,,county,Pierce,1933
Rick,E. Payne,Rick E. Payne,D,D,State Representative District #2,Position #2,,county,Thurston,629
Rick,E. Payne,Rick E. Payne,D,D,State Representative District #2,Position #2,,state,Washington,2562
Tom,Campbell,Tom Campbell,R,R,State Representative District #2,Position #2,,county,Pierce,7235
Tom,Campbell,Tom Campbell,R,R,State Representative District #2,Position #2,,county,Thurston,1484
Tom,Campbell,Tom Campbell,R,R,State Representative District #2,Position #2,,state,Washington,8719
Alex,Wood,Alex Wood,D,D,State Representative District #3,Position #1,,county,Spokane,9398
Alex,Wood,Alex Wood,D,D,State Representative District #3,Position #1,,state,Washington,9398
Laura,D. Carder,Laura D. Carder,R,R,State Representative District #3,Position #1,,county,Spokane,5823
Laura,D. Carder,Laura D. Carder,R,R,State Representative District #3,Position #1,,state,Washington,5823
Timm,Ormsby,Timm Ormsby,D,D,State Representative District #3,Position #2,,county,Spokane,9297
Timm,Ormsby,Timm Ormsby,D,D,State Representative District #3,Position #2,,state,Washington,9297
Larry,Crouse,Larry Crouse,R,R,State Representative District #4,Position #1,,county,Spokane,15704
Larry,Crouse,Larry Crouse,R,R,State Representative District #4,Position #1,,state,Washington,15704
Ed,Foote,Ed Foote,D,D,State Representative District #4,Position #2,,county,Spokane,7935
Ed,Foote,Ed Foote,D,D,State Representative District #4,Position #2,,state,Washington,7935
Lynn,Schindler,Lynn Schindler,R,R,State Representative District #4,Position #2,,county,Spokane,15504
Lynn,Schindler,Lynn Schindler,R,R,State Representative District #4,Position #2,,state,Washington,15504
Jay,Rodne,Jay Rodne,R,R,State Representative District #5,Position #1,,county,King,9705
Jay,Rodne,Jay Rodne,R,R,State Representative District #5,Position #1,,state,Washington,9705
Glenn,Anderson,Glenn Anderson,R,R,State Representative District #5,Position #2,,county,King,9585
Glenn,Anderson,Glenn Anderson,R,R,State Representative District #5,Position #2,,state,Washington,9585
Chris,Marr,Chris Marr,D,D,State Senator District #6,,,county,Spokane,12656
Chris,Marr,Chris Marr,D,D,State Senator District #6,,,state,Washington,12656
Brad,Benson,Brad Benson,R,R,State Senator District #6,,,county,Spokane,16769
Brad,Benson,Brad Benson,R,R,State Senator District #6,,,state,Washington,16769
Don,A. Barlow,Don A. Barlow,D,D,State Representative District #6,Position #1,,county,Spokane,12124
Don,A. Barlow,Don A. Barlow,D,D,State Representative District #6,Position #1,,state,Washington,12124
John W.,Serben,John W. Serben,R,R,State Representative District #6,Position #1,,county,Spokane,15829
John W.,Serben,John W. Serben,R,R,State Representative District #6,Position #1,,state,Washington,15829
Barbara,Lampert,Barbara Lampert,D,D,State Representative District #6,Position #2,,county,Spokane,11257
Barbara,Lampert,Barbara Lampert,D,D,State Representative District #6,Position #2,,state,Washington,11257
John,E. Ahern,John E. Ahern,R,R,State Representative District #6,Position #2,,county,Spokane,16431
John,E. Ahern,John E. Ahern,R,R,State Representative District #6,Position #2,,state,Washington,16431
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Ferry,329
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Lincoln,487
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Okanogan,1300
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Pend Oreille,808
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Spokane,1514
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,county,Stevens,2779
Chris,Zaferes,Chris Zaferes,D,D,State Senator District #7,,,state,Washington,7217
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Ferry,1177
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Lincoln,2159
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Okanogan,1961
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Pend Oreille,1964
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Spokane,3128
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,county,Stevens,5666
Bob,Morton,Bob Morton,R,R,State Senator District #7,,,state,Washington,16055
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Ferry,340
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Lincoln,500
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Okanogan,1299
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Pend Oreille,818
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Spokane,1528
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,county,Stevens,2820
Jack,Miller,Jack Miller,D,D,State Representative District #7,Position #1,,state,Washington,7305
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Ferry,1180
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Lincoln,2064
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Okanogan,1934
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Pend Oreille,1882
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Spokane,3093
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,county,Stevens,5566
Bob,Sump,Bob Sump,R,R,State Representative District #7,Position #1,,state,Washington,15719
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Ferry,1150
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Lincoln,1966
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Okanogan,1938
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Pend Oreille,1804
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Spokane,3015
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,county,Stevens,5328
Joel,Kretz,Joel Kretz,R,R,State Representative District #7,Position #2,,state,Washington,15201
Jerome,Delvin,Jerome Delvin,R,R,State Senator District #8,,,county,Benton,13923
Jerome,Delvin,Jerome Delvin,R,R,State Senator District #8,,,state,Washington,13923
Shirley,Hankins,Shirley Hankins,R,R,State Representative District #8,Position #1,,county,Benton,13018
Shirley,Hankins,Shirley Hankins,R,R,State Representative District #8,Position #1,,state,Washington,13018
Larry,Haler,Larry Haler,R,R,State Representative District #8,Position #2,,county,Benton,13222
Larry,Haler,Larry Haler,R,R,State Representative District #8,Position #2,,state,Washington,13222
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Adams,385
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Asotin,1682
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Franklin,155
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Garfield,202
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Spokane,2258
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,county,Whitman,2371
Caitlin,Ross,Caitlin Ross,D,D,State Representative District #9,Position #1,,state,Washington,7053
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Adams,319
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Asotin,463
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Franklin,52
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Garfield,23
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Spokane,631
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,county,Whitman,256
Glen,R. Stockwell,Glen R. Stockwell,R,R,State Representative District #9,Position #1,,state,Washington,1744
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Adams,261
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Asotin,492
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Franklin,53
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Garfield,62
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Spokane,1079
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,county,Whitman,2211
Joe,Schmick,Joe Schmick,R,R,State Representative District #9,Position #1,,state,Washington,4158
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Adams,299
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Asotin,551
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Franklin,29
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Garfield,99
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Spokane,916
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,county,Whitman,1324
Tedd,Nealey,Tedd Nealey,R,R,State Representative District #9,Position #1,,state,Washington,3218
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Adams,774
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Asotin,604
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Franklin,871
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Garfield,151
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Spokane,1045
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,county,Whitman,1035
Steve,Hailey,Steve Hailey,R,R,State Representative District #9,Position #1,,state,Washington,4480
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Adams,1489
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Asotin,2004
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Franklin,775
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Garfield,352
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Spokane,3515
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,county,Whitman,4392
David W.,Buri,David W. Buri,R,R,State Representative District #9,Position #2,,state,Washington,12527
Chris,Strow,Chris Strow,R,R,State Representative District #10,Position #1,,county,Island,7276
Chris,Strow,Chris Strow,R,R,State Representative District #10,Position #1,,county,Skagit,2349
Chris,Strow,Chris Strow,R,R,State Representative District #10,Position #1,,county,Snohomish,2590
Chris,Strow,Chris Strow,R,R,State Representative District #10,Position #1,,state,Washington,12215
Tim,Knue,Tim Knue,D,D,State Representative District #10,Position #2,,county,Island,6755
Tim,Knue,Tim Knue,D,D,State Representative District #10,Position #2,,county,Skagit,2003
Tim,Knue,Tim Knue,D,D,State Representative District #10,Position #2,,county,Snohomish,2816
Tim,Knue,Tim Knue,D,D,State Representative District #10,Position #2,,state,Washington,11574
Barbara,Bailey,Barbara Bailey,R,R,State Representative District #10,Position #2,,county,Island,7787
Barbara,Bailey,Barbara Bailey,R,R,State Representative District #10,Position #2,,county,Skagit,2546
Barbara,Bailey,Barbara Bailey,R,R,State Representative District #10,Position #2,,county,Snohomish,2618
Barbara,Bailey,Barbara Bailey,R,R,State Representative District #10,Position #2,,state,Washington,12951
Zack,Hudgins,Zack Hudgins,D,D,State Representative District #11,Position #1,,county,King,8225
Zack,Hudgins,Zack Hudgins,D,D,State Representative District #11,Position #1,,state,Washington,8225
Bob,Hasegawa,Bob Hasegawa,D,D,State Representative District #11,Position #2,,county,King,8498
Bob,Hasegawa,Bob Hasegawa,D,D,State Representative District #11,Position #2,,state,Washington,8498
John,Potter,John Potter,R,R,State Representative District #11,Position #2,,county,King,2717
John,Potter,John Potter,R,R,State Representative District #11,Position #2,,state,Washington,2717
Cary,Condotta,Cary Condotta,R,R,State Representative District #12,Position #1,,county,Chelan,7657
Cary,Condotta,Cary Condotta,R,R,State Representative District #12,Position #1,,county,Douglas,5329
Cary,Condotta,Cary Condotta,R,R,State Representative District #12,Position #1,,county,Grant,538
Cary,Condotta,Cary Condotta,R,R,State Representative District #12,Position #1,,county,Okanogan,1097
Cary,Condotta,Cary Condotta,R,R,State Representative District #12,Position #1,,state,Washington,14621
Mike,Armstrong,Mike Armstrong,R,R,State Representative District #12,Position #2,,county,Chelan,7818
Mike,Armstrong,Mike Armstrong,R,R,State Representative District #12,Position #2,,county,Douglas,5438
Mike,Armstrong,Mike Armstrong,R,R,State Representative District #12,Position #2,,county,Grant,535
Mike,Armstrong,Mike Armstrong,R,R,State Representative District #12,Position #2,,county,Okanogan,1063
Mike,Armstrong,Mike Armstrong,R,R,State Representative District #12,Position #2,,state,Washington,14854
Lisa,Bowen,Lisa Bowen,D,D,State Senator District #13,,,county,Grant,2255
Lisa,Bowen,Lisa Bowen,D,D,State Senator District #13,,,county,Kittitas,2334
Lisa,Bowen,Lisa Bowen,D,D,State Senator District #13,,,county,Yakima,776
Lisa,Bowen,Lisa Bowen,D,D,State Senator District #13,,,state,Washington,5365
JanTa,Holmquist,Janea Holmquist,R,R,State Senator District #13,,,county,Grant,6835
JanTa,Holmquist,Janea Holmquist,R,R,State Senator District #13,,,county,Kittitas,4092
JanTa,Holmquist,Janea Holmquist,R,R,State Senator District #13,,,county,Yakima,1970
JanTa,Holmquist,Janea Holmquist,R,R,State Senator District #13,,,state,Washington,12897
Judith (Judy),Warnick,Judith (Judy) Warnick,R,R,State Representative District #13,Position #1,,county,Grant,5390
Judith (Judy),Warnick,Judith (Judy) Warnick,R,R,State Representative District #13,Position #1,,county,Kittitas,2008
Judith (Judy),Warnick,Judith (Judy) Warnick,R,R,State Representative District #13,Position #1,,county,Yakima,974
Judith (Judy),Warnick,Judith (Judy) Warnick,R,R,State Representative District #13,Position #1,,state,Washington,8372
Max,Golladay,Max Golladay,R,R,State Representative District #13,Position #1,,county,Grant,2000
Max,Golladay,Max Golladay,R,R,State Representative District #13,Position #1,,county,Kittitas,2317
Max,Golladay,Max Golladay,R,R,State Representative District #13,Position #1,,county,Yakima,1007
Max,Golladay,Max Golladay,R,R,State Representative District #13,Position #1,,state,Washington,5324
Bill,Hinkle,Bill Hinkle,R,R,State Representative District #13,Position #2,,county,Grant,6398
Bill,Hinkle,Bill Hinkle,R,R,State Representative District #13,Position #2,,county,Kittitas,3934
Bill,Hinkle,Bill Hinkle,R,R,State Representative District #13,Position #2,,county,Yakima,1938
Bill,Hinkle,Bill Hinkle,R,R,State Representative District #13,Position #2,,state,Washington,12270
Don,Hinman,Don Hinman,D,D,State Representative District #14,Position #1,,county,Yakima,5198
Don,Hinman,Don Hinman,D,D,State Representative District #14,Position #1,,state,Washington,5198
Mary,Skinner,Mary Skinner,R,R,State Representative District #14,Position #1,,county,Yakima,9632
Mary,Skinner,Mary Skinner,R,R,State Representative District #14,Position #1,,state,Washington,9632
Ron,Bonlender,Ron Bonlender,D,D,State Representative District #14,Position #2,,county,Yakima,5116
Ron,Bonlender,Ron Bonlender,D,D,State Representative District #14,Position #2,,state,Washington,5116
Sandra,Belzer Swanson,Sandra Belzer Swanson,R,R,State Representative District #14,Position #2,,county,Yakima,2134
Sandra,Belzer Swanson,Sandra Belzer Swanson,R,R,State Representative District #14,Position #2,,state,Washington,2134
James,Keightley,James Keightley,R,R,State Representative District #14,Position #2,,county,Yakima,1384
James,Keightley,James Keightley,R,R,State Representative District #14,Position #2,,state,Washington,1384
Harold,F. Koempel,Harold F. Koempel,R,R,State Representative District #14,Position #2,,county,Yakima,240
Harold,F. Koempel,Harold F. Koempel,R,R,State Representative District #14,Position #2,,state,Washington,240
Charles,R. Ross,Charles R. Ross,R,R,State Representative District #14,Position #2,,county,Yakima,3640
Charles,R. Ross,Charles R. Ross,R,R,State Representative District #14,Position #2,,state,Washington,3640
Glen,Blomgren,Glen Blomgren,R,R,State Representative District #14,Position #2,,county,Yakima,2565
Glen,Blomgren,Glen Blomgren,R,R,State Representative District #14,Position #2,,state,Washington,2565
Toms,A. Villanueva,Toms A. Villanueva,D,D,State Senator District #15,,,county,Clark,502
Toms,A. Villanueva,Toms A. Villanueva,D,D,State Senator District #15,,,county,Klickitat,890
Toms,A. Villanueva,Toms A. Villanueva,D,D,State Senator District #15,,,county,Skamania,843
Toms,A. Villanueva,Toms A. Villanueva,D,D,State Senator District #15,,,county,Yakima,2243
Toms,A. Villanueva,Toms A. Villanueva,D,D,State Senator District #15,,,state,Washington,4478
Jim,Honeyford,Jim Honeyford,R,R,State Senator District #15,,,county,Clark,523
Jim,Honeyford,Jim Honeyford,R,R,State Senator District #15,,,county,Klickitat,2651
Jim,Honeyford,Jim Honeyford,R,R,State Senator District #15,,,county,Skamania,1030
Jim,Honeyford,Jim Honeyford,R,R,State Senator District #15,,,county,Yakima,4419
Jim,Honeyford,Jim Honeyford,R,R,State Senator District #15,,,state,Washington,8623
Glen,Howard Pinkham,Glen Howard Pinkham,D,D,State Representative District #15,Position #1,,county,Clark,492
Glen,Howard Pinkham,Glen Howard Pinkham,D,D,State Representative District #15,Position #1,,county,Klickitat,861
Glen,Howard Pinkham,Glen Howard Pinkham,D,D,State Representative District #15,Position #1,,county,Skamania,768
Glen,Howard Pinkham,Glen Howard Pinkham,D,D,State Representative District #15,Position #1,,county,Yakima,2255
Glen,Howard Pinkham,Glen Howard Pinkham,D,D,State Representative District #15,Position #1,,state,Washington,4376
Bruce,Chandler,Bruce Chandler,R,R,State Representative District #15,Position #1,,county,Clark,502
Bruce,Chandler,Bruce Chandler,R,R,State Representative District #15,Position #1,,county,Klickitat,2574
Bruce,Chandler,Bruce Chandler,R,R,State Representative District #15,Position #1,,county,Skamania,977
Bruce,Chandler,Bruce Chandler,R,R,State Representative District #15,Position #1,,county,Yakima,4358
Bruce,Chandler,Bruce Chandler,R,R,State Representative District #15,Position #1,,state,Washington,8411
William,J. Yallup,William J. Yallup,D,D,State Representative District #15,Position #2,,county,Clark,475
William,J. Yallup,William J. Yallup,D,D,State Representative District #15,Position #2,,county,Klickitat,850
William,J. Yallup,William J. Yallup,D,D,State Representative District #15,Position #2,,county,Skamania,740
William,J. Yallup,William J. Yallup,D,D,State Representative District #15,Position #2,,county,Yakima,2253
William,J. Yallup,William J. Yallup,D,D,State Representative District #15,Position #2,,state,Washington,4318
Dan,Newhouse,Dan Newhouse,R,R,State Representative District #15,Position #2,,county,Clark,522
Dan,Newhouse,Dan Newhouse,R,R,State Representative District #15,Position #2,,county,Klickitat,2573
Dan,Newhouse,Dan Newhouse,R,R,State Representative District #15,Position #2,,county,Skamania,1014
Dan,Newhouse,Dan Newhouse,R,R,State Representative District #15,Position #2,,county,Yakima,4378
Dan,Newhouse,Dan Newhouse,R,R,State Representative District #15,Position #2,,state,Washington,8487
George,Fearing,George Fearing,D,D,State Representative District #16,Position #1,,county,Benton,874
George,Fearing,George Fearing,D,D,State Representative District #16,Position #1,,county,Columbia,194
George,Fearing,George Fearing,D,D,State Representative District #16,Position #1,,county,Franklin,1586
George,Fearing,George Fearing,D,D,State Representative District #16,Position #1,,county,Walla Walla,2680
George,Fearing,George Fearing,D,D,State Representative District #16,Position #1,,state,Washington,5334
Patrick,Guettner,Patrick Guettner,R,R,State Representative District #16,Position #1,,county,Benton,872
Patrick,Guettner,Patrick Guettner,R,R,State Representative District #16,Position #1,,county,Columbia,217
Patrick,Guettner,Patrick Guettner,R,R,State Representative District #16,Position #1,,county,Franklin,1065
Patrick,Guettner,Patrick Guettner,R,R,State Representative District #16,Position #1,,county,Walla Walla,1204
Patrick,Guettner,Patrick Guettner,R,R,State Representative District #16,Position #1,,state,Washington,3358
Maureen,Walsh,Maureen Walsh,R,R,State Representative District #16,Position #1,,county,Benton,1117
Maureen,Walsh,Maureen Walsh,R,R,State Representative District #16,Position #1,,county,Columbia,578
