county,precinct,office,district,party,candidate,total,poll,absentee
Franklin,42,President,,I,Ralph Nader,3,1,2
Franklin,43,President,,I,Ralph Nader,3,0,3
Franklin,44,President,,I,Ralph Nader,0,0,
Franklin,45,President,,I,Ralph Nader,0,0,
Franklin,46,President,,I,Ralph Nader,1,1,
Franklin,47,President,,I,Ralph Nader,2,2,
Franklin,48,President,,I,Ralph Nader,1,1,
Franklin,49,President,,I,Ralph Nader,0,0,
Franklin,50,President,,I,Ralph Nader,0,0,
Franklin,51,President,,I,Ralph Nader,0,0,
Franklin,52,President,,I,Ralph Nader,0,0,
Franklin,53,President,,I,Ralph Nader,0,0,
Franklin,54,President,,I,Ralph Nader,0,0,
Franklin,55,President,,I,Ralph Nader,0,0,
Franklin,56,President,,I,Ralph Nader,2,2,
Franklin,57,President,,I,Ralph Nader,1,1,
Franklin,58,President,,I,Ralph Nader,4,4,
Franklin,59,President,,I,Ralph Nader,0,0,
Franklin,60,President,,I,Ralph Nader,0,0,
Franklin,61,President,,I,Ralph Nader,0,0,
Franklin,62,President,,I,Ralph Nader,0,0,
Franklin,63,President,,I,Ralph Nader,0,0,
Franklin,64,President,,I,Ralph Nader,1,1,0
Franklin,65,President,,I,Ralph Nader,0,0,0
Franklin,66,President,,I,Ralph Nader,2,0,2
Franklin,67,President,,I,Ralph Nader,1,0,1
Franklin,68,President,,I,Ralph Nader,0,0,
Franklin,69,President,,I,Ralph Nader,2,2,
Franklin,70,President,,I,Ralph Nader,0,0,
Franklin,71,President,,I,Ralph Nader,0,0,
Franklin,72,President,,I,Ralph Nader,0,0,
Franklin,73,President,,I,Ralph Nader,1,1,
Franklin,74,President,,I,Ralph Nader,0,0,
Franklin,75,President,,I,Ralph Nader,0,0,
Franklin,,President,,I,Ralph Nader,95,45,50
Franklin,1,President,,,Write-ins,1,1,0
Franklin,2,President,,,Write-ins,1,0,1
Franklin,3,President,,,Write-ins,0,0,0
Franklin,4,President,,,Write-ins,0,0,0
Franklin,5,President,,,Write-ins,0,0,0
Franklin,6,President,,,Write-ins,0,0,0
Franklin,7,President,,,Write-ins,0,0,0
Franklin,8,President,,,Write-ins,0,0,
Franklin,9,President,,,Write-ins,0,0,
Franklin,10,President,,,Write-ins,0,0,0
Franklin,11,President,,,Write-ins,0,0,0
Franklin,12,President,,,Write-ins,0,0,0
Franklin,13,President,,,Write-ins,0,0,
Franklin,14,President,,,Write-ins,0,0,0
Franklin,15,President,,,Write-ins,0,0,
Franklin,16,President,,,Write-ins,0,0,
Franklin,17,President,,,Write-ins,0,0,
Franklin,18,President,,,Write-ins,0,0,
Franklin,19,President,,,Write-ins,0,0,
Franklin,20,President,,,Write-ins,0,0,
Franklin,21,President,,,Write-ins,0,0,
Franklin,22,President,,,Write-ins,0,0,
Franklin,23,President,,,Write-ins,0,0,0
Franklin,24,President,,,Write-ins,0,0,0
Franklin,25,President,,,Write-ins,0,0,
Franklin,26,President,,,Write-ins,0,0,
Franklin,27,President,,,Write-ins,0,0,
Franklin,28,President,,,Write-ins,0,0,
Franklin,29,President,,,Write-ins,2,1,1
Franklin,30,President,,,Write-ins,0,0,0
Franklin,31,President,,,Write-ins,0,0,0
Franklin,32,President,,,Write-ins,0,0,0
Franklin,33,President,,,Write-ins,0,0,0
Franklin,34,President,,,Write-ins,0,0,
Franklin,35,President,,,Write-ins,0,0,
Franklin,36,President,,,Write-ins,0,0,
Franklin,37,President,,,Write-ins,0,0,
Franklin,38,President,,,Write-ins,0,0,0
Franklin,39,President,,,Write-ins,0,0,0
Franklin,40,President,,,Write-ins,0,0,0
Franklin,41,President,,,Write-ins,0,0,0
Franklin,42,President,,,Write-ins,0,0,0
Franklin,43,President,,,Write-ins,0,0,0
Franklin,44,President,,,Write-ins,1,1,
Franklin,45,President,,,Write-ins,0,0,
Franklin,46,President,,,Write-ins,0,0,
Franklin,47,President,,,Write-ins,0,0,
Franklin,48,President,,,Write-ins,1,1,
Franklin,49,President,,,Write-ins,0,0,
Franklin,50,President,,,Write-ins,0,0,
Franklin,51,President,,,Write-ins,0,0,
Franklin,52,President,,,Write-ins,0,0,
Franklin,53,President,,,Write-ins,0,0,
Franklin,54,President,,,Write-ins,0,0,
Franklin,55,President,,,Write-ins,0,0,
Franklin,56,President,,,Write-ins,0,0,
Franklin,57,President,,,Write-ins,0,0,
Franklin,58,President,,,Write-ins,0,0,
Franklin,59,President,,,Write-ins,0,0,
Franklin,60,President,,,Write-ins,0,0,
Franklin,61,President,,,Write-ins,1,1,
Franklin,62,President,,,Write-ins,0,0,
Franklin,63,President,,,Write-ins,1,1,
Franklin,64,President,,,Write-ins,0,0,0
Franklin,65,President,,,Write-ins,0,0,0
Franklin,66,President,,,Write-ins,0,0,0
Franklin,67,President,,,Write-ins,0,0,0
Franklin,68,President,,,Write-ins,0,0,
Franklin,69,President,,,Write-ins,0,0,
Franklin,70,President,,,Write-ins,0,0,
Franklin,71,President,,,Write-ins,0,0,
Franklin,72,President,,,Write-ins,0,0,
Franklin,73,President,,,Write-ins,0,0,
Franklin,74,President,,,Write-ins,0,0,
Franklin,75,President,,,Write-ins,0,0,
Franklin,,President,,,Write-ins,8,6,2
Franklin,1,U.S. Senate,,D,Patty Murray,322,69,253
Franklin,2,U.S. Senate,,D,Patty Murray,152,48,104
Franklin,3,U.S. Senate,,D,Patty Murray,189,65,124
Franklin,4,U.S. Senate,,D,Patty Murray,135,50,85
Franklin,5,U.S. Senate,,D,Patty Murray,92,39,53
Franklin,6,U.S. Senate,,D,Patty Murray,151,47,104
Franklin,7,U.S. Senate,,D,Patty Murray,112,30,82
Franklin,8,U.S. Senate,,D,Patty Murray,83,83,
Franklin,9,U.S. Senate,,D,Patty Murray,47,47,
Franklin,10,U.S. Senate,,D,Patty Murray,168,65,103
Franklin,11,U.S. Senate,,D,Patty Murray,249,103,146
Franklin,12,U.S. Senate,,D,Patty Murray,252,106,146
Franklin,13,U.S. Senate,,D,Patty Murray,119,119,
Franklin,14,U.S. Senate,,D,Patty Murray,151,54,97
Franklin,15,U.S. Senate,,D,Patty Murray,91,91,
Franklin,16,U.S. Senate,,D,Patty Murray,36,36,
Franklin,17,U.S. Senate,,D,Patty Murray,81,81,
Franklin,18,U.S. Senate,,D,Patty Murray,34,34,
Franklin,19,U.S. Senate,,D,Patty Murray,62,62,
Franklin,20,U.S. Senate,,D,Patty Murray,53,53,
Franklin,21,U.S. Senate,,D,Patty Murray,52,52,
Franklin,22,U.S. Senate,,D,Patty Murray,77,77,
Franklin,23,U.S. Senate,,D,Patty Murray,195,70,125
Franklin,24,U.S. Senate,,D,Patty Murray,249,83,166
Franklin,25,U.S. Senate,,D,Patty Murray,55,55,
Franklin,26,U.S. Senate,,D,Patty Murray,44,44,
Franklin,27,U.S. Senate,,D,Patty Murray,40,40,
Franklin,28,U.S. Senate,,D,Patty Murray,43,43,
Franklin,29,U.S. Senate,,D,Patty Murray,346,82,264
Franklin,30,U.S. Senate,,D,Patty Murray,110,17,93
Franklin,31,U.S. Senate,,D,Patty Murray,270,52,218
Franklin,32,U.S. Senate,,D,Patty Murray,276,98,178
Franklin,33,U.S. Senate,,D,Patty Murray,204,67,137
Franklin,34,U.S. Senate,,D,Patty Murray,2,2,
Franklin,35,U.S. Senate,,D,Patty Murray,22,22,
Franklin,36,U.S. Senate,,D,Patty Murray,86,86,
Franklin,37,U.S. Senate,,D,Patty Murray,86,86,
Franklin,38,U.S. Senate,,D,Patty Murray,49,11,38
Franklin,39,U.S. Senate,,D,Patty Murray,37,13,24
Franklin,40,U.S. Senate,,D,Patty Murray,82,27,55
Franklin,41,U.S. Senate,,D,Patty Murray,142,56,86
Franklin,42,U.S. Senate,,D,Patty Murray,107,31,76
Franklin,43,U.S. Senate,,D,Patty Murray,65,21,44
Franklin,44,U.S. Senate,,D,Patty Murray,49,49,
Franklin,45,U.S. Senate,,D,Patty Murray,40,40,
Franklin,46,U.S. Senate,,D,Patty Murray,50,50,
Franklin,47,U.S. Senate,,D,Patty Murray,87,87,
Franklin,48,U.S. Senate,,D,Patty Murray,52,52,
Franklin,49,U.S. Senate,,D,Patty Murray,11,11,
Franklin,50,U.S. Senate,,D,Patty Murray,13,13,
Franklin,51,U.S. Senate,,D,Patty Murray,13,13,
Franklin,52,U.S. Senate,,D,Patty Murray,17,17,
Franklin,53,U.S. Senate,,D,Patty Murray,11,11,
Franklin,54,U.S. Senate,,D,Patty Murray,59,59,
Franklin,55,U.S. Senate,,D,Patty Murray,13,13,
Franklin,56,U.S. Senate,,D,Patty Murray,29,29,
Franklin,57,U.S. Senate,,D,Patty Murray,38,38,
Franklin,58,U.S. Senate,,D,Patty Murray,29,29,
Franklin,59,U.S. Senate,,D,Patty Murray,17,17,
Franklin,60,U.S. Senate,,D,Patty Murray,24,24,
Franklin,61,U.S. Senate,,D,Patty Murray,11,11,
Franklin,62,U.S. Senate,,D,Patty Murray,34,34,
Franklin,63,U.S. Senate,,D,Patty Murray,23,23,
Franklin,64,U.S. Senate,,D,Patty Murray,87,44,43
Franklin,65,U.S. Senate,,D,Patty Murray,13,10,3
Franklin,66,U.S. Senate,,D,Patty Murray,62,25,37
Franklin,67,U.S. Senate,,D,Patty Murray,85,32,53
Franklin,68,U.S. Senate,,D,Patty Murray,18,18,
Franklin,69,U.S. Senate,,D,Patty Murray,19,19,
Franklin,70,U.S. Senate,,D,Patty Murray,28,28,
Franklin,71,U.S. Senate,,D,Patty Murray,7,7,
Franklin,72,U.S. Senate,,D,Patty Murray,20,20,
Franklin,73,U.S. Senate,,D,Patty Murray,28,28,
Franklin,74,U.S. Senate,,D,Patty Murray,10,10,
Franklin,75,U.S. Senate,,D,Patty Murray,0,0,
Franklin,,U.S. Senate,,D,Patty Murray,6215,3278,2937
Franklin,1,U.S. Senate,,R,George Nethercutt,160,36,124
Franklin,2,U.S. Senate,,R,George Nethercutt,83,16,67
Franklin,3,U.S. Senate,,R,George Nethercutt,82,33,49
Franklin,4,U.S. Senate,,R,George Nethercutt,96,46,50
Franklin,5,U.S. Senate,,R,George Nethercutt,59,23,36
Franklin,6,U.S. Senate,,R,George Nethercutt,86,21,65
Franklin,7,U.S. Senate,,R,George Nethercutt,55,15,40
Franklin,8,U.S. Senate,,R,George Nethercutt,133,133,
Franklin,9,U.S. Senate,,R,George Nethercutt,51,51,
Franklin,10,U.S. Senate,,R,George Nethercutt,148,65,83
Franklin,11,U.S. Senate,,R,George Nethercutt,184,78,106
Franklin,12,U.S. Senate,,R,George Nethercutt,203,74,129
Franklin,13,U.S. Senate,,R,George Nethercutt,88,88,
Franklin,14,U.S. Senate,,R,George Nethercutt,190,82,108
Franklin,15,U.S. Senate,,R,George Nethercutt,71,71,
Franklin,16,U.S. Senate,,R,George Nethercutt,33,33,
Franklin,17,U.S. Senate,,R,George Nethercutt,103,103,
Franklin,18,U.S. Senate,,R,George Nethercutt,70,70,
Franklin,19,U.S. Senate,,R,George Nethercutt,71,71,
Franklin,20,U.S. Senate,,R,George Nethercutt,55,55,
Franklin,21,U.S. Senate,,R,George Nethercutt,57,57,
Franklin,22,U.S. Senate,,R,George Nethercutt,103,103,
Franklin,23,U.S. Senate,,R,George Nethercutt,277,99,178
Franklin,24,U.S. Senate,,R,George Nethercutt,358,103,255
Franklin,25,U.S. Senate,,R,George Nethercutt,87,87,
Franklin,26,U.S. Senate,,R,George Nethercutt,93,93,
Franklin,27,U.S. Senate,,R,George Nethercutt,75,75,
Franklin,28,U.S. Senate,,R,George Nethercutt,69,69,
Franklin,29,U.S. Senate,,R,George Nethercutt,776,222,554
Franklin,30,U.S. Senate,,R,George Nethercutt,156,36,120
Franklin,31,U.S. Senate,,R,George Nethercutt,430,113,317
Franklin,32,U.S. Senate,,R,George Nethercutt,342,152,190
Franklin,33,U.S. Senate,,R,George Nethercutt,389,122,267
Franklin,34,U.S. Senate,,R,George Nethercutt,8,8,
Franklin,35,U.S. Senate,,R,George Nethercutt,41,41,
Franklin,36,U.S. Senate,,R,George Nethercutt,136,136,
Franklin,37,U.S. Senate,,R,George Nethercutt,148,148,
Franklin,38,U.S. Senate,,R,George Nethercutt,99,18,81
Franklin,39,U.S. Senate,,R,George Nethercutt,104,32,72
Franklin,40,U.S. Senate,,R,George Nethercutt,157,68,89
Franklin,41,U.S. Senate,,R,George Nethercutt,258,109,149
Franklin,42,U.S. Senate,,R,George Nethercutt,174,64,110
Franklin,43,U.S. Senate,,R,George Nethercutt,84,27,57
Franklin,44,U.S. Senate,,R,George Nethercutt,125,125,
Franklin,45,U.S. Senate,,R,George Nethercutt,93,93,
Franklin,46,U.S. Senate,,R,George Nethercutt,158,158,
Franklin,47,U.S. Senate,,R,George Nethercutt,142,142,
Franklin,48,U.S. Senate,,R,George Nethercutt,221,221,
Franklin,49,U.S. Senate,,R,George Nethercutt,45,45,
Franklin,50,U.S. Senate,,R,George Nethercutt,80,80,
Franklin,51,U.S. Senate,,R,George Nethercutt,92,92,
Franklin,52,U.S. Senate,,R,George Nethercutt,99,99,
Franklin,53,U.S. Senate,,R,George Nethercutt,127,127,
Franklin,54,U.S. Senate,,R,George Nethercutt,203,203,
Franklin,55,U.S. Senate,,R,George Nethercutt,80,80,
Franklin,56,U.S. Senate,,R,George Nethercutt,124,124,
Franklin,57,U.S. Senate,,R,George Nethercutt,64,64,
Franklin,58,U.S. Senate,,R,George Nethercutt,113,113,
Franklin,59,U.S. Senate,,R,George Nethercutt,82,82,
Franklin,60,U.S. Senate,,R,George Nethercutt,37,37,
Franklin,61,U.S. Senate,,R,George Nethercutt,106,106,
Franklin,62,U.S. Senate,,R,George Nethercutt,47,47,
Franklin,63,U.S. Senate,,R,George Nethercutt,146,146,
Franklin,64,U.S. Senate,,R,George Nethercutt,109,57,52
Franklin,65,U.S. Senate,,R,George Nethercutt,6,5,1
Franklin,66,U.S. Senate,,R,George Nethercutt,111,54,57
Franklin,67,U.S. Senate,,R,George Nethercutt,130,67,63
Franklin,68,U.S. Senate,,R,George Nethercutt,71,71,
Franklin,69,U.S. Senate,,R,George Nethercutt,112,112,
Franklin,70,U.S. Senate,,R,George Nethercutt,25,25,
Franklin,71,U.S. Senate,,R,George Nethercutt,18,18,
Franklin,72,U.S. Senate,,R,George Nethercutt,105,105,
Franklin,73,U.S. Senate,,R,George Nethercutt,136,136,
Franklin,74,U.S. Senate,,R,George Nethercutt,46,46,
Franklin,75,U.S. Senate,,R,George Nethercutt,0,0,
Franklin,,U.S. Senate,,R,George Nethercutt,9495,6026,3469
Franklin,1,U.S. Senate,,L,J Mills,11,4,7
Franklin,2,U.S. Senate,,L,J Mills,2,2,0
Franklin,3,U.S. Senate,,L,J Mills,6,2,4
Franklin,4,U.S. Senate,,L,J Mills,0,0,0
Franklin,5,U.S. Senate,,L,J Mills,3,1,2
Franklin,6,U.S. Senate,,L,J Mills,1,0,1
Franklin,7,U.S. Senate,,L,J Mills,2,0,2
Franklin,8,U.S. Senate,,L,J Mills,0,0,
Franklin,9,U.S. Senate,,L,J Mills,0,0,
Franklin,10,U.S. Senate,,L,J Mills,4,1,3
Franklin,11,U.S. Senate,,L,J Mills,3,0,3
Franklin,12,U.S. Senate,,L,J Mills,4,1,3
Franklin,13,U.S. Senate,,L,J Mills,0,0,
Franklin,14,U.S. Senate,,L,J Mills,5,4,1
Franklin,15,U.S. Senate,,L,J Mills,1,1,
Franklin,16,U.S. Senate,,L,J Mills,0,0,
Franklin,17,U.S. Senate,,L,J Mills,0,0,
Franklin,18,U.S. Senate,,L,J Mills,2,2,
Franklin,19,U.S. Senate,,L,J Mills,3,3,
Franklin,20,U.S. Senate,,L,J Mills,0,0,
Franklin,21,U.S. Senate,,L,J Mills,3,3,
Franklin,22,U.S. Senate,,L,J Mills,1,1,
Franklin,23,U.S. Senate,,L,J Mills,3,0,3
Franklin,24,U.S. Senate,,L,J Mills,6,2,4
Franklin,25,U.S. Senate,,L,J Mills,2,2,
Franklin,26,U.S. Senate,,L,J Mills,1,1,
Franklin,27,U.S. Senate,,L,J Mills,0,0,
Franklin,28,U.S. Senate,,L,J Mills,1,1,
Franklin,29,U.S. Senate,,L,J Mills,16,4,12
Franklin,30,U.S. Senate,,L,J Mills,5,0,5
Franklin,31,U.S. Senate,,L,J Mills,12,2,10
Franklin,32,U.S. Senate,,L,J Mills,5,1,4
Franklin,33,U.S. Senate,,L,J Mills,4,2,2
Franklin,34,U.S. Senate,,L,J Mills,0,0,
Franklin,35,U.S. Senate,,L,J Mills,0,0,
Franklin,36,U.S. Senate,,L,J Mills,3,3,
Franklin,37,U.S. Senate,,L,J Mills,1,1,
Franklin,38,U.S. Senate,,L,J Mills,1,1,0
Franklin,39,U.S. Senate,,L,J Mills,2,0,2
Franklin,40,U.S. Senate,,L,J Mills,3,0,3
Franklin,41,U.S. Senate,,L,J Mills,3,0,3
Franklin,42,U.S. Senate,,L,J Mills,2,1,1
Franklin,43,U.S. Senate,,L,J Mills,2,1,1
Franklin,44,U.S. Senate,,L,J Mills,2,2,
Franklin,45,U.S. Senate,,L,J Mills,0,0,
Franklin,46,U.S. Senate,,L,J Mills,3,3,
Franklin,47,U.S. Senate,,L,J Mills,2,2,
Franklin,48,U.S. Senate,,L,J Mills,2,2,
Franklin,49,U.S. Senate,,L,J Mills,0,0,
Franklin,50,U.S. Senate,,L,J Mills,0,0,
Franklin,51,U.S. Senate,,L,J Mills,0,0,
Franklin,52,U.S. Senate,,L,J Mills,0,0,
Franklin,53,U.S. Senate,,L,J Mills,0,0,
Franklin,54,U.S. Senate,,L,J Mills,2,2,
Franklin,55,U.S. Senate,,L,J Mills,0,0,
Franklin,56,U.S. Senate,,L,J Mills,1,1,
Franklin,57,U.S. Senate,,L,J Mills,0,0,
Franklin,58,U.S. Senate,,L,J Mills,2,2,
Franklin,59,U.S. Senate,,L,J Mills,0,0,
Franklin,60,U.S. Senate,,L,J Mills,1,1,
Franklin,61,U.S. Senate,,L,J Mills,3,3,
Franklin,62,U.S. Senate,,L,J Mills,2,2,
Franklin,63,U.S. Senate,,L,J Mills,0,0,
Franklin,64,U.S. Senate,,L,J Mills,3,3,0
Franklin,65,U.S. Senate,,L,J Mills,0,0,0
Franklin,66,U.S. Senate,,L,J Mills,2,1,1
Franklin,67,U.S. Senate,,L,J Mills,1,1,0
Franklin,68,U.S. Senate,,L,J Mills,0,0,
Franklin,69,U.S. Senate,,L,J Mills,1,1,
Franklin,70,U.S. Senate,,L,J Mills,2,2,
Franklin,71,U.S. Senate,,L,J Mills,0,0,
Franklin,72,U.S. Senate,,L,J Mills,2,2,
Franklin,73,U.S. Senate,,L,J Mills,5,5,
Franklin,74,U.S. Senate,,L,J Mills,0,0,
Franklin,75,U.S. Senate,,L,J Mills,0,0,
Franklin,,U.S. Senate,,L,J Mills,159,82,77
Franklin,1,U.S. Senate,,G,Mark Wilson,4,2,2
Franklin,2,U.S. Senate,,G,Mark Wilson,4,1,3
Franklin,3,U.S. Senate,,G,Mark Wilson,5,1,4
Franklin,4,U.S. Senate,,G,Mark Wilson,2,0,2
Franklin,5,U.S. Senate,,G,Mark Wilson,2,1,1
Franklin,6,U.S. Senate,,G,Mark Wilson,3,1,2
Franklin,7,U.S. Senate,,G,Mark Wilson,3,3,0
Franklin,8,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,9,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,10,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,11,U.S. Senate,,G,Mark Wilson,1,1,0
Franklin,12,U.S. Senate,,G,Mark Wilson,5,2,3
Franklin,13,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,14,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,15,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,16,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,17,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,18,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,19,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,20,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,21,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,22,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,23,U.S. Senate,,G,Mark Wilson,3,1,2
Franklin,24,U.S. Senate,,G,Mark Wilson,3,2,1
Franklin,25,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,26,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,27,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,28,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,29,U.S. Senate,,G,Mark Wilson,6,4,2
Franklin,30,U.S. Senate,,G,Mark Wilson,3,0,3
Franklin,31,U.S. Senate,,G,Mark Wilson,4,1,3
Franklin,32,U.S. Senate,,G,Mark Wilson,4,2,2
Franklin,33,U.S. Senate,,G,Mark Wilson,1,0,1
Franklin,34,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,35,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,36,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,37,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,38,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,39,U.S. Senate,,G,Mark Wilson,1,0,1
Franklin,40,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,41,U.S. Senate,,G,Mark Wilson,1,1,0
Franklin,42,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,43,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,44,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,45,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,46,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,47,U.S. Senate,,G,Mark Wilson,5,5,
Franklin,48,U.S. Senate,,G,Mark Wilson,3,3,
Franklin,49,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,50,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,51,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,52,U.S. Senate,,G,Mark Wilson,3,3,
Franklin,53,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,54,U.S. Senate,,G,Mark Wilson,3,3,
Franklin,55,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,56,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,57,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,58,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,59,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,60,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,61,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,62,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,63,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,64,U.S. Senate,,G,Mark Wilson,1,0,1
Franklin,65,U.S. Senate,,G,Mark Wilson,0,0,0
Franklin,66,U.S. Senate,,G,Mark Wilson,3,0,3
Franklin,67,U.S. Senate,,G,Mark Wilson,1,1,0
Franklin,68,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,69,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,70,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,71,U.S. Senate,,G,Mark Wilson,2,2,
Franklin,72,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,73,U.S. Senate,,G,Mark Wilson,1,1,
Franklin,74,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,75,U.S. Senate,,G,Mark Wilson,0,0,
Franklin,,U.S. Senate,,G,Mark Wilson,94,58,36
Franklin,1,U.S. Senate,,,Write-ins,1,0,1
Franklin,2,U.S. Senate,,,Write-ins,0,0,0
Franklin,3,U.S. Senate,,,Write-ins,0,0,0
Franklin,4,U.S. Senate,,,Write-ins,1,0,1
Franklin,5,U.S. Senate,,,Write-ins,0,0,0
Franklin,6,U.S. Senate,,,Write-ins,0,0,0
Franklin,7,U.S. Senate,,,Write-ins,0,0,0
Franklin,8,U.S. Senate,,,Write-ins,0,0,
Franklin,9,U.S. Senate,,,Write-ins,0,0,
Franklin,10,U.S. Senate,,,Write-ins,0,0,0
Franklin,11,U.S. Senate,,,Write-ins,0,0,0
Franklin,12,U.S. Senate,,,Write-ins,0,0,0
Franklin,13,U.S. Senate,,,Write-ins,0,0,
Franklin,14,U.S. Senate,,,Write-ins,0,0,0
Franklin,15,U.S. Senate,,,Write-ins,0,0,
Franklin,16,U.S. Senate,,,Write-ins,0,0,
Franklin,17,U.S. Senate,,,Write-ins,1,1,
Franklin,18,U.S. Senate,,,Write-ins,0,0,
Franklin,19,U.S. Senate,,,Write-ins,0,0,
Franklin,20,U.S. Senate,,,Write-ins,0,0,
Franklin,21,U.S. Senate,,,Write-ins,0,0,
Franklin,22,U.S. Senate,,,Write-ins,0,0,
Franklin,23,U.S. Senate,,,Write-ins,0,0,0
Franklin,24,U.S. Senate,,,Write-ins,0,0,0
Franklin,25,U.S. Senate,,,Write-ins,0,0,
Franklin,26,U.S. Senate,,,Write-ins,0,0,
Franklin,27,U.S. Senate,,,Write-ins,0,0,
Franklin,28,U.S. Senate,,,Write-ins,0,0,
Franklin,29,U.S. Senate,,,Write-ins,0,0,0
Franklin,30,U.S. Senate,,,Write-ins,0,0,0
Franklin,31,U.S. Senate,,,Write-ins,0,0,0
Franklin,32,U.S. Senate,,,Write-ins,0,0,0
Franklin,33,U.S. Senate,,,Write-ins,0,0,0
Franklin,34,U.S. Senate,,,Write-ins,0,0,
Franklin,35,U.S. Senate,,,Write-ins,0,0,
Franklin,36,U.S. Senate,,,Write-ins,0,0,
Franklin,37,U.S. Senate,,,Write-ins,1,1,
Franklin,38,U.S. Senate,,,Write-ins,0,0,0
Franklin,39,U.S. Senate,,,Write-ins,0,0,0
Franklin,40,U.S. Senate,,,Write-ins,0,0,0
Franklin,41,U.S. Senate,,,Write-ins,0,0,0
Franklin,42,U.S. Senate,,,Write-ins,0,0,0
Franklin,43,U.S. Senate,,,Write-ins,0,0,0
Franklin,44,U.S. Senate,,,Write-ins,0,0,
Franklin,45,U.S. Senate,,,Write-ins,0,0,
Franklin,46,U.S. Senate,,,Write-ins,0,0,
Franklin,47,U.S. Senate,,,Write-ins,0,0,
Franklin,48,U.S. Senate,,,Write-ins,0,0,
Franklin,49,U.S. Senate,,,Write-ins,0,0,
Franklin,50,U.S. Senate,,,Write-ins,0,0,
Franklin,51,U.S. Senate,,,Write-ins,0,0,
Franklin,52,U.S. Senate,,,Write-ins,0,0,
Franklin,53,U.S. Senate,,,Write-ins,0,0,
Franklin,54,U.S. Senate,,,Write-ins,0,0,
Franklin,55,U.S. Senate,,,Write-ins,0,0,
Franklin,56,U.S. Senate,,,Write-ins,0,0,
Franklin,57,U.S. Senate,,,Write-ins,0,0,
Franklin,58,U.S. Senate,,,Write-ins,0,0,
Franklin,59,U.S. Senate,,,Write-ins,0,0,
Franklin,60,U.S. Senate,,,Write-ins,0,0,
Franklin,61,U.S. Senate,,,Write-ins,0,0,
Franklin,62,U.S. Senate,,,Write-ins,0,0,
Franklin,63,U.S. Senate,,,Write-ins,0,0,
Franklin,64,U.S. Senate,,,Write-ins,0,0,0
Franklin,65,U.S. Senate,,,Write-ins,0,0,0
Franklin,66,U.S. Senate,,,Write-ins,0,0,0
Franklin,67,U.S. Senate,,,Write-ins,0,0,0
Franklin,68,U.S. Senate,,,Write-ins,0,0,
Franklin,69,U.S. Senate,,,Write-ins,0,0,
Franklin,70,U.S. Senate,,,Write-ins,0,0,
Franklin,71,U.S. Senate,,,Write-ins,0,0,
Franklin,72,U.S. Senate,,,Write-ins,0,0,
Franklin,73,U.S. Senate,,,Write-ins,0,0,
Franklin,74,U.S. Senate,,,Write-ins,0,0,
Franklin,75,U.S. Senate,,,Write-ins,0,0,
Franklin,,U.S. Senate,,,Write-ins,4,2,2
