firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Pierce,158231
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,San Juan,6589
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Skagit,25131
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Skamania,2374
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Snohomish,156468
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Spokane,87490
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Stevens,6822
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Thurston,62650
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Wahkiakum,1021
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Walla Walla,8257
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Whatcom,48268
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Whitman,8287
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,county,Yakima,28474
John,Kerry/John Edwards,John Kerry/John Edwards,D,D,President/Vice President,NA,,state,Washington,1510201
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Adams,3751
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Asotin,5320
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Benton,44350
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Chelan,18482
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Clallam,18871
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Clark,88646
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Columbia,1470
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Cowlitz,20217
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Douglas,8900
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Ferry,2019
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Franklin,10757
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Garfield,935
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Grant,17799
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Grays Harbor,12871
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Island,19754
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Jefferson,6650
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,King,301043
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Kitsap,55608
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Kittitas,9052
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Klickitat,5016
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Lewis,21042
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Lincoln,4015
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Mason,11987
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Okanogan,9636
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Pacific,4634
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Pend Oreille,3693
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Pierce,150783
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,San Juan,3290
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Skagit,26139
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Skamania,2695
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Snohomish,134317
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Spokane,111606
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Stevens,13015
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Thurston,47992
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Wahkiakum,1171
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Walla Walla,14323
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Whatcom,40296
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Whitman,9397
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,county,Yakima,43352
George,Bush/Dick Cheney,George Bush/Dick Cheney,R,R,President/Vice President,NA,,state,Washington,1304894
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Adams,4
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Asotin,0
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Benton,25
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Chelan,10
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Clallam,18
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Clark,43
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Columbia,1
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Cowlitz,33
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Douglas,10
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Ferry,2
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Franklin,6
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Garfield,0
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Grant,19
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Grays Harbor,18
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Island,11
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Jefferson,7
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,King,254
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Kitsap,45
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Kittitas,10
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Klickitat,2
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Lewis,30
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Lincoln,0
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Mason,14
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Okanogan,9
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Pacific,7
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Pend Oreille,3
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Pierce,130
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,San Juan,3
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Skagit,27
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Skamania,7
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Snohomish,83
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Spokane,86
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Stevens,11
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Thurston,47
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Wahkiakum,2
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Walla Walla,9
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Whatcom,39
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Whitman,4
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,county,Yakima,48
John,Parker/Teresa Gutierrez,John Parker/Teresa Gutierrez,WW,WW,President/Vice President,NA,,state,Washington,1077
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Adams,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Asotin,2
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Benton,12
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Chelan,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Clallam,8
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Clark,19
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Columbia,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Cowlitz,11
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Douglas,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Ferry,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Franklin,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Garfield,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Grant,3
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Grays Harbor,5
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Island,4
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Jefferson,3
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,King,234
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Kitsap,12
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Kittitas,3
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Klickitat,2
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Lewis,4
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Lincoln,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Mason,3
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Okanogan,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Pacific,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Pend Oreille,2
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Pierce,55
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,San Juan,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Skagit,7
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Skamania,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Snohomish,38
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Spokane,39
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Stevens,5
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Thurston,30
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Wahkiakum,0
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Walla Walla,1
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Whatcom,19
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Whitman,4
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,county,Yakima,15
James,Harris/Margaret Trowe,James Harris/Margaret Trowe,SW,SW,President/Vice President,NA,,state,Washington,547
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Adams,9
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Asotin,23
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Benton,145
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Chelan,50
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Clallam,78
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Clark,239
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Columbia,5
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Cowlitz,77
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Douglas,18
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Ferry,30
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Franklin,35
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Garfield,1
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Grant,86
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Grays Harbor,43
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Island,46
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Jefferson,16
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,King,626
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Kitsap,156
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Kittitas,24
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Klickitat,24
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Lewis,81
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Lincoln,16
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Mason,33
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Okanogan,74
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Pacific,9
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Pend Oreille,44
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Pierce,317
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,San Juan,10
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Skagit,85
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Skamania,8
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Snohomish,349
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Spokane,560
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Stevens,108
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Thurston,109
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Wahkiakum,3
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Walla Walla,31
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Whatcom,155
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Whitman,31
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,county,Yakima,168
Michael,Anthony Peroutka/Chuck Ba,Michael Anthony Peroutka/Chuck Baldwin,C,C,President/Vice President,NA,,state,Washington,3922
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Adams,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Asotin,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Benton,7
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Chelan,2
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Clallam,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Clark,13
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Columbia,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Cowlitz,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Douglas,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Ferry,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Franklin,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Garfield,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Grant,2
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Grays Harbor,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Island,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Jefferson,2
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,King,59
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Kitsap,9
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Kittitas,2
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Klickitat,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Lewis,7
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Lincoln,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Mason,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Okanogan,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Pacific,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Pend Oreille,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Pierce,26
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,San Juan,1
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Skagit,8
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Skamania,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Snohomish,17
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Spokane,15
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Stevens,2
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Thurston,16
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Wahkiakum,0
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Walla Walla,3
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Whatcom,10
Bill,Van Auken/Jim Lawrence,Bill Van Auken/Jim Lawrence,SE,SE,President/Vice President,NA,,county,Whitman,0
