firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Benton,40822
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Chelan,18978
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Douglas,9136
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Franklin,10123
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Grant,17989
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Kittitas,8905
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Klickitat,5127
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Skamania,704
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Yakima,41094
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,state,Washington,154627
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Adams,572
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Asotin,3412
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Columbia,617
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Ferry,1007
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Garfield,339
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Lincoln,1459
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Okanogan,5478
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Pend Oreille,1927
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Spokane,84565
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Stevens,5747
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Walla Walla,8461
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,county,Whitman,7749
Don,Barbieri,Don Barbieri,D,D,U. S. Representative District #5,NA,,state,Washington,121333
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Adams,1875
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Asotin,5033
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Columbia,1449
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Ferry,2272
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Garfield,932
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Lincoln,4234
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Okanogan,10055
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Pend Oreille,4098
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Spokane,113171
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Stevens,13377
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Walla Walla,13512
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,county,Whitman,9592
Cathy,McMorris,Cathy McMorris,R,R,U. S. Representative District #5,NA,,state,Washington,179600
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Clallam,20710
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Grays Harbor,18879
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Jefferson,13077
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Kitsap,39300
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Mason,16200
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Pierce,94753
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,state,Washington,202919
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Clallam,14184
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Grays Harbor,7888
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Jefferson,4882
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Kitsap,16506
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Mason,7946
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,county,Pierce,39822
Doug,Cloud,Doug Cloud,R,R,U. S. Representative District #6,NA,,state,Washington,91228
Jim,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,county,King,272302
Jim,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,state,Washington,272302
Carol,Cassady,Carol Cassady,R,R,U. S. Representative District #7,NA,,county,King,65226
Carol,Cassady,Carol Cassady,R,R,U. S. Representative District #7,NA,,state,Washington,65226
Dave,Ross,Dave Ross,D,D,U. S. Representative District #8,NA,,county,King,131085
Dave,Ross,Dave Ross,D,D,U. S. Representative District #8,NA,,county,Pierce,26063
Dave,Ross,Dave Ross,D,D,U. S. Representative District #8,NA,,state,Washington,157148
Dave,Reichert,Dave Reichert,R,R,U. S. Representative District #8,NA,,county,King,135475
Dave,Reichert,Dave Reichert,R,R,U. S. Representative District #8,NA,,county,Pierce,37823
Dave,Reichert,Dave Reichert,R,R,U. S. Representative District #8,NA,,state,Washington,173298
Spencer,Garrett,Spencer Garrett,L,L,U. S. Representative District #8,NA,,county,King,4645
Spencer,Garrett,Spencer Garrett,L,L,U. S. Representative District #8,NA,,county,Pierce,1408
Spencer,Garrett,Spencer Garrett,L,L,U. S. Representative District #8,NA,,state,Washington,6053
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,King,78126
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Pierce,58621
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Thurston,25686
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,state,Washington,162433
Paul,J. Lord,Paul J. Lord,R,R,U. S. Representative District #9,NA,,county,King,35659
Paul,J. Lord,Paul J. Lord,R,R,U. S. Representative District #9,NA,,county,Pierce,37345
Paul,J. Lord,Paul J. Lord,R,R,U. S. Representative District #9,NA,,county,Thurston,15300
Paul,J. Lord,Paul J. Lord,R,R,U. S. Representative District #9,NA,,state,Washington,88304
Robert,F Losey,Robert F Losey,G,G,U. S. Representative District #9,NA,,county,King,2800
Robert,F Losey,Robert F Losey,G,G,U. S. Representative District #9,NA,,county,Pierce,1815
Robert,F Losey,Robert F Losey,G,G,U. S. Representative District #9,NA,,county,Thurston,1319
Robert,F Losey,Robert F Losey,G,G,U. S. Representative District #9,NA,,state,Washington,5934
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Adams,1529
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Asotin,3530
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Benton,19834
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Chelan,10077
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Clallam,16230
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Clark,72828
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Columbia,671
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Cowlitz,20204
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Douglas,4360
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Ferry,1278
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Franklin,4977
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Garfield,428
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Grant,7821
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Grays Harbor,13729
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Island,16895
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Jefferson,10650
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,King,506194
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Kitsap,56236
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Kittitas,6125
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Klickitat,3919
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Lewis,10247
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Lincoln,1850
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Mason,11797
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Okanogan,6107
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Pacific,5210
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Pend Oreille,2567
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Pierce,145431
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,San Juan,5872
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Skagit,23250
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Skamania,2233
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Snohomish,139189
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Spokane,90581
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Stevens,6992
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Thurston,58970
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Wahkiakum,993
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Walla Walla,8008
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Whatcom,44072
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Whitman,7722
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,county,Yakima,24755
Christine,Gregoire,Christine Gregoire,D,D,Governor,NA,,state,Washington,1373361
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Adams,3481
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Asotin,4914
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Benton,44895
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Chelan,18438
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Clallam,18836
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Clark,85924
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Columbia,1371
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Cowlitz,20045
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Douglas,8667
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Ferry,1900
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Franklin,10634
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Garfield,840
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Grant,17431
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Grays Harbor,13457
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Island,20000
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Jefferson,7295
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,King,351306
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Kitsap,57775
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Kittitas,9567
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Klickitat,4767
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Lewis,20851
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Lincoln,3686
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Mason,12519
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Okanogan,9460
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Pacific,4730
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Pend Oreille,3368
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Pierce,157905
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,San Juan,3660
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Skagit,27219
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Skamania,2525
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Snohomish,145628
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Spokane,105584
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Stevens,12295
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Thurston,49426
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Wahkiakum,1099
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Walla Walla,14290
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Whatcom,42000
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Whitman,9365
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,county,Yakima,46079
Dino,Rossi,Dino Rossi,R,R,Governor,NA,,state,Washington,1373232
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Adams,81
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Asotin,193
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Benton,1118
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Chelan,523
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Clallam,920
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Clark,4123
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Columbia,37
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Cowlitz,1094
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Douglas,219
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Ferry,118
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Franklin,227
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Garfield,25
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Grant,535
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Grays Harbor,575
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Island,814
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Jefferson,466
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,King,18952
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Kitsap,3097
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Kittitas,277
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Klickitat,265
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Lewis,757
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Lincoln,100
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Mason,680
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Okanogan,468
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Pacific,296
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Pend Oreille,179
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Pierce,7255
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,San Juan,320
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Skagit,1264
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Skamania,178
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Snohomish,6861
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Spokane,3881
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Stevens,566
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Thurston,2575
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Wahkiakum,61
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Walla Walla,378
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Whatcom,2179
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Whitman,457
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,county,Yakima,1351
Ruth,Bennett,Ruth Bennett,L,L,Governor,NA,,state,Washington,63465
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Adams,1784
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Asotin,3507
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Benton,25068
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Chelan,10741
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Clallam,18242
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Clark,74984
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Columbia,774
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Cowlitz,21627
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Douglas,4702
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Ferry,1254
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Franklin,6241
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Garfield,465
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Grant,8898
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Grays Harbor,17324
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Island,17820
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Jefferson,11015
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,King,502464
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Kitsap,63476
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Kittitas,7215
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Klickitat,3917
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Lewis,13294
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Lincoln,2151
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Mason,15518
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Okanogan,6447
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Pacific,5626
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Pend Oreille,2525
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Pierce,160752
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,San Juan,5317
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Skagit,25212
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Skamania,2266
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Snohomish,151569
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Spokane,88439
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Stevens,7223
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Thurston,63612
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Wahkiakum,1004
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Walla Walla,9526
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Whatcom,41782
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Whitman,7617
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,county,Yakima,32107
Brad,Owen,Brad Owen,D,D,Lt. Governor,NA,,state,Washington,1443505
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Adams,2778
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Asotin,4252
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Benton,33413
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Chelan,14929
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Clallam,13773
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Clark,72280
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Columbia,1073
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Cowlitz,15705
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Douglas,7267
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Ferry,1619
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Franklin,8275
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Garfield,692
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Grant,14334
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Grays Harbor,7774
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Island,15681
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Jefferson,5332
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,King,236384
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Kitsap,41531
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Kittitas,6699
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Klickitat,3961
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Lewis,15195
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Lincoln,2923
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Mason,7167
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Okanogan,7542
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Pacific,3308
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Pend Oreille,2981
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Pierce,117205
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,San Juan,2798
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Skagit,20481
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Skamania,2077
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Snohomish,107079
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Spokane,93482
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Stevens,10547
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Thurston,33945
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Wahkiakum,873
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Walla Walla,10540
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Whatcom,32295
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Whitman,7800
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,county,Yakima,33800
Jim,Wiest,Jim Wiest,R,R,Lt. Governor,NA,,state,Washington,1019790
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Adams,54
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Asotin,126
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Benton,742
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Chelan,407
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Clallam,837
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Clark,2796
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Columbia,16
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Cowlitz,611
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Douglas,121
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Ferry,71
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Franklin,128
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Garfield,14
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Grant,286
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Grays Harbor,398
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Island,786
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Jefferson,587
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,King,35900
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Kitsap,2177
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Kittitas,364
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Klickitat,206
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Lewis,452
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Lincoln,49
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Mason,503
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Okanogan,385
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Pacific,184
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Pend Oreille,96
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Pierce,4365
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,San Juan,671
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Skagit,1239
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Skamania,151
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Snohomish,5037
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Spokane,2767
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Stevens,341
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Thurston,4102
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Wahkiakum,46
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Walla Walla,310
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Whatcom,4817
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Whitman,408
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,county,Yakima,778
Bern,Haggerty,Bern Haggerty,G,G,Lt. Governor,NA,,state,Washington,73328
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Adams,152
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Asotin,312
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Benton,2925
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Chelan,1150
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Clallam,1378
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Clark,5693
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Columbia,61
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Cowlitz,1845
Jocelyn,A Langlois,Jocelyn A Langlois,L,L,Lt. Governor,NA,,county,Douglas,466
