"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Okanogan","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","5093","34.9866","Washington State"
"Okanogan","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","7108","42.194","United States"
"Okanogan","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","9221","54.737","United States"
"Okanogan","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","237","1.4069","United States"
"Okanogan","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","86","0.5105","United States"
"Okanogan","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","142","0.8429","United States"
"Okanogan","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","10","0.0594","United States"
"Okanogan","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","8","0.0475","United States"
"Okanogan","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","34","0.2018","United States"
"Okanogan","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","7963","47.8373","United States"
"Okanogan","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","8683","52.1627","United States"
"Okanogan","Congressional District 4 U.S. Representative","Doc Hastings","(Prefers Republican Party)","10335","63.0375","Congressional District 4"
"Okanogan","Congressional District 4 U.S. Representative","Mary Baechler","(Prefers Democratic Party)","6060","36.9625","Congressional District 4"
"Okanogan","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","6759","40.5508","Washington State"
"Okanogan","Washington State Governor","Rob McKenna","(Prefers Republican Party)","9909","59.4492","Washington State"
"Okanogan","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","7272","45.252","Washington State"
"Okanogan","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","8798","54.748","Washington State"
"Okanogan","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","9611","60.2457","Washington State"
"Okanogan","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","6342","39.7543","Washington State"
"Okanogan","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","7324","46.5252","Washington State"
"Okanogan","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","8418","53.4748","Washington State"
"Okanogan","Washington State State Auditor","James Watkins","(Prefers Republican Party)","9162","58.6819","Washington State"
"Okanogan","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","6451","41.3181","Washington State"
"Okanogan","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","6729","42.4596","Washington State"
"Okanogan","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","9119","57.5404","Washington State"
"Okanogan","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","7500","46.0462","Washington State"
"Okanogan","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","8788","53.9538","Washington State"
"Okanogan","Washington State Superintendent of Public Instruction","Randy I. Dorn","","10902","100","Washington State"
"Okanogan","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","6944","45.0587","Washington State"
"Okanogan","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","8467","54.9413","Washington State"
"Okanogan","Legislative District 7 State Representative Pos. 1","Shelly Short","(Prefers Republican Party)","6525","100","Legislative District 7"
"Okanogan","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","5852","75.1316","Legislative District 7"
"Okanogan","Legislative District 7 State Representative Pos. 2","Robert (Bob) Wilson","(Prefers Republican Party)","1937","24.8684","Legislative District 7"
"Okanogan","Legislative District 12 State Senator","Linda Evans Parlette","(Prefers Gop Party)","5443","100","Legislative District 12"
"Okanogan","Legislative District 12 State Representative Pos. 1","Cary Condotta","(Prefers Republican Party)","4108","66.6018","Legislative District 12"
"Okanogan","Legislative District 12 State Representative Pos. 1","Stan Morse","(Prefers Republican Party)","2060","33.3982","Legislative District 12"
"Okanogan","Legislative District 12 State Representative Pos. 2","Mike Armstrong","(Prefers Republican Party)","3332","53.4917","Legislative District 12"
"Okanogan","Legislative District 12 State Representative Pos. 2","Brad Hawkins","(Prefers Republican Party)","2897","46.5083","Legislative District 12"
"Okanogan","OKANOGAN COUNTY Commissioner District 1","Sheilah Kennedy","(Prefers Republican Party)","9048","58.314","OKANOGAN COUNTY"
"Okanogan","OKANOGAN COUNTY Commissioner District 1","Albert Roberts","(Prefers Democratic Party)","6468","41.686","OKANOGAN COUNTY"
"Okanogan","OKANOGAN COUNTY Commissioner District 2","Don R. "Bud" Hover","(Prefers Republican Party)","7184","49.9652","OKANOGAN COUNTY"
"Okanogan","OKANOGAN COUNTY Commissioner District 2","Ray L. Campbell","(Prefers Republican Party)","7194","50.0348","OKANOGAN COUNTY"
"Okanogan","Supreme Court Justice Position 2","Susan Owens","","10236","100","Supreme Court"
"Okanogan","Supreme Court Justice Position 8","Steve Gonzalez","","10011","100","Supreme Court"
"Okanogan","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","6326","49.4528","Supreme Court"
"Okanogan","Supreme Court Justice Position 9","Richard B. Sanders","","6466","50.5472","Supreme Court"
"Okanogan","Court of Appeals, Division 3, District 1 Judge Position 1","Laurel Siddoway","","9866","100","Court of Appeals, Division 3, District 1"
"Okanogan","Okanogan Superior Court Judge Position 2","Chris Culp","","11164","100","Okanogan Superior Court"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 1","Scot D. Stuart","","4756","34.7864","DISTRICT COURT JUDGE"
"Okanogan","DISTRICT COURT JUDGE Judge Pos. 1","Heidi E. Smith","","8916","65.2136","DISTRICT COURT JUDGE"
"Okanogan","FERRY PUD ALL PUBLIC UTILITY COMMISSIONER #2","Dan Fagerlie","","86","61.4286","FERRY PUD ALL"
"Okanogan","FERRY PUD ALL PUBLIC UTILITY COMMISSIONER #2","Nathan Davis","","54","38.5714","FERRY PUD ALL"
"Okanogan","OKANOGAN PUD ALL Commissioner Dist. #2","Steve Houston","","8047","59.0043","OKANOGAN PUD ALL"
"Okanogan","OKANOGAN PUD ALL Commissioner Dist. #2","Trish Butler","","5591","40.9957","OKANOGAN PUD ALL"
"Okanogan","CITY OF OKANOGAN City of Okanogan - Proposition No. 1 Sales and Use Tax Levy within the City of Okanogan","Yes","","446","50.0561","CITY OF OKANOGAN"
"Okanogan","CITY OF OKANOGAN City of Okanogan - Proposition No. 1 Sales and Use Tax Levy within the City of Okanogan","No","","445","49.9439","CITY OF OKANOGAN"
"Okanogan","CITY OF OROVILLE City of Oroville - Proposition No. 1 Emergency Medical Care and Ambulance Services Levy","Yes","","396","68.3938","CITY OF OROVILLE"
"Okanogan","CITY OF OROVILLE City of Oroville - Proposition No. 1 Emergency Medical Care and Ambulance Services Levy","No","","183","31.6062","CITY OF OROVILLE"
"Okanogan","CITY OF TONASKET City of Tonasket - Proposition No. 1 Sales and Use Tax Levy within the City of Tonasket","Yes","","191","49.7396","CITY OF TONASKET"
"Okanogan","CITY OF TONASKET City of Tonasket - Proposition No. 1 Sales and Use Tax Levy within the City of Tonasket","No","","193","50.2604","CITY OF TONASKET"
"Okanogan","OROVILLE SCHOOL 410 Oroville School District No. 410 - Proposition No. 1 School Capital Projects Levy","LEVY YES","","936","51.2877","OROVILLE SCHOOL 410"
"Okanogan","OROVILLE SCHOOL 410 Oroville School District No. 410 - Proposition No. 1 School Capital Projects Levy","LEVY NO","","889","48.7123","OROVILLE SCHOOL 410"
"Okanogan","COULEE AREA PARK AND REC DISTRICT Coulee Area Park and Recreation District - Proposition No. 1 Maintenance and Operation Levy","Yes","","486","57.8571","COULEE AREA PARK AND REC DISTRICT"
"Okanogan","COULEE AREA PARK AND REC DISTRICT Coulee Area Park and Recreation District - Proposition No. 1 Maintenance and Operation Levy","No","","354","42.1429","COULEE AREA PARK AND REC DISTRICT"
"Okanogan","OROVILLE EMS DISTRICT Oroville Rural EMS - Proposition No. 1 Emergency Medical Care and Ambulance Services Levy","Yes","","828","68.6567","OROVILLE EMS DISTRICT"
"Okanogan","OROVILLE EMS DISTRICT Oroville Rural EMS - Proposition No. 1 Emergency Medical Care and Ambulance Services Levy","No","","378","31.3433","OROVILLE EMS DISTRICT"
"Pacific","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","7008","69.8634","Statewide"
"Pacific","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","3023","30.1366","Statewide"
"Pacific","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","5162","50.8171","Statewide"
"Pacific","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","4996","49.1829","Statewide"
"Pacific","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","4934","47.3149","Statewide"
"Pacific","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","5494","52.6851","Statewide"
"Pacific","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","5691","54.2","Statewide"
"Pacific","Statewide Initiative Measure No. 502 Concerns marijuana","No","","4809","45.8","Statewide"
"Pacific","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","5690","60.9469","Statewide"
"Pacific","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","3646","39.0531","Statewide"
"Pacific","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","3454","36.141","Statewide"
"Pacific","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","6103","63.859","Statewide"
"Pacific","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","6316","67.3132","Washington State"
"Pacific","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","3067","32.6868","Washington State"
"Pacific","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","5917","65.3307","Washington State"
"Pacific","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","3140","34.6693","Washington State"
"Pacific","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","5711","54.2664","United States"
"Pacific","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","4499","42.7499","United States"
"Pacific","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","152","1.4443","United States"
"Pacific","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","49","0.4656","United States"
"Pacific","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","70","0.6651","United States"
"Pacific","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","6","0.057","United States"
"Pacific","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","11","0.1045","United States"
"Pacific","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","26","0.2471","United States"
"Pacific","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","6323","60.8566","United States"
"Pacific","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","4067","39.1434","United States"
"Pacific","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","5549","54.6269","Congressional District 3"
"Pacific","Congressional District 3 U.S. Representative","Jon T. Haugen","(Prefers Democratic Party)","4609","45.3731","Congressional District 3"
"Pacific","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","5379","51.7261","Washington State"
"Pacific","Washington State Governor","Rob McKenna","(Prefers Republican Party)","5020","48.2739","Washington State"
"Pacific","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","5785","57.677","Washington State"
"Pacific","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","4245","42.323","Washington State"
"Pacific","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","4734","48.1587","Washington State"
"Pacific","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","5096","51.8413","Washington State"
"Pacific","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","5696","57.6985","Washington State"
"Pacific","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","4176","42.3015","Washington State"
"Pacific","Washington State State Auditor","James Watkins","(Prefers Republican Party)","4654","47.5092","Washington State"
"Pacific","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","5142","52.4908","Washington State"
"Pacific","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","5386","54.2779","Washington State"
"Pacific","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","4537","45.7221","Washington State"
"Pacific","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","5461","55.628","Washington State"
"Pacific","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","4356","44.372","Washington State"
"Pacific","Washington State Superintendent of Public Instruction","Randy I. Dorn","","7415","100","Washington State"
"Pacific","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","5531","57.0618","Washington State"
"Pacific","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","4162","42.9382","Washington State"
"Pacific","Legislative District 19 State Senator","Brian Hatfield","(Prefers Democratic Party)","6691","65.5788","Legislative District 19"
"Pacific","Legislative District 19 State Senator","Rick Winsman","(Prefers Republican Party)","3512","34.4212","Legislative District 19"
"Pacific","Legislative District 19 State Representative Pos. 1","Dean Takko","(Prefers Democratic Party)","6428","63.8522","Legislative District 19"
"Pacific","Legislative District 19 State Representative Pos. 1","Dixie Kolditz","(Prefers Republican Party)","3639","36.1478","Legislative District 19"
"Pacific","Legislative District 19 State Representative Pos. 2","Brian E. Blake","(Prefers Democratic Party)","5969","63.024","Legislative District 19"
"Pacific","Legislative District 19 State Representative Pos. 2","Tim Sutinen","(Prefers Independent Party)","3502","36.976","Legislative District 19"
"Pacific","Pacific County COUNTY COMMISSIONER #01","Scott McDougall","(Prefers Republican Party)","4738","47.0273","Pacific County"
"Pacific","Pacific County COUNTY COMMISSIONER #01","Steve Rogers","(Prefers Democratic Party)","5337","52.9727","Pacific County"
"Pacific","Pacific County COUNTY COMMISSIONER #02","Frank Wolfe","(Prefers Democratic Party)","5137","59.5525","Pacific County"
"Pacific","Pacific County COUNTY COMMISSIONER #02","Richard H. Makowski","(Prefers Democrat Party)","3489","40.4475","Pacific County"
"Pacific","Supreme Court Justice Position 2","Susan Owens","","7188","100","Supreme Court"
"Pacific","Supreme Court Justice Position 8","Steve Gonzalez","","6979","100","Supreme Court"
"Pacific","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","4571","56.0721","Supreme Court"
"Pacific","Supreme Court Justice Position 9","Richard B. Sanders","","3581","43.9279","Supreme Court"
"Pacific","Court of Appeals, Division 2, District 3 Judge Position 1","Joel Penoyar","","8016","100","Court of Appeals, Division 2, District 3"
"Pacific","Pacific, Wahkiakum Superior Court Judge Position 1","Mike Sullivan","","6701","74.3564","Pacific, Wahkiakum Superior Court"
"Pacific","Pacific, Wahkiakum Superior Court Judge Position 1","Dennis Gordon","","2311","25.6436","Pacific, Wahkiakum Superior Court"
"Pacific","Fire District #15 Grays Harbor County Fire District #15 - Proposition 1 levy for the provision of Emergency Medical Services ","Yes","","39","76.4706","Fire District #15"
"Pacific","Fire District #15 Grays Harbor County Fire District #15 - Proposition 1 levy for the provision of Emergency Medical Services ","No","","12","23.5294","Fire District #15"
"Pacific","Fire District #15 Grays Harbor County Fire District #15 - Proposition 2 Proposition to restore the district's regular property tax levy","Approved","","35","70","Fire District #15"
"Pacific","Fire District #15 Grays Harbor County Fire District #15 - Proposition 2 Proposition to restore the district's regular property tax levy","Rejected","","15","30","Fire District #15"
"Pacific","Emergency Med. Service 1 PROPOSITION NO. 1 ambulance and emergency medical services","YES","","2827","65.0334","Emergency Med. Service 1"
"Pacific","Emergency Med. Service 1 PROPOSITION NO. 1 ambulance and emergency medical services","NO","","1520","34.9666","Emergency Med. Service 1"
"Pacific","Public Utility District 2 PUBLIC UTILITY COMMISSIONER #02","Diana L Thompson","","7176","100","Public Utility District 2"
"Pend Oreille","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","4789","74.2826","Statewide"
"Pend Oreille","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","1658","25.7174","Statewide"
"Pend Oreille","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","3236","49.4801","Statewide"
"Pend Oreille","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","3304","50.5199","Statewide"
"Pend Oreille","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","2242","33.7194","Statewide"
"Pend Oreille","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","4407","66.2806","Statewide"
"Pend Oreille","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","3302","49.3499","Statewide"
"Pend Oreille","Statewide Initiative Measure No. 502 Concerns marijuana","No","","3389","50.6501","Statewide"
"Pend Oreille","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","3479","56.6612","Statewide"
"Pend Oreille","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","2661","43.3388","Statewide"
"Pend Oreille","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","1868","29.6414","Statewide"
"Pend Oreille","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","4434","70.3586","Statewide"
"Pend Oreille","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","4178","70.4672","Washington State"
"Pend Oreille","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","1751","29.5328","Washington State"
"Pend Oreille","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","4313","71.2304","Washington State"
"Pend Oreille","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","1742","28.7696","Washington State"
"Pend Oreille","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","2508","37.6125","United States"
"Pend Oreille","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","3952","59.2681","United States"
"Pend Oreille","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","103","1.5447","United States"
"Pend Oreille","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","40","0.5999","United States"
"Pend Oreille","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","42","0.6299","United States"
"Pend Oreille","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","4","0.06","United States"
"Pend Oreille","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","5","0.075","United States"
"Pend Oreille","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","14","0.21","United States"
"Pend Oreille","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","2867","43.2037","United States"
"Pend Oreille","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","3769","56.7963","United States"
"Pend Oreille","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","4255","64.4209","Congressional District 5"
"Pend Oreille","Congressional District 5 U.S. Representative","Rich Cowan","(Prefers Democratic Party)","2350","35.5791","Congressional District 5"
"Pend Oreille","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","2442","37.0561","Washington State"
"Pend Oreille","Washington State Governor","Rob McKenna","(Prefers Republican Party)","4148","62.9439","Washington State"
"Pend Oreille","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","2653","41.8454","Washington State"
"Pend Oreille","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","3687","58.1546","Washington State"
"Pend Oreille","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","4050","64.3982","Washington State"
"Pend Oreille","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","2239","35.6018","Washington State"
"Pend Oreille","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","2670","42.72","Washington State"
"Pend Oreille","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","3580","57.28","Washington State"
"Pend Oreille","Washington State State Auditor","James Watkins","(Prefers Republican Party)","3829","61.6586","Washington State"
"Pend Oreille","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","2381","38.3414","Washington State"
"Pend Oreille","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","2451","38.8062","Washington State"
"Pend Oreille","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","3865","61.1938","Washington State"
"Pend Oreille","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","2772","43.5849","Washington State"
"Pend Oreille","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","3588","56.4151","Washington State"
"Pend Oreille","Washington State Superintendent of Public Instruction","Randy I. Dorn","","4281","100","Washington State"
"Pend Oreille","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","2541","41.2099","Washington State"
"Pend Oreille","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","3625","58.7901","Washington State"
"Pend Oreille","Legislative District 7 State Representative Pos. 1","Shelly Short","(Prefers Republican Party)","4721","100","Legislative District 7"
"Pend Oreille","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","3377","61.6691","Legislative District 7"
"Pend Oreille","Legislative District 7 State Representative Pos. 2","Robert (Bob) Wilson","(Prefers Republican Party)","2099","38.3309","Legislative District 7"
"Pend Oreille","County COUNTY COMMISSIONER 1","Diane Wear","(Prefers Democratic Party)","2513","39.6435","County"
"Pend Oreille","County COUNTY COMMISSIONER 1","Karen Skoog","(Prefers Republican Party)","3826","60.3565","County"
"Pend Oreille","County COUNTY COMMISSIONER 3","Steve Kiss","(Prefers Republican Party)","3430","62.1264","County"
"Pend Oreille","County COUNTY COMMISSIONER 3","Tim Ibbetson","(Prefers Republican Party)","2091","37.8736","County"
"Pend Oreille","Supreme Court Justice Position 2","Susan Owens","","4240","100","Supreme Court"
"Pend Oreille","Supreme Court Justice Position 8","Steve Gonzalez","","4217","100","Supreme Court"
"Pend Oreille","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","2269","44.4205","Supreme Court"
"Pend Oreille","Supreme Court Justice Position 9","Richard B. Sanders","","2839","55.5795","Supreme Court"
"Pend Oreille","Court of Appeals, Division 3, District 1 Judge Position 1","Laurel Siddoway","","4062","100","Court of Appeals, Division 3, District 1"
"Pend Oreille","Ferry, Pend Oreille, Stevens Superior Court Judge Position 1","Patrick A. Monasmith","","4063","100","Ferry, Pend Oreille, Stevens Superior Court"
"Pend Oreille","Ferry, Pend Oreille, Stevens Superior Court Judge Position 2","Allen Nielson","","4040","100","Ferry, Pend Oreille, Stevens Superior Court"
"Pend Oreille","Fire District - 05 Permanent Lid Lift Levy Permanent lid lift levy to fund maintenance and operation","Approved","","52","57.7778","Fire District - 05"
"Pend Oreille","Fire District - 05 Permanent Lid Lift Levy Permanent lid lift levy to fund maintenance and operation","Rejected","","38","42.2222","Fire District - 05"
"Pend Oreille","Sacheen Lake W/S District SACHEEN LAKE SEWER AND WATER DISTRICT ONE YEAR EXCESS LEVY FOR MAINTENANCE AND OPERATION SACHEEN M&O LEVY","Yes","","169","66.0156","Sacheen Lake W/S District"
"Pend Oreille","Sacheen Lake W/S District SACHEEN LAKE SEWER AND WATER DISTRICT ONE YEAR EXCESS LEVY FOR MAINTENANCE AND OPERATION SACHEEN M&O LEVY","No","","87","33.9844","Sacheen Lake W/S District"
"Pend Oreille","Public Utility District (ALL) PUBLIC UTILITY COMMISSIONER #1","Dan Peterson","","4275","100","Public Utility District (ALL)"
"Pierce","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","226306","68.7438","Statewide"
"Pierce","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","102896","31.2562","Statewide"
"Pierce","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","183370","54.7568","Statewide"
"Pierce","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","151511","45.2432","Statewide"
"Pierce","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","168656","49.5888","Statewide"
"Pierce","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","171453","50.4112","Statewide"
"Pierce","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","184333","54.0441","Statewide"
"Pierce","Statewide Initiative Measure No. 502 Concerns marijuana","No","","156746","45.9559","Statewide"
"Pierce","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","200978","65.1637","Statewide"
"Pierce","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","107442","34.8363","Statewide"
"Pierce","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","132533","41.9162","Statewide"
"Pierce","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","183653","58.0838","Statewide"
"Pierce","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","188588","61.6148","Washington State"
"Pierce","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","117488","38.3852","Washington State"
"Pierce","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","181426","59.9137","Washington State"
"Pierce","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","121386","40.0863","Washington State"
"Pierce","Pierce Proposed Charter Amendment No. 40 Submitted by Pierce County Requiring a Two-Thirds Vote of the Council To Levy or Increase a New Councilmanic Tax","Approved","","200378","67.0726","Pierce"
"Pierce","Pierce Proposed Charter Amendment No. 40 Submitted by Pierce County Requiring a Two-Thirds Vote of the Council To Levy or Increase a New Councilmanic Tax","Rejected","","98370","32.9274","Pierce"
"Pierce","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","186430","54.367","United States"
"Pierce","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","148467","43.2962","United States"
"Pierce","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","4584","1.3368","United States"
"Pierce","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","1010","0.2945","United States"
"Pierce","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","1777","0.5182","United States"
"Pierce","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","135","0.0394","United States"
"Pierce","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","113","0.033","United States"
