county,precinct,office,district,party,candidate,total
Douglas,101,,,,Registered,730
Douglas,102,,,,Registered,823
Douglas,103,,,,Registered,336
Douglas,104,,,,Registered,569
Douglas,105,,,,Registered,265
Douglas,106,,,,Registered,639
Douglas,107,,,,Registered,391
Douglas,108,,,,Registered,364
Douglas,109,,,,Registered,429
Douglas,111,,,,Registered,353
Douglas,112,,,,Registered,800
Douglas,201,,,,Registered,463
Douglas,202,,,,Registered,590
Douglas,203,,,,Registered,719
Douglas,204,,,,Registered,604
Douglas,205,,,,Registered,697
Douglas,206,,,,Registered,220
Douglas,207,,,,Registered,86
Douglas,208,,,,Registered,51
Douglas,209,,,,Registered,497
Douglas,210,,,,Registered,260
Douglas,211,,,,Registered,83
Douglas,212,,,,Registered,42
Douglas,213,,,,Registered,75
Douglas,214,,,,Registered,12
Douglas,215,,,,Registered,253
Douglas,216,,,,Registered,391
Douglas,218,,,,Registered,576
Douglas,301,,,,Registered,1258
Douglas,302,,,,Registered,965
Douglas,303,,,,Registered,406
Douglas,304,,,,Registered,125
Douglas,305,,,,Registered,275
Douglas,306,,,,Registered,25
Douglas,307,,,,Registered,74
Douglas,308,,,,Registered,38
Douglas,309,,,,Registered,117
Douglas,310,,,,Registered,204
Douglas,311,,,,Registered,490
Douglas,312,,,,Registered,48
Douglas,313,,,,Registered,63
Douglas,314,,,,Registered,137
Douglas,316,,,,Registered,720
Douglas,317,,,,Registered,398
Douglas,319,,,,Registered,764
Douglas,,,,,Registered,17425
Douglas,101,,,,Ballots,498
Douglas,102,,,,Ballots,533
Douglas,103,,,,Ballots,167
Douglas,104,,,,Ballots,417
Douglas,105,,,,Ballots,131
Douglas,106,,,,Ballots,355
Douglas,107,,,,Ballots,219
Douglas,108,,,,Ballots,185
Douglas,109,,,,Ballots,249
Douglas,111,,,,Ballots,232
Douglas,112,,,,Ballots,522
Douglas,201,,,,Ballots,267
Douglas,202,,,,Ballots,361
Douglas,203,,,,Ballots,447
Douglas,204,,,,Ballots,369
Douglas,205,,,,Ballots,501
Douglas,206,,,,Ballots,130
Douglas,207,,,,Ballots,65
Douglas,208,,,,Ballots,38
Douglas,209,,,,Ballots,334
Douglas,210,,,,Ballots,136
Douglas,211,,,,Ballots,57
Douglas,212,,,,Ballots,36
Douglas,213,,,,Ballots,55
Douglas,214,,,,Ballots,10
Douglas,215,,,,Ballots,122
Douglas,216,,,,Ballots,217
Douglas,218,,,,Ballots,328
Douglas,301,,,,Ballots,885
Douglas,302,,,,Ballots,731
Douglas,303,,,,Ballots,257
Douglas,304,,,,Ballots,75
Douglas,305,,,,Ballots,181
Douglas,306,,,,Ballots,17
Douglas,307,,,,Ballots,55
Douglas,308,,,,Ballots,34
Douglas,309,,,,Ballots,87
Douglas,310,,,,Ballots,154
Douglas,311,,,,Ballots,316
Douglas,312,,,,Ballots,26
Douglas,313,,,,Ballots,38
Douglas,314,,,,Ballots,96
Douglas,316,,,,Ballots,547
Douglas,317,,,,Ballots,265
Douglas,319,,,,Ballots,550
Douglas,,,,,Ballots,11295
Douglas,101,U.S. Senate,,D,Maria Cantwell,180
Douglas,102,U.S. Senate,,D,Maria Cantwell,221
Douglas,103,U.S. Senate,,D,Maria Cantwell,75
Douglas,104,U.S. Senate,,D,Maria Cantwell,172
Douglas,105,U.S. Senate,,D,Maria Cantwell,58
Douglas,106,U.S. Senate,,D,Maria Cantwell,161
Douglas,107,U.S. Senate,,D,Maria Cantwell,93
Douglas,108,U.S. Senate,,D,Maria Cantwell,78
Douglas,109,U.S. Senate,,D,Maria Cantwell,88
Douglas,111,U.S. Senate,,D,Maria Cantwell,98
Douglas,112,U.S. Senate,,D,Maria Cantwell,205
Douglas,201,U.S. Senate,,D,Maria Cantwell,104
Douglas,202,U.S. Senate,,D,Maria Cantwell,150
Douglas,203,U.S. Senate,,D,Maria Cantwell,168
Douglas,204,U.S. Senate,,D,Maria Cantwell,126
Douglas,205,U.S. Senate,,D,Maria Cantwell,183
Douglas,206,U.S. Senate,,D,Maria Cantwell,41
Douglas,207,U.S. Senate,,D,Maria Cantwell,22
Douglas,208,U.S. Senate,,D,Maria Cantwell,14
Douglas,209,U.S. Senate,,D,Maria Cantwell,110
Douglas,210,U.S. Senate,,D,Maria Cantwell,73
Douglas,211,U.S. Senate,,D,Maria Cantwell,13
Douglas,212,U.S. Senate,,D,Maria Cantwell,6
Douglas,213,U.S. Senate,,D,Maria Cantwell,13
Douglas,214,U.S. Senate,,D,Maria Cantwell,0
Douglas,215,U.S. Senate,,D,Maria Cantwell,52
Douglas,216,U.S. Senate,,D,Maria Cantwell,76
Douglas,218,U.S. Senate,,D,Maria Cantwell,124
Douglas,301,U.S. Senate,,D,Maria Cantwell,286
Douglas,302,U.S. Senate,,D,Maria Cantwell,236
Douglas,303,U.S. Senate,,D,Maria Cantwell,136
Douglas,304,U.S. Senate,,D,Maria Cantwell,27
Douglas,305,U.S. Senate,,D,Maria Cantwell,58
Douglas,306,U.S. Senate,,D,Maria Cantwell,3
Douglas,307,U.S. Senate,,D,Maria Cantwell,26
Douglas,308,U.S. Senate,,D,Maria Cantwell,15
Douglas,309,U.S. Senate,,D,Maria Cantwell,18
Douglas,310,U.S. Senate,,D,Maria Cantwell,42
Douglas,311,U.S. Senate,,D,Maria Cantwell,100
Douglas,312,U.S. Senate,,D,Maria Cantwell,9
Douglas,313,U.S. Senate,,D,Maria Cantwell,10
Douglas,314,U.S. Senate,,D,Maria Cantwell,70
Douglas,316,U.S. Senate,,D,Maria Cantwell,211
Douglas,317,U.S. Senate,,D,Maria Cantwell,115
Douglas,319,U.S. Senate,,D,Maria Cantwell,207
Douglas,,U.S. Senate,,D,Maria Cantwell,4273
Douglas,101,U.S. Senate,,R,Mike McGavick,303
Douglas,102,U.S. Senate,,R,Mike McGavick,285
Douglas,103,U.S. Senate,,R,Mike McGavick,82
Douglas,104,U.S. Senate,,R,Mike McGavick,235
Douglas,105,U.S. Senate,,R,Mike McGavick,68
Douglas,106,U.S. Senate,,R,Mike McGavick,187
Douglas,107,U.S. Senate,,R,Mike McGavick,112
Douglas,108,U.S. Senate,,R,Mike McGavick,102
Douglas,109,U.S. Senate,,R,Mike McGavick,149
Douglas,111,U.S. Senate,,R,Mike McGavick,122
Douglas,112,U.S. Senate,,R,Mike McGavick,299
Douglas,201,U.S. Senate,,R,Mike McGavick,147
Douglas,202,U.S. Senate,,R,Mike McGavick,198
Douglas,203,U.S. Senate,,R,Mike McGavick,267
Douglas,204,U.S. Senate,,R,Mike McGavick,225
Douglas,205,U.S. Senate,,R,Mike McGavick,296
Douglas,206,U.S. Senate,,R,Mike McGavick,85
Douglas,207,U.S. Senate,,R,Mike McGavick,43
Douglas,208,U.S. Senate,,R,Mike McGavick,23
Douglas,209,U.S. Senate,,R,Mike McGavick,219
Douglas,210,U.S. Senate,,R,Mike McGavick,58
Douglas,211,U.S. Senate,,R,Mike McGavick,44
Douglas,212,U.S. Senate,,R,Mike McGavick,27
Douglas,213,U.S. Senate,,R,Mike McGavick,40
Douglas,214,U.S. Senate,,R,Mike McGavick,10
Douglas,215,U.S. Senate,,R,Mike McGavick,65
Douglas,216,U.S. Senate,,R,Mike McGavick,132
Douglas,218,U.S. Senate,,R,Mike McGavick,185
Douglas,301,U.S. Senate,,R,Mike McGavick,574
Douglas,302,U.S. Senate,,R,Mike McGavick,483
Douglas,303,U.S. Senate,,R,Mike McGavick,109
Douglas,304,U.S. Senate,,R,Mike McGavick,41
Douglas,305,U.S. Senate,,R,Mike McGavick,112
Douglas,306,U.S. Senate,,R,Mike McGavick,14
Douglas,307,U.S. Senate,,R,Mike McGavick,26
Douglas,308,U.S. Senate,,R,Mike McGavick,18
Douglas,309,U.S. Senate,,R,Mike McGavick,66
Douglas,310,U.S. Senate,,R,Mike McGavick,100
Douglas,311,U.S. Senate,,R,Mike McGavick,206
Douglas,312,U.S. Senate,,R,Mike McGavick,16
Douglas,313,U.S. Senate,,R,Mike McGavick,27
Douglas,314,U.S. Senate,,R,Mike McGavick,24
Douglas,316,U.S. Senate,,R,Mike McGavick,321
Douglas,317,U.S. Senate,,R,Mike McGavick,147
Douglas,319,U.S. Senate,,R,Mike McGavick,329
Douglas,,U.S. Senate,,R,Mike McGavick,6621
Douglas,101,U.S. Senate,,L,Bruce Guthrie,5
Douglas,102,U.S. Senate,,L,Bruce Guthrie,6
Douglas,103,U.S. Senate,,L,Bruce Guthrie,0
Douglas,104,U.S. Senate,,L,Bruce Guthrie,2
Douglas,105,U.S. Senate,,L,Bruce Guthrie,0
Douglas,106,U.S. Senate,,L,Bruce Guthrie,2
Douglas,107,U.S. Senate,,L,Bruce Guthrie,4
Douglas,108,U.S. Senate,,L,Bruce Guthrie,2
Douglas,109,U.S. Senate,,L,Bruce Guthrie,7
Douglas,111,U.S. Senate,,L,Bruce Guthrie,3
Douglas,112,U.S. Senate,,L,Bruce Guthrie,4
Douglas,201,U.S. Senate,,L,Bruce Guthrie,3
Douglas,202,U.S. Senate,,L,Bruce Guthrie,3
Douglas,203,U.S. Senate,,L,Bruce Guthrie,3
Douglas,204,U.S. Senate,,L,Bruce Guthrie,5
Douglas,205,U.S. Senate,,L,Bruce Guthrie,3
Douglas,206,U.S. Senate,,L,Bruce Guthrie,0
Douglas,207,U.S. Senate,,L,Bruce Guthrie,0
Douglas,208,U.S. Senate,,L,Bruce Guthrie,0
Douglas,209,U.S. Senate,,L,Bruce Guthrie,2
Douglas,210,U.S. Senate,,L,Bruce Guthrie,1
Douglas,211,U.S. Senate,,L,Bruce Guthrie,0
Douglas,212,U.S. Senate,,L,Bruce Guthrie,0
Douglas,213,U.S. Senate,,L,Bruce Guthrie,2
Douglas,214,U.S. Senate,,L,Bruce Guthrie,0
Douglas,215,U.S. Senate,,L,Bruce Guthrie,0
Douglas,216,U.S. Senate,,L,Bruce Guthrie,4
Douglas,218,U.S. Senate,,L,Bruce Guthrie,7
Douglas,301,U.S. Senate,,L,Bruce Guthrie,6
Douglas,302,U.S. Senate,,L,Bruce Guthrie,3
Douglas,303,U.S. Senate,,L,Bruce Guthrie,3
Douglas,304,U.S. Senate,,L,Bruce Guthrie,6
Douglas,305,U.S. Senate,,L,Bruce Guthrie,1
Douglas,306,U.S. Senate,,L,Bruce Guthrie,0
Douglas,307,U.S. Senate,,L,Bruce Guthrie,1
Douglas,308,U.S. Senate,,L,Bruce Guthrie,0
Douglas,309,U.S. Senate,,L,Bruce Guthrie,1
Douglas,310,U.S. Senate,,L,Bruce Guthrie,5
Douglas,311,U.S. Senate,,L,Bruce Guthrie,4
Douglas,312,U.S. Senate,,L,Bruce Guthrie,0
Douglas,313,U.S. Senate,,L,Bruce Guthrie,0
Douglas,314,U.S. Senate,,L,Bruce Guthrie,1
Douglas,316,U.S. Senate,,L,Bruce Guthrie,7
Douglas,317,U.S. Senate,,L,Bruce Guthrie,2
Douglas,319,U.S. Senate,,L,Bruce Guthrie,3
Douglas,,U.S. Senate,,L,Bruce Guthrie,111
Douglas,101,U.S. Senate,,I,Robin Adair,5
