firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,county,Island,935
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,county,King,8
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,county,San Juan,194
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,county,Skagit,1170
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,county,Whatcom,1966
Warren E.,Hanson,Warren E. Hanson,R,R,U. S. Representative District #2,NA,,state,Washington,8541
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,Island,7139
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,King,62
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,San Juan,2763
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,Skagit,10125
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,Snohomish,26436
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,county,Whatcom,12713
Rick,Larsen,Rick Larsen,D,D,U. S. Representative District #2,NA,,state,Washington,59238
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,Island,1751
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,King,13
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,San Juan,1566
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,Skagit,4258
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,Snohomish,7707
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,county,Whatcom,6873
Herb,Meyer,Herb Meyer,R,R,U. S. Representative District #2,NA,,state,Washington,22168
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Island,5735
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,King,31
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,San Juan,673
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Skagit,4507
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Snohomish,10968
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,county,Whatcom,4451
Norma,Smith,Norma Smith,R,R,U. S. Representative District #2,NA,,state,Washington,26365
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Clark,32265
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Cowlitz,13517
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Lewis,6971
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Pacific,3731
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Skamania,1095
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Thurston,18834
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,county,Wahkiakum,1127
Brian,Baird,Brian Baird,D,D,U. S. Representative District #3,NA,,state,Washington,77540
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Clark,29963
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Cowlitz,7925
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Lewis,8701
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Pacific,1518
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Skamania,784
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Thurston,9597
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,county,Wahkiakum,451
Joseph,Zarelli,Joseph Zarelli,R,R,U. S. Representative District #3,NA,,state,Washington,58939
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Adams,83
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Benton,1155
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Chelan,1103
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Douglas,427
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Franklin,360
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Grant,668
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Kittitas,515
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Klickitat,388
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Skamania,105
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,county,Yakima,2538
Thor,Amundson,Thor Amundson,D,D,U. S. Representative District #4,NA,,state,Washington,7342
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Adams,1094
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Benton,17515
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Chelan,10591
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Douglas,5278
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Franklin,5627
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Grant,9284
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Kittitas,3932
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Klickitat,2051
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Skamania,252
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,county,Yakima,20121
Doc,Hastings,Doc Hastings,R,R,U. S. Representative District #4,NA,,state,Washington,75745
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Adams,164
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Benton,3927
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Chelan,1970
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Douglas,1023
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Franklin,1356
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Grant,1652
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Kittitas,1274
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Klickitat,597
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Skamania,192
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,county,Yakima,6571
Craig,Mason,Craig Mason,D,D,U. S. Representative District #4,NA,,state,Washington,18726
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Adams,65
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Benton,1350
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Chelan,868
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Douglas,432
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Franklin,342
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Grant,681
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Kittitas,450
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Klickitat,239
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Skamania,84
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,county,Yakima,1989
Gordon Allen,Pross,Gordon Allen Pross,R,R,U. S. Representative District #4,NA,,state,Washington,6500
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Adams,65
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Asotin,232
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Columbia,50
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Ferry,162
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Garfield,20
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Lincoln,144
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Okanogan,615
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Pend Oreille,202
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Spokane,4938
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Stevens,531
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Walla Walla,395
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,county,Whitman,346
Rob,Chase,Rob Chase,L,L,U. S. Representative District #5,NA,,state,Washington,7700
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Adams,227
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Asotin,1136
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Columbia,279
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Ferry,575
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Garfield,130
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Lincoln,818
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Okanogan,2105
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Pend Oreille,1024
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Spokane,25911
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Stevens,2037
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Walla Walla,2467
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,county,Whitman,1921
Bart,Haggin,Bart Haggin,D,D,U. S. Representative District #5,NA,,state,Washington,38630
Leo,Van Hollebeke,Leo  Van Hollebeke,R,R,State Representative District #1,Position #2,,county,King,1639
Leo,Van Hollebeke,Leo  Van Hollebeke,R,R,State Representative District #1,Position #2,,county,Snohomish,8509
Leo,Van Hollebeke,Leo  Van Hollebeke,R,R,State Representative District #1,Position #2,,state,Washington,10148
Ronald,Bauer,Ron Bauer,D,D,State Representative District #2,Position #1,,county,Pierce,2936
Ronald,Bauer,Ron Bauer,D,D,State Representative District #2,Position #1,,county,Thurston,782
Ronald,Bauer,Ron Bauer,D,D,State Representative District #2,Position #1,,state,Washington,3718
Roger,Bush,Roger Bush,R,R,State Representative District #2,Position #1,,county,Pierce,8750
Roger,Bush,Roger Bush,R,R,State Representative District #2,Position #1,,county,Thurston,1815
Roger,Bush,Roger Bush,R,R,State Representative District #2,Position #1,,state,Washington,10565
Larry,Nelson,Larry Nelson,D,D,State Representative District #2,Position #1,,county,Pierce,4463
Larry,Nelson,Larry Nelson,D,D,State Representative District #2,Position #1,,county,Thurston,929
Larry,Nelson,Larry Nelson,D,D,State Representative District #2,Position #1,,state,Washington,5392
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Adams,1528
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Asotin,2365
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Columbia,1319
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Ferry,1580
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Garfield,423
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Lincoln,2887
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Okanogan,5898
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Pend Oreille,2185
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Spokane,47210
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Stevens,6280
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Walla Walla,6766
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,county,Whitman,5531
George R.,"Nethercutt, Jr.",George R. Nethercutt Jr.,R,R,U. S. Representative District #5,NA,,state,Washington,83972
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Clallam,1282
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Grays Harbor,270
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Jefferson,190
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Kitsap,481
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Mason,342
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,county,Pierce,984
John A.,Bennett,John A. Bennett,L,L,U. S. Representative District #6,NA,,state,Washington,3549
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Clallam,9812
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Grays Harbor,6937
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Jefferson,5656
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Kitsap,17559
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Mason,6560
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,county,Pierce,36931
Norm,Dicks,Norm Dicks,D,D,U. S. Representative District #6,NA,,state,Washington,83455
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Clallam,7121
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Grays Harbor,2397
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Jefferson,2581
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Kitsap,6250
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Mason,2927
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,county,Pierce,14363
Bob,Lawrence,Bob Lawrence,R,R,U. S. Representative District #6,NA,,state,Washington,35639
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Clallam,2367
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Grays Harbor,608
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Jefferson,1810
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Kitsap,1212
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Mason,672
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,county,Pierce,3089
Douglas,Milholland,Douglas Milholland,D,D,U. S. Representative District #6,NA,,state,Washington,9758
Brian,Bartels,Brian Bartels,L,L,U. S. Representative District #7,NA,,county,King,1874
Brian,Bartels,Brian Bartels,L,L,U. S. Representative District #7,NA,,state,Washington,1874
Carol Thorne,Cassady,Carol Thorne Cassady,R,R,U. S. Representative District #7,NA,,county,King,20688
Carol Thorne,Cassady,Carol Thorne Cassady,R,R,U. S. Representative District #7,NA,,state,Washington,20688
Stan,Lippmann,Stan Lippmann,L,L,U. S. Representative District #7,NA,,county,King,2238
Stan,Lippmann,Stan Lippmann,L,L,U. S. Representative District #7,NA,,state,Washington,2238
Jim,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,county,King,84876
Jim,McDermott,Jim McDermott,D,D,U. S. Representative District #7,NA,,state,Washington,84876
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,county,King,29235
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,county,Pierce,6446
Heidi,Behrens-Benedict,Heidi Behrens-Benedict,D,D,U. S. Representative District #8,NA,,state,Washington,35681
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,county,King,54176
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,county,Pierce,14023
Jennifer,Dunn,Jennifer Dunn,R,R,U. S. Representative District #8,NA,,state,Washington,68199
Mark A.,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,county,King,1931
Mark A.,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,county,Pierce,675
Mark A.,Taff,Mark A. Taff,L,L,U. S. Representative District #8,NA,,state,Washington,2606
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,King,13914
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,Pierce,16076
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,county,Thurston,6378
Sarah,Casada,Sarah Casada,R,R,U. S. Representative District #9,NA,,state,Washington,36368
J.,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,King,927
J.,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,Pierce,1030
J.,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,county,Thurston,598
J.,Mills,J. Mills,L,L,U. S. Representative District #9,NA,,state,Washington,2555
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,King,25302
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Pierce,20795
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,county,Thurston,11153
Adam,Smith,Adam Smith,D,D,U. S. Representative District #9,NA,,state,Washington,57250
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Adams,771
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Asotin,983
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Benton,5189
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Chelan,3238
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Clallam,4714
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Clark,15321
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Columbia,351
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Cowlitz,6087
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Douglas,1561
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Ferry,531
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Franklin,1765
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Garfield,147
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Grant,2972
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Grays Harbor,3058
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Island,3816
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Jefferson,2375
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,King,51941
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Kitsap,10345
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Kittitas,1270
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Klickitat,799
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Lewis,3587
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Lincoln,696
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Mason,2376
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Okanogan,1837
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pacific,1291
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pend Oreille,997
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Pierce,26912
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,San Juan,1180
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Skagit,4647
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Skamania,698
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Snohomish,27185
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Spokane,23815
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Stevens,2044
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Thurston,13286
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Wahkiakum,364
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Walla Walla,2027
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Whatcom,5389
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Whitman,1646
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,county,Yakima,8061
Mary,Fairhurst,Mary Fairhurst,NP,NP,State Supreme Court Justice,Position #3,,state,Washington,245272
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Adams,878
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Asotin,933
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Benton,7548
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Chelan,4353
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Clallam,3883
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Clark,10662
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Columbia,435
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Cowlitz,5030
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Douglas,2111
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Ferry,390
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Franklin,2539
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Garfield,112
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Grant,3429
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Grays Harbor,2136
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Island,3704
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Jefferson,1849
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,King,56429
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Kitsap,14343
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Kittitas,1606
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Klickitat,829
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Lewis,5004
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Lincoln,948
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Mason,2855
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Okanogan,1897
Jim,Johnson,Jim Johnson,NP,NP,State Supreme Court Justice,Position #3,,county,Pacific,916
