county,precinct,office,district,party,candidate,votes,absentee,polls
Clark,485,,,,Registered,946,,
Clark,490,,,,Registered,674,,
Clark,500,RDG,,,Registered,1478,,
Clark,505,,,,Registered,1280,,
Clark,510,,,,Registered,880,,
Clark,515,,,,Registered,1229,,
Clark,520,,,,Registered,1400,,
Clark,525,,,,Registered,986,,
Clark,528,,,,Registered,1006,,
Clark,530,,,,Registered,507,,
Clark,535,,,,Registered,1957,,
Clark,537,,,,Registered,803,,
Clark,540,,,,Registered,1595,,
Clark,543,,,,Registered,516,,
Clark,545,,,,Registered,1105,,
Clark,550,,,,Registered,1774,,
Clark,555,,,,Registered,895,,
Clark,560,,,,Registered,1162,,
Clark,563,,,,Registered,1358,,
Clark,565,,,,Registered,1205,,
Clark,570,,,,Registered,1449,,
Clark,571,,,,Registered,1186,,
Clark,573,,,,Registered,943,,
Clark,577,,,,Registered,1643,,
Clark,580,,,,Registered,1218,,
Clark,583,,,,Registered,2111,,
Clark,584,,,,Registered,1294,,
Clark,585,,,,Registered,1879,,
Clark,586,,,,Registered,942,,
Clark,590,,,,Registered,1270,,
Clark,592,,,,Registered,1362,,
Clark,593,,,,Registered,1487,,
Clark,595,,,,Registered,1434,,
Clark,600,,,,Registered,524,,
Clark,605,,,,Registered,1056,,
Clark,606,,,,Registered,162,,
Clark,610,,,,Registered,1338,,
Clark,613,,,,Registered,470,,
Clark,615,,,,Registered,450,,
Clark,617,,,,Registered,1026,,
Clark,620,,,,Registered,1945,,
Clark,624,,,,Registered,565,,
Clark,625,,,,Registered,1130,,
Clark,626,,,,Registered,1266,,
Clark,627,,,,Registered,1072,,
Clark,628,,,,Registered,961,,
Clark,629,,,,Registered,1248,,
Clark,630,,,,Registered,1239,,
Clark,631,VAN,,,Registered,1202,,
Clark,633,,,,Registered,943,,
Clark,634,,,,Registered,810,,
Clark,635,,,,Registered,780,,
Clark,636,,,,Registered,1013,,
Clark,638,,,,Registered,1268,,
Clark,639,VAN,,,Registered,1078,,
Clark,640,,,,Registered,1559,,
Clark,642,,,,Registered,420,,
Clark,643,,,,Registered,775,,
Clark,644,VAN,,,Registered,1436,,
Clark,645,VAN,,,Registered,1240,,
Clark,646,,,,Registered,1567,,
Clark,648,VAN,,,Registered,1439,,
Clark,649,,,,Registered,1220,,
Clark,650,VAN,,,Registered,1213,,
Clark,651,VAN,,,Registered,922,,
Clark,652,VAN,,,Registered,1011,,
Clark,653,VAN,,,Registered,1340,,
Clark,654,VAN,,,Registered,886,,
Clark,656,VAN,,,Registered,611,,
Clark,658,VAN,,,Registered,926,,
Clark,659,VAN,,,Registered,1290,,
Clark,660,VAN,,,Registered,1144,,
Clark,662,VAN,,,Registered,1345,,
Clark,663,VAN,,,Registered,955,,
Clark,664,VAN,,,Registered,1397,,
Clark,668,VAN,,,Registered,1514,,
Clark,669,VAN,,,Registered,794,,
Clark,670,VAN,,,Registered,1398,,
Clark,675,VAN,,,Registered,1893,,
Clark,677,VAN,,,Registered,1070,,
Clark,678,VAN,,,Registered,1411,,
Clark,679,VAN,,,Registered,1409,,
Clark,680,VAN,,,Registered,1568,,
Clark,681,VAN,,,Registered,1381,,
Clark,682,VAN,,,Registered,1106,,
Clark,683,VAN,,,Registered,1037,,
Clark,685,VAN,,,Registered,1454,,
Clark,687,VAN,,,Registered,829,,
Clark,688,VAN,,,Registered,1092,,
Clark,689,VAN,,,Registered,1133,,
Clark,691,VAN,,,Registered,1387,,
Clark,692,VAN,,,Registered,638,,
Clark,693,,,,Registered,897,,
Clark,694,VAN,,,Registered,436,,
Clark,695,VAN,,,Registered,664,,
Clark,696,VAN,,,Registered,1735,,
Clark,697,VAN,,,Registered,1202,,
Clark,698,,,,Registered,1688,,
Clark,900,,,,Registered,1393,,
Clark,905,,,,Registered,1103,,
Clark,910,,,,Registered,1338,,
Clark,914,,,,Registered,1868,,
Clark,915,,,,Registered,69,,
Clark,917,,,,Registered,728,,
Clark,920,,,,Registered,750,,
Clark,925,,,,Registered,946,,
Clark,930,,,,Registered,872,,
Clark,935,,,,Registered,209,,
Clark,940,,,,Registered,1394,,
Clark,947,,,,Registered,1144,,
Clark,950,,,,Registered,1239,,
Clark,960,,,,Registered,2006,,
Clark,963,,,,Registered,1024,,
Clark,964,,,,Registered,1762,,
Clark,965,,,,Registered,1614,,
Clark,980,,,,Registered,835,,
Clark,985,,,,Registered,1338,,
Clark,,,,,Registered,207611,,
Clark,50,,,,Ballots,775,529,246
Clark,55,,,,Ballots,905,652,253
Clark,60,,,,Ballots,864,568,296
Clark,70,,,,Ballots,826,524,302
Clark,90,,,,Ballots,633,389,244
Clark,100,,,,Ballots,1124,765,359
Clark,110,,,,Ballots,872,543,329
Clark,120,,,,Ballots,946,674,272
Clark,130,,,,Ballots,1034,735,299
Clark,147,,,,Ballots,769,543,226
Clark,150,,,,Ballots,737,479,258
Clark,153,,,,Ballots,687,454,233
Clark,160,,,,Ballots,673,449,224
Clark,170,,,,Ballots,675,459,216
Clark,175,,,,Ballots,655,399,256
Clark,180,,,,Ballots,934,621,313
Clark,190,,,,Ballots,1384,1014,370
Clark,200,,,,Ballots,1062,676,386
Clark,220,,,,Ballots,1064,746,318
Clark,225,,,,Ballots,855,626,229
Clark,240,,,,Ballots,1247,953,294
Clark,245,,,,Ballots,600,459,141
Clark,250,,,,Ballots,1432,1030,402
Clark,255,,,,Ballots,642,466,176
Clark,257,,,,Ballots,856,607,249
Clark,290,,,,Ballots,882,615,267
Clark,294,,,,Ballots,753,467,286
Clark,296,,,,Ballots,1045,748,297
Clark,325,,,,Ballots,1755,1259,496
Clark,330,,,,Ballots,1215,792,423
Clark,335,,,,Ballots,749,508,241
Clark,340,,,,Ballots,1253,808,445
Clark,350,,,,Ballots,916,659,257
Clark,360,,,,Ballots,1141,824,317
Clark,370,,,,Ballots,775,526,249
Clark,390,,,,Ballots,1026,727,299
Clark,395,,,,Ballots,266,171,95
Clark,400,,,,Ballots,614,411,203
Clark,410,,,,Ballots,1103,786,317
Clark,415,,,,Ballots,709,566,143
Clark,420,,,,Ballots,930,649,281
Clark,424,,,,Ballots,1272,921,351
Clark,425,,,,Ballots,1273,865,408
Clark,426,,,,Ballots,620,405,215
Clark,430,,,,Ballots,942,606,336
Clark,434,,,,Ballots,758,589,169
Clark,435,,,,Ballots,523,387,136
Clark,440,,,,Ballots,749,525,224
Clark,441,,,,Ballots,1062,727,335
Clark,444,,,,Ballots,784,534,250
Clark,445,,,,Ballots,1674,1194,480
Clark,446,,,,Ballots,1737,1187,550
Clark,447,,,,Ballots,1208,864,344
Clark,448,,,,Ballots,1206,827,379
Clark,450,,,,Ballots,1265,858,407
Clark,451,,,,Ballots,1361,950,411
Clark,452,,,,Ballots,844,633,211
Clark,453,,,,Ballots,832,556,276
Clark,455,,,,Ballots,588,371,217
Clark,460,,,,Ballots,1227,907,320
Clark,470,,,,Ballots,1050,746,304
Clark,480,,,,Ballots,1313,981,332
Clark,483,,,,Ballots,1147,925,222
Clark,485,,,,Ballots,787,606,181
Clark,490,,,,Ballots,580,419,161
Clark,500,,,,Ballots,1232,821,411
Clark,505,,,,Ballots,1070,776,294
Clark,510,,,,Ballots,703,542,161
Clark,515,,,,Ballots,1045,710,335
Clark,520,,,,Ballots,1105,828,277
Clark,525,,,,Ballots,830,619,211
Clark,528,,,,Ballots,797,594,203
Clark,530,,,,Ballots,413,299,114
Clark,535,,,,Ballots,1642,1270,372
Clark,537,,,,Ballots,658,449,209
Clark,540,,,,Ballots,1373,1027,346
Clark,543,,,,Ballots,424,325,99
Clark,545,,,,Ballots,899,660,239
Clark,550,,,,Ballots,1555,1182,373
Clark,555,,,,Ballots,761,553,208
Clark,560,,,,Ballots,1022,767,255
Clark,563,,,,Ballots,1113,811,302
Clark,565,,,,Ballots,952,707,245
Clark,570,,,,Ballots,1244,949,295
Clark,571,,,,Ballots,922,661,261
Clark,573,,,,Ballots,758,554,204
Clark,577,,,,Ballots,1422,1067,355
Clark,580,,,,Ballots,1058,819,239
Clark,583,,,,Ballots,1789,1179,610
Clark,584,,,,Ballots,1089,739,350
Clark,585,,,,Ballots,1588,1033,555
Clark,586,,,,Ballots,740,466,274
Clark,590,,,,Ballots,1090,857,233
Clark,592,,,,Ballots,1147,923,224
Clark,593,,,,Ballots,1291,994,297
Clark,595,,,,Ballots,1234,959,275
Clark,600,,,,Ballots,421,272,149
Clark,605,,,,Ballots,918,643,275
Clark,606,,,,Ballots,139,94,45
Clark,610,,,,Ballots,1161,812,349
Clark,613,,,,Ballots,375,286,89
Clark,615,,,,Ballots,405,278,127
Clark,617,,,,Ballots,846,598,248
Clark,620,,,,Ballots,1678,1272,406
Clark,624,,,,Ballots,457,300,157
Clark,625,,,,Ballots,955,701,254
Clark,626,,,,Ballots,1017,672,345
Clark,627,,,,Ballots,854,593,261
Clark,628,,,,Ballots,778,532,246
Clark,629,,,,Ballots,949,647,302
Clark,630,,,,Ballots,881,554,327
Clark,631,,,,Ballots,1027,732,295
Clark,633,,,,Ballots,661,450,211
Clark,634,,,,Ballots,617,412,205
Clark,635,,,,Ballots,658,413,245
Clark,636,,,,Ballots,781,531,250
Clark,638,,,,Ballots,1043,711,332
Clark,639,,,,Ballots,804,604,200
Clark,640,,,,Ballots,1161,805,356
Clark,642,,,,Ballots,372,296,76
Clark,643,,,,Ballots,580,393,187
Clark,644,,,,Ballots,1160,817,343
Clark,645,,,,Ballots,1074,776,298
Clark,646,,,,Ballots,1284,948,336
Clark,648,,,,Ballots,1205,834,371
Clark,649,,,,Ballots,950,657,293
Clark,650,,,,Ballots,1033,773,260
Clark,651,,,,Ballots,743,494,249
Clark,652,,,,Ballots,784,531,253
Clark,653,,,,Ballots,1046,725,321
Clark,654,,,,Ballots,693,470,223
Clark,656,,,,Ballots,521,378,143
Clark,658,,,,Ballots,750,495,255
Clark,659,,,,Ballots,1055,645,410
Clark,660,,,,Ballots,943,648,295
Clark,662,,,,Ballots,1183,849,334
Clark,663,,,,Ballots,758,525,233
Clark,664,,,,Ballots,1125,805,320
Clark,668,,,,Ballots,1420,1267,153
Clark,669,,,,Ballots,631,504,127
Clark,670,,,,Ballots,1154,778,376
Clark,675,,,,Ballots,1635,1123,512
Clark,677,,,,Ballots,913,613,300
Clark,678,,,,Ballots,1165,825,340
Clark,679,,,,Ballots,1191,791,400
Clark,680,,,,Ballots,1364,1085,279
Clark,681,,,,Ballots,1071,672,399
Clark,682,,,,Ballots,928,613,315
Clark,683,,,,Ballots,843,544,299
Clark,685,,,,Ballots,1152,789,363
Clark,687,,,,Ballots,673,410,263
Clark,688,,,,Ballots,876,555,321
Clark,689,,,,Ballots,902,556,346
Clark,691,,,,Ballots,1094,697,397
Clark,692,,,,Ballots,514,293,221
Clark,693,,,,Ballots,688,468,220
Clark,694,,,,Ballots,441,233,208
Clark,695,,,,Ballots,577,382,195
Clark,696,,,,Ballots,1532,1165,367
Clark,697,,,,Ballots,1036,724,312
Clark,698,,,,Ballots,1420,1037,383
Clark,900,,,,Ballots,1061,760,301
Clark,905,,,,Ballots,874,608,266
Clark,910,,,,Ballots,1001,710,291
Clark,914,,,,Ballots,1569,1138,431
Clark,915,,,,Ballots,73,58,15
Clark,917,,,,Ballots,587,419,168
Clark,920,,,,Ballots,641,440,201
Clark,925,,,,Ballots,773,542,231
Clark,930,,,,Ballots,768,566,202
Clark,935,,,,Ballots,169,118,51
Clark,940,,,,Ballots,1166,875,291
Clark,947,,,,Ballots,954,726,228
Clark,950,,,,Ballots,950,667,283
Clark,960,,,,Ballots,1760,1235,525
Clark,963,,,,Ballots,891,627,264
Clark,964,,,,Ballots,1614,1215,399
Clark,965,,,,Ballots,1388,1027,361
Clark,980,,,,Ballots,714,495,219
Clark,985,,,,Ballots,1096,755,341
Clark,,,,,Ballots,172265,121675,50590
Clark,50,President,,D,John Kerry,459,302,157
Clark,55,President,,D,John Kerry,480,355,125
Clark,60,President,,D,John Kerry,533,359,174
Clark,70,President,,D,John Kerry,546,357,189
Clark,90,President,,D,John Kerry,384,236,148
Clark,100,President,,D,John Kerry,775,544,231
Clark,110,President,,D,John Kerry,612,390,222
Clark,120,President,,D,John Kerry,602,441,161
Clark,130,President,,D,John Kerry,676,485,191
Clark,147,President,,D,John Kerry,402,290,112
Clark,150,President,,D,John Kerry,441,280,161
Clark,153,President,,D,John Kerry,390,260,130
Clark,160,President,,D,John Kerry,420,285,135
Clark,170,President,,D,John Kerry,430,293,137
Clark,175,President,,D,John Kerry,336,211,125
Clark,180,President,,D,John Kerry,577,387,190
Clark,190,President,,D,John Kerry,859,617,242
Clark,200,President,,D,John Kerry,654,405,249
Clark,220,President,,D,John Kerry,599,427,172
Clark,225,President,,D,John Kerry,441,332,109
Clark,240,President,,D,John Kerry,593,448,145
Clark,245,President,,D,John Kerry,263,189,74
Clark,250,President,,D,John Kerry,832,622,210
Clark,255,President,,D,John Kerry,314,236,78
Clark,257,President,,D,John Kerry,462,355,107
Clark,290,President,,D,John Kerry,483,324,159
Clark,294,President,,D,John Kerry,390,250,140
Clark,296,President,,D,John Kerry,532,380,152
Clark,325,President,,D,John Kerry,782,540,242
Clark,330,President,,D,John Kerry,581,384,197
Clark,335,President,,D,John Kerry,365,262,103
Clark,340,President,,D,John Kerry,676,447,229
Clark,350,President,,D,John Kerry,485,360,125
Clark,360,President,,D,John Kerry,599,447,152
Clark,370,President,,D,John Kerry,418,281,137
Clark,390,President,,D,John Kerry,537,379,158
Clark,395,President,,D,John Kerry,162,118,44
Clark,400,President,,D,John Kerry,348,235,113
Clark,410,President,,D,John Kerry,579,417,162
Clark,415,President,,D,John Kerry,380,316,64
Clark,420,President,,D,John Kerry,482,337,145
Clark,424,President,,D,John Kerry,615,451,164
Clark,425,President,,D,John Kerry,585,417,168
Clark,426,President,,D,John Kerry,285,182,103
Clark,430,President,,D,John Kerry,484,313,171
Clark,434,President,,D,John Kerry,348,259,89
Clark,435,President,,D,John Kerry,247,187,60
Clark,440,President,,D,John Kerry,367,271,96
Clark,441,President,,D,John Kerry,499,347,152
Clark,444,President,,D,John Kerry,392,265,127
Clark,445,President,,D,John Kerry,805,608,197
Clark,446,President,,D,John Kerry,747,499,248
Clark,447,President,,D,John Kerry,528,394,134
Clark,448,President,,D,John Kerry,508,371,137
Clark,450,President,,D,John Kerry,552,385,167
Clark,451,President,,D,John Kerry,639,461,178
Clark,452,President,,D,John Kerry,435,322,113
Clark,453,President,,D,John Kerry,406,282,124
Clark,455,President,,D,John Kerry,300,172,128
Clark,460,President,,D,John Kerry,543,409,134
Clark,470,President,,D,John Kerry,543,386,157
Clark,480,President,,D,John Kerry,614,455,159
Clark,483,President,,D,John Kerry,511,402,109
Clark,485,President,,D,John Kerry,308,222,86
Clark,490,President,,D,John Kerry,222,162,60
Clark,500,President,,D,John Kerry,553,363,190
Clark,505,President,,D,John Kerry,409,290,119
Clark,510,President,,D,John Kerry,281,223,58
Clark,515,President,,D,John Kerry,426,291,135
Clark,520,President,,D,John Kerry,458,334,124
Clark,525,President,,D,John Kerry,305,237,68
Clark,528,President,,D,John Kerry,316,234,82
Clark,530,President,,D,John Kerry,138,105,33
Clark,535,President,,D,John Kerry,545,430,115
Clark,537,President,,D,John Kerry,206,147,59
Clark,540,President,,D,John Kerry,483,351,132
Clark,543,President,,D,John Kerry,166,135,31
Clark,545,President,,D,John Kerry,376,282,94
Clark,550,President,,D,John Kerry,670,503,167
Clark,555,President,,D,John Kerry,313,236,77
Clark,560,President,,D,John Kerry,371,270,101
Clark,563,President,,D,John Kerry,488,368,120
Clark,565,President,,D,John Kerry,413,304,109
Clark,570,President,,D,John Kerry,480,359,121
Clark,571,President,,D,John Kerry,352,262,90
Clark,573,President,,D,John Kerry,320,243,77
Clark,577,President,,D,John Kerry,488,363,125
Clark,580,President,,D,John Kerry,396,313,83
Clark,583,President,,D,John Kerry,608,396,212
Clark,584,President,,D,John Kerry,398,260,138
Clark,585,President,,D,John Kerry,570,373,197
Clark,586,President,,D,John Kerry,294,198,96
Clark,590,President,,D,John Kerry,368,302,66
Clark,592,President,,D,John Kerry,455,372,83
Clark,593,President,,D,John Kerry,498,401,97
Clark,595,President,,D,John Kerry,415,328,87
Clark,600,President,,D,John Kerry,144,92,52
Clark,605,President,,D,John Kerry,255,188,67
Clark,606,President,,D,John Kerry,43,33,10
Clark,610,President,,D,John Kerry,400,272,128
Clark,613,President,,D,John Kerry,139,108,31
Clark,615,President,,D,John Kerry,161,117,44
Clark,617,President,,D,John Kerry,288,209,79
Clark,620,President,,D,John Kerry,617,460,157
Clark,624,President,,D,John Kerry,162,118,44
Clark,625,President,,D,John Kerry,372,296,76
Clark,626,President,,D,John Kerry,413,279,134
Clark,627,President,,D,John Kerry,384,268,116
Clark,628,President,,D,John Kerry,348,240,108
Clark,629,President,,D,John Kerry,404,275,129
Clark,630,President,,D,John Kerry,404,263,141
Clark,631,President,,D,John Kerry,478,326,152
Clark,633,President,,D,John Kerry,315,221,94
Clark,634,President,,D,John Kerry,254,157,97
Clark,635,President,,D,John Kerry,310,212,98
Clark,636,President,,D,John Kerry,360,245,115
Clark,638,President,,D,John Kerry,473,334,139
Clark,639,President,,D,John Kerry,385,300,85
Clark,640,President,,D,John Kerry,575,412,163
Clark,642,President,,D,John Kerry,138,110,28
Clark,643,President,,D,John Kerry,291,206,85
Clark,644,President,,D,John Kerry,513,357,156
Clark,645,President,,D,John Kerry,501,377,124
Clark,646,President,,D,John Kerry,590,458,132
Clark,648,President,,D,John Kerry,527,342,185
Clark,649,President,,D,John Kerry,369,274,95
Clark,650,President,,D,John Kerry,567,430,137
Clark,651,President,,D,John Kerry,385,271,114
Clark,652,President,,D,John Kerry,413,283,130
Clark,653,President,,D,John Kerry,536,388,148
Clark,654,President,,D,John Kerry,339,233,106
Clark,656,President,,D,John Kerry,231,167,64
Clark,658,President,,D,John Kerry,354,231,123
Clark,659,President,,D,John Kerry,522,323,199
Clark,660,President,,D,John Kerry,524,364,160
Clark,662,President,,D,John Kerry,515,382,133
Clark,663,President,,D,John Kerry,412,294,118
Clark,664,President,,D,John Kerry,524,366,158
Clark,668,President,,D,John Kerry,644,562,82
Clark,669,President,,D,John Kerry,272,214,58
Clark,670,President,,D,John Kerry,610,412,198
Clark,675,President,,D,John Kerry,747,495,252
Clark,677,President,,D,John Kerry,390,270,120
Clark,678,President,,D,John Kerry,550,389,161
Clark,679,President,,D,John Kerry,603,397,206
Clark,680,President,,D,John Kerry,662,530,132
Clark,681,President,,D,John Kerry,508,324,184
Clark,682,President,,D,John Kerry,479,319,160
Clark,683,President,,D,John Kerry,460,295,165
Clark,685,President,,D,John Kerry,567,401,166
Clark,687,President,,D,John Kerry,319,203,116
Clark,688,President,,D,John Kerry,411,266,145
Clark,689,President,,D,John Kerry,408,264,144
Clark,691,President,,D,John Kerry,494,323,171
Clark,692,President,,D,John Kerry,235,150,85
Clark,693,President,,D,John Kerry,300,207,93
Clark,694,President,,D,John Kerry,224,132,92
Clark,695,President,,D,John Kerry,248,171,77
Clark,696,President,,D,John Kerry,688,548,140
Clark,697,President,,D,John Kerry,512,363,149
Clark,698,President,,D,John Kerry,482,347,135
Clark,900,President,,D,John Kerry,511,371,140
Clark,905,President,,D,John Kerry,404,296,108
Clark,910,President,,D,John Kerry,507,353,154
Clark,914,President,,D,John Kerry,710,524,186
Clark,915,President,,D,John Kerry,25,18,7
Clark,917,President,,D,John Kerry,254,185,69
Clark,920,President,,D,John Kerry,262,188,74
Clark,925,President,,D,John Kerry,305,215,90
Clark,930,President,,D,John Kerry,339,258,81
Clark,935,President,,D,John Kerry,72,54,18
Clark,940,President,,D,John Kerry,492,387,105
Clark,947,President,,D,John Kerry,404,319,85
Clark,950,President,,D,John Kerry,490,344,146
Clark,960,President,,D,John Kerry,674,470,204
Clark,963,President,,D,John Kerry,357,265,92
Clark,964,President,,D,John Kerry,604,469,135
Clark,965,President,,D,John Kerry,563,421,142
Clark,980,President,,D,John Kerry,344,247,97
Clark,985,President,,D,John Kerry,552,385,167
Clark,,President,,D,John Kerry,79538,56710,22828
Clark,50,President,,R,George Bush,301,214,87
Clark,55,President,,R,George Bush,401,278,123
Clark,60,President,,R,George Bush,312,198,114
Clark,70,President,,R,George Bush,259,153,106
Clark,90,President,,R,George Bush,230,141,89
Clark,100,President,,R,George Bush,325,205,120
Clark,110,President,,R,George Bush,227,130,97
Clark,120,President,,R,George Bush,297,202,95
Clark,130,President,,R,George Bush,325,229,96
Clark,147,President,,R,George Bush,353,245,108
Clark,150,President,,R,George Bush,267,180,87
Clark,153,President,,R,George Bush,282,182,100
Clark,160,President,,R,George Bush,229,145,84
Clark,170,President,,R,George Bush,221,146,75
Clark,175,President,,R,George Bush,303,176,127
Clark,180,President,,R,George Bush,330,218,112
Clark,190,President,,R,George Bush,503,376,127
Clark,200,President,,R,George Bush,368,240,128
Clark,220,President,,R,George Bush,437,299,138
Clark,225,President,,R,George Bush,394,276,118
Clark,240,President,,R,George Bush,636,490,146
Clark,245,President,,R,George Bush,325,262,63
Clark,250,President,,R,George Bush,549,368,181
Clark,255,President,,R,George Bush,305,213,92
Clark,257,President,,R,George Bush,367,234,133
Clark,290,President,,R,George Bush,374,273,101
Clark,294,President,,R,George Bush,346,204,142
Clark,296,President,,R,George Bush,487,348,139
Clark,325,President,,R,George Bush,933,690,243
Clark,330,President,,R,George Bush,597,376,221
Clark,335,President,,R,George Bush,362,228,134
Clark,340,President,,R,George Bush,548,341,207
Clark,350,President,,R,George Bush,413,286,127
Clark,360,President,,R,George Bush,528,365,163
Clark,370,President,,R,George Bush,332,223,109
Clark,390,President,,R,George Bush,467,328,139
Clark,395,President,,R,George Bush,98,48,50
Clark,400,President,,R,George Bush,253,167,86
Clark,410,President,,R,George Bush,496,348,148
Clark,415,President,,R,George Bush,299,226,73
Clark,420,President,,R,George Bush,433,300,133
Clark,424,President,,R,George Bush,633,451,182
Clark,425,President,,R,George Bush,659,427,232
Clark,426,President,,R,George Bush,319,212,107
Clark,430,President,,R,George Bush,427,268,159
Clark,434,President,,R,George Bush,398,320,78
Clark,435,President,,R,George Bush,270,194,76
Clark,440,President,,R,George Bush,364,240,124
Clark,441,President,,R,George Bush,541,364,177
Clark,444,President,,R,George Bush,375,258,117
Clark,445,President,,R,George Bush,841,562,279
Clark,446,President,,R,George Bush,947,654,293
Clark,447,President,,R,George Bush,657,452,205
Clark,448,President,,R,George Bush,678,439,239
Clark,450,President,,R,George Bush,684,448,236
Clark,451,President,,R,George Bush,694,467,227
Clark,452,President,,R,George Bush,390,297,93
Clark,453,President,,R,George Bush,412,262,150
Clark,455,President,,R,George Bush,278,189,89
Clark,460,President,,R,George Bush,660,480,180
Clark,470,President,,R,George Bush,485,343,142
Clark,480,President,,R,George Bush,665,499,166
Clark,483,President,,R,George Bush,606,499,107
Clark,485,President,,R,George Bush,454,359,95
Clark,490,President,,R,George Bush,343,247,96
Clark,500,President,,R,George Bush,646,432,214
Clark,505,President,,R,George Bush,644,473,171
Clark,510,President,,R,George Bush,395,296,99
Clark,515,President,,R,George Bush,599,406,193
Clark,520,President,,R,George Bush,611,460,151
Clark,525,President,,R,George Bush,500,361,139
Clark,528,President,,R,George Bush,455,343,112
Clark,530,President,,R,George Bush,267,189,78
Clark,535,President,,R,George Bush,1046,800,246
Clark,537,President,,R,George Bush,435,289,146
Clark,540,President,,R,George Bush,859,650,209
Clark,543,President,,R,George Bush,255,187,68
Clark,545,President,,R,George Bush,495,358,137
Clark,550,President,,R,George Bush,844,647,197
Clark,555,President,,R,George Bush,424,299,125
Clark,560,President,,R,George Bush,635,485,150
Clark,563,President,,R,George Bush,593,418,175
Clark,565,President,,R,George Bush,523,388,135
Clark,570,President,,R,George Bush,740,570,170
Clark,571,President,,R,George Bush,547,384,163
Clark,573,President,,R,George Bush,418,296,122
Clark,577,President,,R,George Bush,896,671,225
Clark,580,President,,R,George Bush,639,486,153
Clark,583,President,,R,George Bush,1146,757,389
Clark,584,President,,R,George Bush,657,457,200
Clark,585,President,,R,George Bush,977,629,348
Clark,586,President,,R,George Bush,424,252,172
Clark,590,President,,R,George Bush,697,534,163
Clark,592,President,,R,George Bush,670,532,138
Clark,593,President,,R,George Bush,767,574,193
Clark,595,President,,R,George Bush,787,603,184
Clark,600,President,,R,George Bush,263,172,91
Clark,605,President,,R,George Bush,638,439,199
Clark,606,President,,R,George Bush,91,57,34
Clark,610,President,,R,George Bush,732,515,217
Clark,613,President,,R,George Bush,229,172,57
Clark,615,President,,R,George Bush,239,158,81
Clark,617,President,,R,George Bush,542,378,164
Clark,620,President,,R,George Bush,1027,787,240
Clark,624,President,,R,George Bush,293,181,112
Clark,625,President,,R,George Bush,559,384,175
Clark,626,President,,R,George Bush,583,377,206
Clark,627,President,,R,George Bush,454,312,142
Clark,628,President,,R,George Bush,401,271,130
Clark,629,President,,R,George Bush,536,365,171
Clark,630,President,,R,George Bush,458,276,182
Clark,631,President,,R,George Bush,528,389,139
Clark,633,President,,R,George Bush,327,216,111
Clark,634,President,,R,George Bush,353,249,104
Clark,635,President,,R,George Bush,331,191,140
Clark,636,President,,R,George Bush,400,268,132
Clark,638,President,,R,George Bush,545,360,185
Clark,639,President,,R,George Bush,398,286,112
Clark,640,President,,R,George Bush,559,368,191
Clark,642,President,,R,George Bush,227,179,48
Clark,643,President,,R,George Bush,273,174,99
Clark,644,President,,R,George Bush,624,444,180
Clark,645,President,,R,George Bush,556,385,171
