county,office,district,party,candidate,votes
Adams,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,Yes,1585
Adams,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,No,1753
Adams,State Measures Initiative Measure No. 591 Concerns firearms,,,Yes,2003
Adams,State Measures Initiative Measure No. 591 Concerns firearms,,,No,1336
Adams,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,Yes,1488
Adams,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,No,1906
Adams,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Repealed,1894
Adams,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Maintained,1270
Adams,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Repealed,1785
Adams,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Maintained,1268
Adams,U.S. Representative,4,Republican,Clint Didier,1908
Adams,U.S. Representative,4,Republican,Dan Newhouse,1336
Adams,Legislative District 9 State Representative (Pos. 1),9,Republican,Susan Fagan,2634
Adams,Legislative District 9 State Representative (Pos. 2),9,GOP,Joe Schmick,2588
Adams,ADAMS COUNTY Assessor,,Republican,Sherri L. Brewer,2712
Adams,ADAMS COUNTY Auditor,,Republican,Heidi K. Hunt,2703
Adams,ADAMS COUNTY Clerk,,Republican,Susan K. Kirkendall,2692
Adams,ADAMS COUNTY County Commissioner District 3,,Republican,Jeff Stevens,1830
Adams,ADAMS COUNTY County Commissioner District 3,,Republican,Jessie (Weno) Dominguez,1338
Adams,ADAMS COUNTY Prosecutor,,Republican,Randy J. Flyckt,2449
Adams,ADAMS COUNTY Sheriff,,Republican,John W Hunt,2597
Adams,ADAMS COUNTY Treasurer,,Republican,Laura Danekas,2660
Adams,Supreme Court Justice Position 1,,,Mary Yu,2242
Adams,Supreme Court Justice Position 3,,,Mary E. Fairhurst,2248
Adams,Supreme Court Justice Position 4,,,Eddie Yoon,635
Adams,Supreme Court Justice Position 4,,,Charles W. Johnson,1991
Adams,Supreme Court Justice Position 7,,,Debra L. Stephens,2036
Adams,Supreme Court Justice Position 7,,,John (Zamboni) Scannell,622
Adams,Adams Superior Court  Judge Position 1,,,Steve B. Dixon,2354
Adams,ADAMS COUNTY Othello District Court Judge,,,Gary J. Brueher,1409
Adams,ADAMS COUNTY Ritzville District Court Judge,,,Adalia A. Hille,791
Adams,ADAMS COUNTY Ritzville District Court Judge,,,Carolyn J. Benzel,784
Adams,HOSPITAL DISTRICT 2 Bonds to Renovate and Modernize East Adams Rural Hospital and Clinic Bonds to Renovate and Modernize East Adams Rural Hospital and Clinic,,,Approved,951
Adams,HOSPITAL DISTRICT 2 Bonds to Renovate and Modernize East Adams Rural Hospital and Clinic Bonds to Renovate and Modernize East Adams Rural Hospital and Clinic,,,Rejected,597
Adams,SCHOOL DISTRICT 122 - BENGE Maintenance and Operation Levy Maintenance and Operation Levy,,,Approved,21
Adams,SCHOOL DISTRICT 122 - BENGE Maintenance and Operation Levy Maintenance and Operation Levy,,,Rejected,1
Adams,FIRE DISTRICT 4 Maintenance and Operation Levy,,,Approved,8
Adams,FIRE DISTRICT 4 Maintenance and Operation Levy,,,Rejected,0
Adams,CEMETERY DISTRICT 3 Maintenance and Operation Levy Maintenance and Operation Levy,,,Approved,226
Adams,CEMETERY DISTRICT 3 Maintenance and Operation Levy Maintenance and Operation Levy,,,Rejected,111
Asotin,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,Yes,3710
Asotin,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,No,3675
Asotin,State Measures Initiative Measure No. 591 Concerns firearms,,,Yes,4648
Asotin,State Measures Initiative Measure No. 591 Concerns firearms,,,No,2974
Asotin,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,Yes,3964
Asotin,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,No,3738
Asotin,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Repealed,4065
Asotin,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Maintained,3089
Asotin,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Repealed,3850
Asotin,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Maintained,3158
Asotin,COUNTYWIDE PTBA Proposition No. 1 PTBA Continuing Sales and Use Tax,,,Yes,6133
Asotin,COUNTYWIDE PTBA Proposition No. 1 PTBA Continuing Sales and Use Tax,,,No,1504
Asotin,U.S. Representative,5,Republican,Cathy McMorris Rodgers,4553
Asotin,U.S. Representative,5,Democratic,Joseph (Joe) Pakootas,3016
Asotin,Legislative District 9 State Representative (Pos. 1),9,Republican,Susan Fagan,5854
Asotin,Legislative District 9 State Representative (Pos. 2),9,GOP,Joe Schmick,5724
Asotin,COUNTYWIDE COUNTY ASSESSOR,,Republican,Chris Wood,5839
Asotin,COUNTYWIDE COUNTY AUDITOR,,States No Party Preference,Darla McKay,5974
Asotin,COUNTYWIDE COUNTY CLERK,,States No Party Preference,Marie Eggart,5985
Asotin,COUNTYWIDE COUNTY COMMISSIONER 3,,Republican,James (Jim) Jeffords,5687
Asotin,COUNTYWIDE COUNTY PROSECUTOR,,States No Party Preference,Benjamin C. Nichols,5927
Asotin,COUNTYWIDE COUNTY SHERIFF,,Non Partisan,John Hilderbrand,4445
Asotin,COUNTYWIDE COUNTY SHERIFF,,States No Party Preference,Dan Hally,3065
Asotin,COUNTYWIDE COUNTY TREASURER,,States No Party Preference,Holly Schiffer,4304
Asotin,COUNTYWIDE COUNTY TREASURER,,Democratic,Tiffany Rogers,2906
Asotin,COUNTYWIDE DISTRICT COURT JUDGE,,,Jane E. Richards,2224
Asotin,COUNTYWIDE DISTRICT COURT JUDGE,,,Ray D. Lutes,4993
Asotin,Supreme Court Justice Position 1,,,Mary Yu,5377
Asotin,Supreme Court Justice Position 3,,,Mary E. Fairhurst,5362
Asotin,Supreme Court Justice Position 4,,,Eddie Yoon,1565
Asotin,Supreme Court Justice Position 4,,,Charles W. Johnson,4443
Asotin,Supreme Court Justice Position 7,,,Debra L. Stephens,4472
Asotin,Supreme Court Justice Position 7,,,John (Zamboni) Scannell,1624
Asotin,"Asotin, Columbia, Garfield Superior Court Judge Position 1",,,Scott D. Gallina,5756
Asotin,CITY OF CLARKSTON City of Clarkston Proposition No. 1 Emergency Medical Services Excess Tax Levy,,,"Yes, Levy",1311
Asotin,CITY OF CLARKSTON City of Clarkston Proposition No. 1 Emergency Medical Services Excess Tax Levy,,,"No, Levy",472
Asotin,PUBLIC UTILITY DISTRICT PUBLIC UTILITY COMMISSIONER 1,,,Judy R Ridge,4881
Benton,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,Yes,21535
Benton,State Measures Initiative Measure No. 1351 Concerns K-12 education,,,No,31455
Benton,State Measures Initiative Measure No. 591 Concerns firearms,,,Yes,29521
Benton,State Measures Initiative Measure No. 591 Concerns firearms,,,No,23801
Benton,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,Yes,23354
Benton,State Measures Initiative Measure No. 594 Concerns background checks for firearm sales and transfers,,,No,30266
Benton,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Repealed,27064
Benton,Advisory Votes Advisory Vote No. 8 (Senate Bill 6505) Concerns marijuana excise tax,,,Maintained,22689
Benton,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Repealed,27318
Benton,Advisory Votes Advisory Vote No. 9 (Engrossed Substitute House Bill 1287) Concerns leasehold excise tax on tribal property,,,Maintained,20793
Benton,Benton County Benton County Advisory Proposition No. 14-7 CREATION OF A BENTON COUNTY CONSERVATION FUTURES FUND,,,Yes,24927
Benton,Benton County Benton County Advisory Proposition No. 14-7 CREATION OF A BENTON COUNTY CONSERVATION FUTURES FUND,,,No,27605
Benton,U.S. Representative,4,Republican,Clint Didier,24955
Benton,U.S. Representative,4,Republican,Dan Newhouse,25788
Benton,Legislative District 8 State Senator,8,Republican,Sharon Brown,30552
Benton,Legislative District 8 State Senator,8,Democratic,Doug McKinley,10649
Benton,Legislative District 8 State Representative (Pos. 1),8,Republican,Brad Klippert,31811
Benton,Legislative District 8 State Representative (Pos. 2),8,Republican,Larry Haler,32188
Benton,Legislative District 8 State Representative (Pos. 2),8,Democratic,Eric Kalia,8775
