county,precinct_code,precinct,office,district,party,candidate,votes
Pierce,25260,25-260,President Republican Party,,,Ted Cruz,24
Pierce,25260,25-260,President Republican Party,,,John R. Kasich,24
Pierce,25260,25-260,President Republican Party,,,Donald J. Trump,175
Pierce,25261,25-261,President Republican Party,,,Ben Carson,2
Pierce,25261,25-261,President Republican Party,,,Ted Cruz,11
Pierce,25261,25-261,President Republican Party,,,John R. Kasich,8
Pierce,25261,25-261,President Republican Party,,,Donald J. Trump,126
Pierce,25262,25-262,President Republican Party,,,Ben Carson,13
Pierce,25262,25-262,President Republican Party,,,Ted Cruz,20
Pierce,25262,25-262,President Republican Party,,,John R. Kasich,10
Pierce,25262,25-262,President Republican Party,,,Donald J. Trump,156
Pierce,25263,25-263,President Republican Party,,,Ben Carson,7
Pierce,25263,25-263,President Republican Party,,,Ted Cruz,23
Pierce,25263,25-263,President Republican Party,,,John R. Kasich,14
Pierce,25263,25-263,President Republican Party,,,Donald J. Trump,124
Pierce,25264,25-264,President Republican Party,,,Ben Carson,9
Pierce,25264,25-264,President Republican Party,,,Ted Cruz,12
Pierce,25264,25-264,President Republican Party,,,John R. Kasich,5
Pierce,25264,25-264,President Republican Party,,,Donald J. Trump,161
Pierce,25265,25-265,President Republican Party,,,Ben Carson,11
Pierce,25265,25-265,President Republican Party,,,Ted Cruz,21
Pierce,25265,25-265,President Republican Party,,,John R. Kasich,8
Pierce,25265,25-265,President Republican Party,,,Donald J. Trump,175
Pierce,25266,25-266,President Republican Party,,,Ben Carson,10
Pierce,25266,25-266,President Republican Party,,,Ted Cruz,23
Pierce,25266,25-266,President Republican Party,,,John R. Kasich,18
Pierce,25266,25-266,President Republican Party,,,Donald J. Trump,168
Pierce,25267,25-267,President Republican Party,,,Ben Carson,2
Pierce,25267,25-267,President Republican Party,,,Ted Cruz,13
Pierce,25267,25-267,President Republican Party,,,John R. Kasich,8
Pierce,25267,25-267,President Republican Party,,,Donald J. Trump,92
Pierce,25268,25-268,President Republican Party,,,Ben Carson,2
Pierce,25268,25-268,President Republican Party,,,Ted Cruz,9
Pierce,25268,25-268,President Republican Party,,,John R. Kasich,2
Pierce,25268,25-268,President Republican Party,,,Donald J. Trump,92
Pierce,25269,25-269,President Republican Party,,,Ben Carson,11
Pierce,25269,25-269,President Republican Party,,,Ted Cruz,10
Pierce,25269,25-269,President Republican Party,,,John R. Kasich,11
Pierce,25269,25-269,President Republican Party,,,Donald J. Trump,113
Pierce,25270,25-270,President Republican Party,,,Ben Carson,13
Pierce,25270,25-270,President Republican Party,,,Ted Cruz,28
Pierce,25270,25-270,President Republican Party,,,John R. Kasich,10
Pierce,25270,25-270,President Republican Party,,,Donald J. Trump,138
Pierce,25271,25-271,President Republican Party,,,Ben Carson,9
Pierce,25271,25-271,President Republican Party,,,Ted Cruz,22
Pierce,25271,25-271,President Republican Party,,,John R. Kasich,19
Pierce,25271,25-271,President Republican Party,,,Donald J. Trump,120
Pierce,25272,25-272,President Republican Party,,,Ben Carson,11
Pierce,25272,25-272,President Republican Party,,,Ted Cruz,30
Pierce,25272,25-272,President Republican Party,,,John R. Kasich,25
Pierce,25272,25-272,President Republican Party,,,Donald J. Trump,143
Pierce,25273,25-273,President Republican Party,,,Ben Carson,7
Pierce,25273,25-273,President Republican Party,,,Ted Cruz,25
Pierce,25273,25-273,President Republican Party,,,John R. Kasich,10
Pierce,25273,25-273,President Republican Party,,,Donald J. Trump,110
Pierce,25274,25-274,President Republican Party,,,Ben Carson,9
Pierce,25274,25-274,President Republican Party,,,Ted Cruz,30
Pierce,25274,25-274,President Republican Party,,,John R. Kasich,21
Pierce,25274,25-274,President Republican Party,,,Donald J. Trump,176
Pierce,25275,25-275,President Republican Party,,,Ben Carson,0
Pierce,25275,25-275,President Republican Party,,,Ted Cruz,0
Pierce,25275,25-275,President Republican Party,,,John R. Kasich,0
Pierce,25275,25-275,President Republican Party,,,Donald J. Trump,0
Pierce,25276,25-276,President Republican Party,,,Ben Carson,0
Pierce,25276,25-276,President Republican Party,,,Ted Cruz,0
Pierce,25276,25-276,President Republican Party,,,John R. Kasich,0
Pierce,25276,25-276,President Republican Party,,,Donald J. Trump,0
Pierce,25277,25-277,President Republican Party,,,Ben Carson,7
Pierce,25277,25-277,President Republican Party,,,Ted Cruz,29
Pierce,25277,25-277,President Republican Party,,,John R. Kasich,9
Pierce,25277,25-277,President Republican Party,,,Donald J. Trump,148
Pierce,25278,25-278,President Republican Party,,,Ben Carson,2
Pierce,25278,25-278,President Republican Party,,,Ted Cruz,15
Pierce,25278,25-278,President Republican Party,,,John R. Kasich,3
Pierce,25278,25-278,President Republican Party,,,Donald J. Trump,68
Pierce,25279,25-279,President Republican Party,,,Ben Carson,6
Pierce,25279,25-279,President Republican Party,,,Ted Cruz,25
Pierce,25279,25-279,President Republican Party,,,John R. Kasich,18
Pierce,25279,25-279,President Republican Party,,,Donald J. Trump,111
Pierce,25280,25-280,President Republican Party,,,Ben Carson,13
Pierce,25280,25-280,President Republican Party,,,Ted Cruz,31
Pierce,25280,25-280,President Republican Party,,,John R. Kasich,23
Pierce,25280,25-280,President Republican Party,,,Donald J. Trump,166
Pierce,25281,25-281,President Republican Party,,,Ben Carson,9
Pierce,25281,25-281,President Republican Party,,,Ted Cruz,8
Pierce,25281,25-281,President Republican Party,,,John R. Kasich,11
Pierce,25281,25-281,President Republican Party,,,Donald J. Trump,115
Pierce,25282,25-282,President Republican Party,,,Ben Carson,8
Pierce,25282,25-282,President Republican Party,,,Ted Cruz,25
Pierce,25282,25-282,President Republican Party,,,John R. Kasich,20
Pierce,25282,25-282,President Republican Party,,,Donald J. Trump,157
Pierce,25283,25-283,President Republican Party,,,Ben Carson,3
Pierce,25283,25-283,President Republican Party,,,Ted Cruz,7
Pierce,25283,25-283,President Republican Party,,,John R. Kasich,4
Pierce,25283,25-283,President Republican Party,,,Donald J. Trump,70
Pierce,25284,25-284,President Republican Party,,,Ben Carson,1
Pierce,25284,25-284,President Republican Party,,,Ted Cruz,9
Pierce,25284,25-284,President Republican Party,,,John R. Kasich,7
Pierce,25284,25-284,President Republican Party,,,Donald J. Trump,75
Pierce,25285,25-285,President Republican Party,,,Ben Carson,7
Pierce,25285,25-285,President Republican Party,,,Ted Cruz,28
Pierce,25285,25-285,President Republican Party,,,John R. Kasich,24
Pierce,25285,25-285,President Republican Party,,,Donald J. Trump,200
Pierce,25286,25-286,President Republican Party,,,Ben Carson,5
Pierce,25286,25-286,President Republican Party,,,Ted Cruz,20
Pierce,25286,25-286,President Republican Party,,,John R. Kasich,14
Pierce,25286,25-286,President Republican Party,,,Donald J. Trump,115
Pierce,25287,25-287,President Republican Party,,,Ben Carson,0
Pierce,25287,25-287,President Republican Party,,,Ted Cruz,0
Pierce,25287,25-287,President Republican Party,,,John R. Kasich,0
Pierce,25287,25-287,President Republican Party,,,Donald J. Trump,0
Pierce,25288,25-288,President Republican Party,,,Ben Carson,9
Pierce,25288,25-288,President Republican Party,,,Ted Cruz,22
Pierce,25288,25-288,President Republican Party,,,John R. Kasich,22
Pierce,25288,25-288,President Republican Party,,,Donald J. Trump,193
Pierce,25289,25-289,President Republican Party,,,Ben Carson,0
Pierce,25289,25-289,President Republican Party,,,Ted Cruz,0
Pierce,25289,25-289,President Republican Party,,,John R. Kasich,0
Pierce,25289,25-289,President Republican Party,,,Donald J. Trump,0
Pierce,25290,25-290,President Republican Party,,,Ben Carson,0
Pierce,25290,25-290,President Republican Party,,,Ted Cruz,4
Pierce,25290,25-290,President Republican Party,,,John R. Kasich,1
Pierce,25290,25-290,President Republican Party,,,Donald J. Trump,22
Pierce,25291,25-291,President Republican Party,,,Ben Carson,2
Pierce,25291,25-291,President Republican Party,,,Ted Cruz,3
Pierce,25291,25-291,President Republican Party,,,John R. Kasich,3
Pierce,25291,25-291,President Republican Party,,,Donald J. Trump,44
Pierce,25292,25-292,President Republican Party,,,Ben Carson,9
Pierce,25292,25-292,President Republican Party,,,Ted Cruz,13
Pierce,25292,25-292,President Republican Party,,,John R. Kasich,19
Pierce,25292,25-292,President Republican Party,,,Donald J. Trump,167
Pierce,25293,25-293,President Republican Party,,,Ben Carson,11
Pierce,25293,25-293,President Republican Party,,,Ted Cruz,15
Pierce,25293,25-293,President Republican Party,,,John R. Kasich,24
Pierce,25293,25-293,President Republican Party,,,Donald J. Trump,114
Pierce,26301,26-301,President Republican Party,,,Ben Carson,3
Pierce,26301,26-301,President Republican Party,,,Ted Cruz,6
Pierce,26301,26-301,President Republican Party,,,John R. Kasich,8
Pierce,26301,26-301,President Republican Party,,,Donald J. Trump,60
Pierce,26302,26-302,President Republican Party,,,Ben Carson,4
Pierce,26302,26-302,President Republican Party,,,Ted Cruz,19
Pierce,26302,26-302,President Republican Party,,,John R. Kasich,40
Pierce,26302,26-302,President Republican Party,,,Donald J. Trump,152
Pierce,26303,26-303,President Republican Party,,,Ben Carson,10
Pierce,26303,26-303,President Republican Party,,,Ted Cruz,22
Pierce,26303,26-303,President Republican Party,,,John R. Kasich,37
Pierce,26303,26-303,President Republican Party,,,Donald J. Trump,208
Pierce,26304,26-304,President Republican Party,,,Ben Carson,10
Pierce,26304,26-304,President Republican Party,,,Ted Cruz,29
Pierce,26304,26-304,President Republican Party,,,John R. Kasich,52
Pierce,26304,26-304,President Republican Party,,,Donald J. Trump,209
Pierce,26305,26-305,President Republican Party,,,Ben Carson,11
Pierce,26305,26-305,President Republican Party,,,Ted Cruz,27
Pierce,26305,26-305,President Republican Party,,,John R. Kasich,47
Pierce,26305,26-305,President Republican Party,,,Donald J. Trump,233
Pierce,26306,26-306,President Republican Party,,,Ben Carson,1
Pierce,26306,26-306,President Republican Party,,,Ted Cruz,9
Pierce,26306,26-306,President Republican Party,,,John R. Kasich,14
Pierce,26306,26-306,President Republican Party,,,Donald J. Trump,71
Pierce,26314,26-314,President Republican Party,,,Ben Carson,5
Pierce,26314,26-314,President Republican Party,,,Ted Cruz,17
Pierce,26314,26-314,President Republican Party,,,John R. Kasich,8
Pierce,26314,26-314,President Republican Party,,,Donald J. Trump,113
Pierce,26315,26-315,President Republican Party,,,Ben Carson,10
Pierce,26315,26-315,President Republican Party,,,Ted Cruz,21
Pierce,26315,26-315,President Republican Party,,,John R. Kasich,8
Pierce,26315,26-315,President Republican Party,,,Donald J. Trump,179
Pierce,26316,26-316,President Republican Party,,,Ben Carson,5
Pierce,26316,26-316,President Republican Party,,,Ted Cruz,10
Pierce,26316,26-316,President Republican Party,,,John R. Kasich,5
Pierce,26316,26-316,President Republican Party,,,Donald J. Trump,77
Pierce,26317,26-317,President Republican Party,,,Ben Carson,6
Pierce,26317,26-317,President Republican Party,,,Ted Cruz,21
Pierce,26317,26-317,President Republican Party,,,John R. Kasich,9
Pierce,26317,26-317,President Republican Party,,,Donald J. Trump,151
Pierce,26318,26-318,President Republican Party,,,Ben Carson,3
Pierce,26318,26-318,President Republican Party,,,Ted Cruz,29
Pierce,26318,26-318,President Republican Party,,,John R. Kasich,5
Pierce,26318,26-318,President Republican Party,,,Donald J. Trump,144
Pierce,26319,26-319,President Republican Party,,,Ben Carson,5
Pierce,26319,26-319,President Republican Party,,,Ted Cruz,20
Pierce,26319,26-319,President Republican Party,,,John R. Kasich,22
Pierce,26319,26-319,President Republican Party,,,Donald J. Trump,113
Pierce,26320,26-320,President Republican Party,,,Ben Carson,6
Pierce,26320,26-320,President Republican Party,,,Ted Cruz,14
Pierce,26320,26-320,President Republican Party,,,John R. Kasich,21
Pierce,26320,26-320,President Republican Party,,,Donald J. Trump,146
Pierce,26321,26-321,President Republican Party,,,Ben Carson,13
Pierce,26321,26-321,President Republican Party,,,Ted Cruz,22
Pierce,26321,26-321,President Republican Party,,,John R. Kasich,19
Pierce,26321,26-321,President Republican Party,,,Donald J. Trump,194
Pierce,26322,26-322,President Republican Party,,,Ben Carson,16
Pierce,26322,26-322,President Republican Party,,,Ted Cruz,22
Pierce,26322,26-322,President Republican Party,,,John R. Kasich,15
Pierce,26322,26-322,President Republican Party,,,Donald J. Trump,211
Pierce,26323,26-323,President Republican Party,,,Ben Carson,3
Pierce,26323,26-323,President Republican Party,,,Ted Cruz,30
Pierce,26323,26-323,President Republican Party,,,John R. Kasich,20
Pierce,26323,26-323,President Republican Party,,,Donald J. Trump,173
Pierce,26324,26-324,President Republican Party,,,Ben Carson,5
Pierce,26324,26-324,President Republican Party,,,Ted Cruz,20
Pierce,26324,26-324,President Republican Party,,,John R. Kasich,25
Pierce,26324,26-324,President Republican Party,,,Donald J. Trump,162
Pierce,26325,26-325,President Republican Party,,,Ben Carson,7
Pierce,26325,26-325,President Republican Party,,,Ted Cruz,21
Pierce,26325,26-325,President Republican Party,,,John R. Kasich,22
Pierce,26325,26-325,President Republican Party,,,Donald J. Trump,147
Pierce,26326,26-326,President Republican Party,,,Ben Carson,9
Pierce,26326,26-326,President Republican Party,,,Ted Cruz,21
Pierce,26326,26-326,President Republican Party,,,John R. Kasich,11
Pierce,26326,26-326,President Republican Party,,,Donald J. Trump,143
Pierce,26327,26-327,President Republican Party,,,Ben Carson,2
Pierce,26327,26-327,President Republican Party,,,Ted Cruz,23
Pierce,26327,26-327,President Republican Party,,,John R. Kasich,37
Pierce,26327,26-327,President Republican Party,,,Donald J. Trump,145
Pierce,26328,26-328,President Republican Party,,,Ben Carson,11
Pierce,26328,26-328,President Republican Party,,,Ted Cruz,22
Pierce,26328,26-328,President Republican Party,,,John R. Kasich,28
Pierce,26328,26-328,President Republican Party,,,Donald J. Trump,152
Pierce,26329,26-329,President Republican Party,,,Ben Carson,3
Pierce,26329,26-329,President Republican Party,,,Ted Cruz,21
Pierce,26329,26-329,President Republican Party,,,John R. Kasich,36
Pierce,26329,26-329,President Republican Party,,,Donald J. Trump,192
Pierce,26330,26-330,President Republican Party,,,Ben Carson,8
Pierce,26330,26-330,President Republican Party,,,Ted Cruz,12
Pierce,26330,26-330,President Republican Party,,,John R. Kasich,17
Pierce,26330,26-330,President Republican Party,,,Donald J. Trump,122
Pierce,26331,26-331,President Republican Party,,,Ben Carson,0
Pierce,26331,26-331,President Republican Party,,,Ted Cruz,2
Pierce,26331,26-331,President Republican Party,,,John R. Kasich,9
Pierce,26331,26-331,President Republican Party,,,Donald J. Trump,50
Pierce,26332,26-332,President Republican Party,,,Ben Carson,2
Pierce,26332,26-332,President Republican Party,,,Ted Cruz,13
Pierce,26332,26-332,President Republican Party,,,John R. Kasich,22
Pierce,26332,26-332,President Republican Party,,,Donald J. Trump,115
Pierce,26333,26-333,President Republican Party,,,Ben Carson,10
Pierce,26333,26-333,President Republican Party,,,Ted Cruz,14
Pierce,26333,26-333,President Republican Party,,,John R. Kasich,19
Pierce,26333,26-333,President Republican Party,,,Donald J. Trump,159
Pierce,26334,26-334,President Republican Party,,,Ben Carson,4
Pierce,26334,26-334,President Republican Party,,,Ted Cruz,16
Pierce,26334,26-334,President Republican Party,,,John R. Kasich,37
Pierce,26334,26-334,President Republican Party,,,Donald J. Trump,119
Pierce,26335,26-335,President Republican Party,,,Ben Carson,10
Pierce,26335,26-335,President Republican Party,,,Ted Cruz,14
Pierce,26335,26-335,President Republican Party,,,John R. Kasich,12
Pierce,26335,26-335,President Republican Party,,,Donald J. Trump,83
Pierce,26336,26-336,President Republican Party,,,Ben Carson,6
Pierce,26336,26-336,President Republican Party,,,Ted Cruz,34
Pierce,26336,26-336,President Republican Party,,,John R. Kasich,30
Pierce,26336,26-336,President Republican Party,,,Donald J. Trump,173
Pierce,26337,26-337,President Republican Party,,,Ben Carson,16
Pierce,26337,26-337,President Republican Party,,,Ted Cruz,24
Pierce,26337,26-337,President Republican Party,,,John R. Kasich,28
Pierce,26337,26-337,President Republican Party,,,Donald J. Trump,153
Pierce,26338,26-338,President Republican Party,,,Ben Carson,4
Pierce,26338,26-338,President Republican Party,,,Ted Cruz,14
Pierce,26338,26-338,President Republican Party,,,John R. Kasich,26
Pierce,26338,26-338,President Republican Party,,,Donald J. Trump,110
Pierce,26339,26-339,President Republican Party,,,Ben Carson,0
Pierce,26339,26-339,President Republican Party,,,Ted Cruz,5
Pierce,26339,26-339,President Republican Party,,,John R. Kasich,16
Pierce,26339,26-339,President Republican Party,,,Donald J. Trump,16
Pierce,26340,26-340,President Republican Party,,,Ben Carson,12
Pierce,26340,26-340,President Republican Party,,,Ted Cruz,26
Pierce,26340,26-340,President Republican Party,,,John R. Kasich,30
Pierce,26340,26-340,President Republican Party,,,Donald J. Trump,158
Pierce,26341,26-341,President Republican Party,,,Ben Carson,9
Pierce,26341,26-341,President Republican Party,,,Ted Cruz,31
Pierce,26341,26-341,President Republican Party,,,John R. Kasich,21
Pierce,26341,26-341,President Republican Party,,,Donald J. Trump,127
Pierce,26342,26-342,President Republican Party,,,Ben Carson,9
Pierce,26342,26-342,President Republican Party,,,Ted Cruz,25
Pierce,26342,26-342,President Republican Party,,,John R. Kasich,31
Pierce,26342,26-342,President Republican Party,,,Donald J. Trump,147
Pierce,26343,26-343,President Republican Party,,,Ben Carson,6
Pierce,26343,26-343,President Republican Party,,,Ted Cruz,12
Pierce,26343,26-343,President Republican Party,,,John R. Kasich,28
Pierce,26343,26-343,President Republican Party,,,Donald J. Trump,120
Pierce,26344,26-344,President Republican Party,,,Ben Carson,0
Pierce,26344,26-344,President Republican Party,,,Ted Cruz,2
Pierce,26344,26-344,President Republican Party,,,John R. Kasich,2
Pierce,26344,26-344,President Republican Party,,,Donald J. Trump,12
Pierce,26345,26-345,President Republican Party,,,Ben Carson,3
Pierce,26345,26-345,President Republican Party,,,Ted Cruz,16
Pierce,26345,26-345,President Republican Party,,,John R. Kasich,27
Pierce,26345,26-345,President Republican Party,,,Donald J. Trump,112
Pierce,26346,26-346,President Republican Party,,,Ben Carson,7
Pierce,26346,26-346,President Republican Party,,,Ted Cruz,14
Pierce,26346,26-346,President Republican Party,,,John R. Kasich,20
Pierce,26346,26-346,President Republican Party,,,Donald J. Trump,120
Pierce,26347,26-347,President Republican Party,,,Ben Carson,2
Pierce,26347,26-347,President Republican Party,,,Ted Cruz,19
Pierce,26347,26-347,President Republican Party,,,John R. Kasich,34
Pierce,26347,26-347,President Republican Party,,,Donald J. Trump,138
Pierce,26348,26-348,President Republican Party,,,Ben Carson,7
Pierce,26348,26-348,President Republican Party,,,Ted Cruz,24
Pierce,26348,26-348,President Republican Party,,,John R. Kasich,36
Pierce,26348,26-348,President Republican Party,,,Donald J. Trump,138
Pierce,26349,26-349,President Republican Party,,,Ben Carson,10
Pierce,26349,26-349,President Republican Party,,,Ted Cruz,17
Pierce,26349,26-349,President Republican Party,,,John R. Kasich,30
Pierce,26349,26-349,President Republican Party,,,Donald J. Trump,148
Pierce,26350,26-350,President Republican Party,,,Ben Carson,7
Pierce,26350,26-350,President Republican Party,,,Ted Cruz,8
Pierce,26350,26-350,President Republican Party,,,John R. Kasich,21
Pierce,26350,26-350,President Republican Party,,,Donald J. Trump,154
Pierce,26351,26-351,President Republican Party,,,Ben Carson,6
Pierce,26351,26-351,President Republican Party,,,Ted Cruz,26
Pierce,26351,26-351,President Republican Party,,,John R. Kasich,20
Pierce,26351,26-351,President Republican Party,,,Donald J. Trump,112
Pierce,26352,26-352,President Republican Party,,,Ben Carson,6
Pierce,26352,26-352,President Republican Party,,,Ted Cruz,26
Pierce,26352,26-352,President Republican Party,,,John R. Kasich,34
Pierce,26352,26-352,President Republican Party,,,Donald J. Trump,113
Pierce,27401,27-401,President Republican Party,,,Ben Carson,3
Pierce,27401,27-401,President Republican Party,,,Ted Cruz,7
Pierce,27401,27-401,President Republican Party,,,John R. Kasich,20
Pierce,27401,27-401,President Republican Party,,,Donald J. Trump,58
Pierce,27404,27-404,President Republican Party,,,Ben Carson,0
Pierce,27404,27-404,President Republican Party,,,Ted Cruz,2
Pierce,27404,27-404,President Republican Party,,,John R. Kasich,7
Pierce,27404,27-404,President Republican Party,,,Donald J. Trump,12
Pierce,27405,27-405,President Republican Party,,,Ben Carson,4
Pierce,27405,27-405,President Republican Party,,,Ted Cruz,10
Pierce,27405,27-405,President Republican Party,,,John R. Kasich,38
Pierce,27405,27-405,President Republican Party,,,Donald J. Trump,100
Pierce,27406,27-406,President Republican Party,,,Ben Carson,12
Pierce,27406,27-406,President Republican Party,,,Ted Cruz,16
Pierce,27406,27-406,President Republican Party,,,John R. Kasich,22
Pierce,27406,27-406,President Republican Party,,,Donald J. Trump,156
Pierce,27407,27-407,President Republican Party,,,Ben Carson,6
Pierce,27407,27-407,President Republican Party,,,Ted Cruz,13
Pierce,27407,27-407,President Republican Party,,,John R. Kasich,11
Pierce,27407,27-407,President Republican Party,,,Donald J. Trump,99
Pierce,27408,27-408,President Republican Party,,,Ben Carson,4
Pierce,27408,27-408,President Republican Party,,,Ted Cruz,16
Pierce,27408,27-408,President Republican Party,,,John R. Kasich,10
Pierce,27408,27-408,President Republican Party,,,Donald J. Trump,105
Pierce,27409,27-409,President Republican Party,,,Ben Carson,9
Pierce,27409,27-409,President Republican Party,,,Ted Cruz,19
Pierce,27409,27-409,President Republican Party,,,John R. Kasich,9
Pierce,27409,27-409,President Republican Party,,,Donald J. Trump,105
Pierce,27410,27-410,President Republican Party,,,Ben Carson,5
Pierce,27410,27-410,President Republican Party,,,Ted Cruz,11
Pierce,27410,27-410,President Republican Party,,,John R. Kasich,16
Pierce,27410,27-410,President Republican Party,,,Donald J. Trump,93
Pierce,27411,27-411,President Republican Party,,,Ben Carson,1
Pierce,27411,27-411,President Republican Party,,,Ted Cruz,17
Pierce,27411,27-411,President Republican Party,,,John R. Kasich,27
Pierce,27411,27-411,President Republican Party,,,Donald J. Trump,129
Pierce,27412,27-412,President Republican Party,,,Ben Carson,4
Pierce,27412,27-412,President Republican Party,,,Ted Cruz,22
Pierce,27412,27-412,President Republican Party,,,John R. Kasich,14
Pierce,27412,27-412,President Republican Party,,,Donald J. Trump,103
Pierce,27413,27-413,President Republican Party,,,Ben Carson,3
Pierce,27413,27-413,President Republican Party,,,Ted Cruz,11
Pierce,27413,27-413,President Republican Party,,,John R. Kasich,19
Pierce,27413,27-413,President Republican Party,,,Donald J. Trump,88
Pierce,27414,27-414,President Republican Party,,,Ben Carson,2
Pierce,27414,27-414,President Republican Party,,,Ted Cruz,3
Pierce,27414,27-414,President Republican Party,,,John R. Kasich,20
Pierce,27414,27-414,President Republican Party,,,Donald J. Trump,79
Pierce,27415,27-415,President Republican Party,,,Ben Carson,3
Pierce,27415,27-415,President Republican Party,,,Ted Cruz,13
Pierce,27415,27-415,President Republican Party,,,John R. Kasich,15
Pierce,27415,27-415,President Republican Party,,,Donald J. Trump,130
Pierce,27416,27-416,President Republican Party,,,Ben Carson,6
Pierce,27416,27-416,President Republican Party,,,Ted Cruz,18
Pierce,27416,27-416,President Republican Party,,,John R. Kasich,16
Pierce,27416,27-416,President Republican Party,,,Donald J. Trump,66
Pierce,27417,27-417,President Republican Party,,,Ben Carson,7
Pierce,27417,27-417,President Republican Party,,,Ted Cruz,14
Pierce,27417,27-417,President Republican Party,,,John R. Kasich,11
Pierce,27417,27-417,President Republican Party,,,Donald J. Trump,74
Pierce,27418,27-418,President Republican Party,,,Ben Carson,2
Pierce,27418,27-418,President Republican Party,,,Ted Cruz,8
Pierce,27418,27-418,President Republican Party,,,John R. Kasich,14
Pierce,27418,27-418,President Republican Party,,,Donald J. Trump,71
Pierce,27419,27-419,President Republican Party,,,Ben Carson,6
Pierce,27419,27-419,President Republican Party,,,Ted Cruz,8
Pierce,27419,27-419,President Republican Party,,,John R. Kasich,15
Pierce,27419,27-419,President Republican Party,,,Donald J. Trump,78
Pierce,27420,27-420,President Republican Party,,,Ben Carson,7
Pierce,27420,27-420,President Republican Party,,,Ted Cruz,16
Pierce,27420,27-420,President Republican Party,,,John R. Kasich,7
Pierce,27420,27-420,President Republican Party,,,Donald J. Trump,62
Pierce,27421,27-421,President Republican Party,,,Ben Carson,3
Pierce,27421,27-421,President Republican Party,,,Ted Cruz,7
Pierce,27421,27-421,President Republican Party,,,John R. Kasich,9
Pierce,27421,27-421,President Republican Party,,,Donald J. Trump,43
Pierce,27422,27-422,President Republican Party,,,Ben Carson,3
Pierce,27422,27-422,President Republican Party,,,Ted Cruz,11
Pierce,27422,27-422,President Republican Party,,,John R. Kasich,28
Pierce,27422,27-422,President Republican Party,,,Donald J. Trump,78
Pierce,27423,27-423,President Republican Party,,,Ben Carson,1
Pierce,27423,27-423,President Republican Party,,,Ted Cruz,6
Pierce,27423,27-423,President Republican Party,,,John R. Kasich,17
Pierce,27423,27-423,President Republican Party,,,Donald J. Trump,66
Pierce,27424,27-424,President Republican Party,,,Ben Carson,2
Pierce,27424,27-424,President Republican Party,,,Ted Cruz,8
Pierce,27424,27-424,President Republican Party,,,John R. Kasich,13
Pierce,27424,27-424,President Republican Party,,,Donald J. Trump,71
Pierce,27425,27-425,President Republican Party,,,Ben Carson,1
Pierce,27425,27-425,President Republican Party,,,Ted Cruz,8
Pierce,27425,27-425,President Republican Party,,,John R. Kasich,9
Pierce,27425,27-425,President Republican Party,,,Donald J. Trump,44
Pierce,27426,27-426,President Republican Party,,,Ben Carson,3
Pierce,27426,27-426,President Republican Party,,,Ted Cruz,6
Pierce,27426,27-426,President Republican Party,,,John R. Kasich,20
Pierce,27426,27-426,President Republican Party,,,Donald J. Trump,81
Pierce,27427,27-427,President Republican Party,,,Ben Carson,2
Pierce,27427,27-427,President Republican Party,,,Ted Cruz,5
Pierce,27427,27-427,President Republican Party,,,John R. Kasich,21
Pierce,27427,27-427,President Republican Party,,,Donald J. Trump,74
Pierce,27428,27-428,President Republican Party,,,Ben Carson,2
Pierce,27428,27-428,President Republican Party,,,Ted Cruz,5
Pierce,27428,27-428,President Republican Party,,,John R. Kasich,7
Pierce,27428,27-428,President Republican Party,,,Donald J. Trump,51
Pierce,27429,27-429,President Republican Party,,,Ben Carson,2
Pierce,27429,27-429,President Republican Party,,,Ted Cruz,18
Pierce,27429,27-429,President Republican Party,,,John R. Kasich,8
Pierce,27429,27-429,President Republican Party,,,Donald J. Trump,66
Pierce,27430,27-430,President Republican Party,,,Ben Carson,6
Pierce,27430,27-430,President Republican Party,,,Ted Cruz,12
Pierce,27430,27-430,President Republican Party,,,John R. Kasich,22
Pierce,27430,27-430,President Republican Party,,,Donald J. Trump,100
Pierce,27431,27-431,President Republican Party,,,Ben Carson,2
Pierce,27431,27-431,President Republican Party,,,Ted Cruz,6
Pierce,27431,27-431,President Republican Party,,,John R. Kasich,5
Pierce,27431,27-431,President Republican Party,,,Donald J. Trump,32
Pierce,27432,27-432,President Republican Party,,,Ben Carson,6
Pierce,27432,27-432,President Republican Party,,,Ted Cruz,10
Pierce,27432,27-432,President Republican Party,,,John R. Kasich,9
Pierce,27432,27-432,President Republican Party,,,Donald J. Trump,112
Pierce,27433,27-433,President Republican Party,,,Ben Carson,9
Pierce,27433,27-433,President Republican Party,,,Ted Cruz,13
Pierce,27433,27-433,President Republican Party,,,John R. Kasich,11
Pierce,27433,27-433,President Republican Party,,,Donald J. Trump,77
Pierce,27434,27-434,President Republican Party,,,Ben Carson,8
Pierce,27434,27-434,President Republican Party,,,Ted Cruz,15
Pierce,27434,27-434,President Republican Party,,,John R. Kasich,9
Pierce,27434,27-434,President Republican Party,,,Donald J. Trump,76
Pierce,27435,27-435,President Republican Party,,,Ben Carson,6
Pierce,27435,27-435,President Republican Party,,,Ted Cruz,24
Pierce,27435,27-435,President Republican Party,,,John R. Kasich,12
Pierce,27435,27-435,President Republican Party,,,Donald J. Trump,98
Pierce,27436,27-436,President Republican Party,,,Ben Carson,3
Pierce,27436,27-436,President Republican Party,,,Ted Cruz,12
Pierce,27436,27-436,President Republican Party,,,John R. Kasich,9
