county,precinct_code,precinct,office,district,party,candidate,votes
King,1424,SEA 34-1424,Seattle School District No. 1 Proposition No. 2,,,Yes,82
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 1,,,No,28
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,311
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 2,,,No,28
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,311
King,1425,SEA 34-1425,Seattle School District No. 1 Proposition No. 2,,,Yes,78
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 1,,,No,27
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,305
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 1,,,Yes,68
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 2,,,No,33
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,305
King,1426,SEA 34-1426,Seattle School District No. 1 Proposition No. 2,,,Yes,62
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 1,,,No,48
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,253
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 1,,,Yes,37
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 2,,,No,47
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,253
King,1427,SEA 34-1427,Seattle School District No. 1 Proposition No. 2,,,Yes,39
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 1,,,No,25
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,254
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 1,,,Yes,41
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 2,,,No,23
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,254
King,1428,SEA 34-1428,Seattle School District No. 1 Proposition No. 2,,,Yes,43
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 1,,,No,26
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,251
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 1,,,Yes,53
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 2,,,No,28
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,251
King,1429,SEA 34-1429,Seattle School District No. 1 Proposition No. 2,,,Yes,51
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 1,,,No,25
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,303
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 1,,,Yes,76
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 2,,,No,26
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,303
King,1430,SEA 34-1430,Seattle School District No. 1 Proposition No. 2,,,Yes,75
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 1,,,No,30
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,307
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 1,,,Yes,81
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 2,,,No,31
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,307
King,1431,SEA 34-1431,Seattle School District No. 1 Proposition No. 2,,,Yes,79
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 1,,,No,40
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,337
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 1,,,Yes,70
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 2,,,No,41
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,337
King,1432,SEA 34-1432,Seattle School District No. 1 Proposition No. 2,,,Yes,70
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 1,,,No,46
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,315
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 1,,,Yes,88
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 2,,,No,52
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,315
King,1433,SEA 34-1433,Seattle School District No. 1 Proposition No. 2,,,Yes,82
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 1,,,No,50
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,258
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 1,,,Yes,51
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 2,,,No,50
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,258
King,1434,SEA 34-1434,Seattle School District No. 1 Proposition No. 2,,,Yes,51
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 1,,,No,23
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,305
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 1,,,Yes,58
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 2,,,No,22
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,305
King,1435,SEA 34-1435,Seattle School District No. 1 Proposition No. 2,,,Yes,59
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 1,,,No,17
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,370
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 1,,,Yes,48
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 2,,,No,18
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,370
King,1436,SEA 34-1436,Seattle School District No. 1 Proposition No. 2,,,Yes,47
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 1,,,No,41
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,546
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 1,,,Yes,81
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 2,,,No,43
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,546
King,1437,SEA 34-1437,Seattle School District No. 1 Proposition No. 2,,,Yes,79
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 1,,,No,38
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,334
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 1,,,Yes,84
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 2,,,No,36
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,334
King,1438,SEA 34-1438,Seattle School District No. 1 Proposition No. 2,,,Yes,86
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 1,,,No,50
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,374
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 1,,,Yes,74
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 2,,,No,50
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,374
King,1439,SEA 34-1439,Seattle School District No. 1 Proposition No. 2,,,Yes,74
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 1,,,No,29
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,227
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 1,,,Yes,46
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 2,,,No,34
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,227
King,1440,SEA 34-1440,Seattle School District No. 1 Proposition No. 2,,,Yes,41
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 1,,,No,45
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,291
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 1,,,Yes,61
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 2,,,No,49
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,291
King,1441,SEA 34-1441,Seattle School District No. 1 Proposition No. 2,,,Yes,57
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 1,,,No,45
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,368
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 1,,,Yes,67
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 2,,,No,45
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,368
King,1442,SEA 34-1442,Seattle School District No. 1 Proposition No. 2,,,Yes,67
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 1,,,No,79
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,373
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 1,,,Yes,93
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 2,,,No,78
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,373
King,1443,SEA 34-1443,Seattle School District No. 1 Proposition No. 2,,,Yes,94
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 1,,,No,72
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,597
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 1,,,Yes,147
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 2,,,No,71
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,597
King,1444,SEA 34-1444,Seattle School District No. 1 Proposition No. 2,,,Yes,149
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 1,,,No,43
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,407
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 1,,,Yes,87
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 2,,,No,44
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,407
King,1446,SEA 34-1446,Seattle School District No. 1 Proposition No. 2,,,Yes,87
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 1,,,No,34
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,275
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 1,,,Yes,83
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 2,,,No,34
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,275
King,1448,SEA 34-1448,Seattle School District No. 1 Proposition No. 2,,,Yes,83
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 1,,,No,46
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,368
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 2,,,No,47
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,368
King,1449,SEA 34-1449,Seattle School District No. 1 Proposition No. 2,,,Yes,76
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 1,,,No,39
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,296
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 1,,,Yes,62
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 2,,,No,41
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,296
King,1450,SEA 34-1450,Seattle School District No. 1 Proposition No. 2,,,Yes,60
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 1,,,No,40
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,332
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 1,,,Yes,65
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 2,,,No,41
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,332
King,1451,SEA 34-1451,Seattle School District No. 1 Proposition No. 2,,,Yes,64
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 1,,,No,23
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,289
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 1,,,Yes,72
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 2,,,No,25
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,289
King,1452,SEA 34-1452,Seattle School District No. 1 Proposition No. 2,,,Yes,72
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 1,,,No,33
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,266
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 1,,,Yes,48
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 2,,,No,30
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,266
King,1453,SEA 34-1453,Seattle School District No. 1 Proposition No. 2,,,Yes,51
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 1,,,No,35
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,315
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 1,,,Yes,58
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 2,,,No,37
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,315
King,1454,SEA 34-1454,Seattle School District No. 1 Proposition No. 2,,,Yes,56
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 1,,,No,35
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,538
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 1,,,Yes,69
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 2,,,No,35
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,538
King,1455,SEA 34-1455,Seattle School District No. 1 Proposition No. 2,,,Yes,70
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 1,,,No,41
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,430
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 2,,,No,41
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,430
King,1456,SEA 34-1456,Seattle School District No. 1 Proposition No. 2,,,Yes,77
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 1,,,No,65
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,881
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 1,,,Yes,170
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 2,,,No,60
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,881
King,1457,SEA 34-1457,Seattle School District No. 1 Proposition No. 2,,,Yes,172
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 1,,,No,53
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,385
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 1,,,Yes,97
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 2,,,No,45
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,385
King,1458,SEA 34-1458,Seattle School District No. 1 Proposition No. 2,,,Yes,104
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 1,,,No,44
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,273
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 1,,,Yes,52
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 2,,,No,44
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,273
King,1459,SEA 34-1459,Seattle School District No. 1 Proposition No. 2,,,Yes,52
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 1,,,No,53
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,326
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 1,,,Yes,65
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 2,,,No,52
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,326
King,1460,SEA 34-1460,Seattle School District No. 1 Proposition No. 2,,,Yes,67
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 1,,,No,53
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,414
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 1,,,Yes,89
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 2,,,No,53
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,414
King,1461,SEA 34-1461,Seattle School District No. 1 Proposition No. 2,,,Yes,90
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 1,,,No,47
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,345
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 1,,,Yes,57
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 2,,,No,46
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,345
King,1462,SEA 34-1462,Seattle School District No. 1 Proposition No. 2,,,Yes,59
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 1,,,No,32
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,267
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 1,,,Yes,71
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 2,,,No,36
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,267
King,1463,SEA 34-1463,Seattle School District No. 1 Proposition No. 2,,,Yes,68
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 1,,,No,52
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,369
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 1,,,Yes,75
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 2,,,No,51
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,369
King,1464,SEA 34-1464,Seattle School District No. 1 Proposition No. 2,,,Yes,75
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 1,,,No,53
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,381
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 1,,,Yes,81
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 2,,,No,53
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,381
King,1465,SEA 34-1465,Seattle School District No. 1 Proposition No. 2,,,Yes,81
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 1,,,No,17
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,273
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 1,,,Yes,71
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 2,,,No,18
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,273
King,1466,SEA 34-1466,Seattle School District No. 1 Proposition No. 2,,,Yes,70
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 1,,,No,74
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,565
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 1,,,Yes,145
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 2,,,No,74
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,565
King,1467,SEA 34-1467,Seattle School District No. 1 Proposition No. 2,,,Yes,146
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 1,,,No,43
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,667
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 1,,,Yes,126
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 2,,,No,46
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,667
King,1468,SEA 34-1468,Seattle School District No. 1 Proposition No. 2,,,Yes,123
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 1,,,No,30
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,359
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 1,,,Yes,70
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 2,,,No,30
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,359
King,1469,SEA 34-1469,Seattle School District No. 1 Proposition No. 2,,,Yes,70
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 1,,,No,48
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,682
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 1,,,Yes,149
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 2,,,No,46
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,682
King,1470,SEA 34-1470,Seattle School District No. 1 Proposition No. 2,,,Yes,152
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 1,,,No,52
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,493
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 1,,,Yes,108
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 2,,,No,54
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,493
King,1471,SEA 34-1471,Seattle School District No. 1 Proposition No. 2,,,Yes,107
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 1,,,No,34
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,259
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 1,,,Yes,49
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 2,,,No,38
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,259
King,1472,SEA 34-1472,Seattle School District No. 1 Proposition No. 2,,,Yes,46
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 1,,,No,32
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,317
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 1,,,Yes,72
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 2,,,No,36
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,317
King,1473,SEA 34-1473,Seattle School District No. 1 Proposition No. 2,,,Yes,68
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 1,,,No,35
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,403
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 1,,,Yes,71
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 2,,,No,38
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,403
King,1474,SEA 34-1474,Seattle School District No. 1 Proposition No. 2,,,Yes,67
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 1,,,No,43
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,313
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 1,,,Yes,58
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 2,,,No,44
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,313
King,1475,SEA 34-1475,Seattle School District No. 1 Proposition No. 2,,,Yes,57
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 1,,,No,33
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,272
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 1,,,Yes,54
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 2,,,No,34
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,272
King,1476,SEA 34-1476,Seattle School District No. 1 Proposition No. 2,,,Yes,54
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 1,,,No,31
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,318
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 1,,,Yes,59
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 2,,,No,33
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,318
King,1477,SEA 34-1477,Seattle School District No. 1 Proposition No. 2,,,Yes,57
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 1,,,No,38
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,251
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 1,,,Yes,67
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 2,,,No,37
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,251
King,1478,SEA 34-1478,Seattle School District No. 1 Proposition No. 2,,,Yes,68
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 1,,,No,44
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,321
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 2,,,No,46
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,321
King,1479,SEA 34-1479,Seattle School District No. 1 Proposition No. 2,,,Yes,76
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 1,,,No,63
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,603
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 1,,,Yes,129
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 2,,,No,65
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,603
King,1480,SEA 34-1480,Seattle School District No. 1 Proposition No. 2,,,Yes,127
King,1481,SEA 34-1481,Seattle School District No. 1 Proposition No. 1,,,No,32
King,1481,SEA 34-1481,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,493
King,1481,SEA 34-1481,Seattle School District No. 1 Proposition No. 1,,,Yes,67
King,1481,SEA 34-1481,Seattle School District No. 1 Proposition No. 2,,,No,30
King,1481,SEA 34-1481,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,493
