county,precinct_code,precinct,office,district,party,candidate,votes
King,50,AUB 31-0050,Auburn School District No. 408 Proposition No. 1,,,No,49
King,50,AUB 31-0050,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,425
King,50,AUB 31-0050,Auburn School District No. 408 Proposition No. 1,,,Yes,59
King,51,AUB 31-0051,Auburn School District No. 408 Proposition No. 1,,,No,38
King,51,AUB 31-0051,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,514
King,51,AUB 31-0051,Auburn School District No. 408 Proposition No. 1,,,Yes,52
King,54,AUB 31-0054,Auburn School District No. 408 Proposition No. 1,,,No,54
King,54,AUB 31-0054,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,531
King,54,AUB 31-0054,Auburn School District No. 408 Proposition No. 1,,,Yes,63
King,58,AUB 31-0058,Auburn School District No. 408 Proposition No. 1,,,No,55
King,58,AUB 31-0058,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,288
King,58,AUB 31-0058,Auburn School District No. 408 Proposition No. 1,,,Yes,57
King,62,AUB 31-0062,Auburn School District No. 408 Proposition No. 1,,,No,91
King,62,AUB 31-0062,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,671
King,62,AUB 31-0062,Auburn School District No. 408 Proposition No. 1,,,Yes,108
King,63,AUB 31-0063,Auburn School District No. 408 Proposition No. 1,,,No,37
King,63,AUB 31-0063,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,275
King,63,AUB 31-0063,Auburn School District No. 408 Proposition No. 1,,,Yes,45
King,64,AUB 31-0064,Auburn School District No. 408 Proposition No. 1,,,No,24
King,64,AUB 31-0064,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,393
King,64,AUB 31-0064,Auburn School District No. 408 Proposition No. 1,,,Yes,31
King,65,AUB 31-0065,Auburn School District No. 408 Proposition No. 1,,,No,11
King,65,AUB 31-0065,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,309
King,65,AUB 31-0065,Auburn School District No. 408 Proposition No. 1,,,Yes,42
King,69,AUB 31-0069,Auburn School District No. 408 Proposition No. 1,,,No,48
King,69,AUB 31-0069,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,320
King,69,AUB 31-0069,Auburn School District No. 408 Proposition No. 1,,,Yes,47
King,70,AUB 31-0070,Auburn School District No. 408 Proposition No. 1,,,No,58
King,70,AUB 31-0070,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,679
King,70,AUB 31-0070,Auburn School District No. 408 Proposition No. 1,,,Yes,76
King,78,AUB 31-0078,Auburn School District No. 408 Proposition No. 1,,,No,41
King,78,AUB 31-0078,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,391
King,78,AUB 31-0078,Auburn School District No. 408 Proposition No. 1,,,Yes,71
King,80,AUB 31-0080,Auburn School District No. 408 Proposition No. 1,,,No,101
King,80,AUB 31-0080,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,978
King,80,AUB 31-0080,Auburn School District No. 408 Proposition No. 1,,,Yes,188
King,81,AUB 31-0081,Auburn School District No. 408 Proposition No. 1,,,No,59
King,81,AUB 31-0081,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,463
King,81,AUB 31-0081,Auburn School District No. 408 Proposition No. 1,,,Yes,57
King,82,AUB 31-0082,Auburn School District No. 408 Proposition No. 1,,,No,55
King,82,AUB 31-0082,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,402
King,82,AUB 31-0082,Auburn School District No. 408 Proposition No. 1,,,Yes,55
King,83,AUB 31-0083,Auburn School District No. 408 Proposition No. 1,,,No,46
King,83,AUB 31-0083,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,504
King,83,AUB 31-0083,Auburn School District No. 408 Proposition No. 1,,,Yes,79
King,3299,AUB 31-3299,Auburn School District No. 408 Proposition No. 1,,,No,74
King,3299,AUB 31-3299,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,246
King,3299,AUB 31-3299,Auburn School District No. 408 Proposition No. 1,,,Yes,36
King,3335,AUB 31-3335,Auburn School District No. 408 Proposition No. 1,,,No,84
King,3335,AUB 31-3335,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,763
King,3335,AUB 31-3335,Auburn School District No. 408 Proposition No. 1,,,Yes,133
King,3405,AUB 31-3405,Auburn School District No. 408 Proposition No. 1,,,No,73
King,3405,AUB 31-3405,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,647
King,3405,AUB 31-3405,Auburn School District No. 408 Proposition No. 1,,,Yes,134
King,41,AUB 47-0041,Auburn School District No. 408 Proposition No. 1,,,No,69
King,41,AUB 47-0041,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,787
King,41,AUB 47-0041,Auburn School District No. 408 Proposition No. 1,,,Yes,98
King,45,AUB 47-0045,Auburn School District No. 408 Proposition No. 1,,,No,68
King,45,AUB 47-0045,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,671
King,45,AUB 47-0045,Auburn School District No. 408 Proposition No. 1,,,Yes,96
King,55,AUB 47-0055,Auburn School District No. 408 Proposition No. 1,,,No,27
King,55,AUB 47-0055,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,416
King,55,AUB 47-0055,Auburn School District No. 408 Proposition No. 1,,,Yes,48
King,59,AUB 47-0059,Auburn School District No. 408 Proposition No. 1,,,No,125
King,59,AUB 47-0059,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,694
King,59,AUB 47-0059,Auburn School District No. 408 Proposition No. 1,,,Yes,98
King,72,AUB 47-0072,Auburn School District No. 408 Proposition No. 1,,,No,65
King,72,AUB 47-0072,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,529
King,72,AUB 47-0072,Auburn School District No. 408 Proposition No. 1,,,Yes,111
King,73,AUB 47-0073,Auburn School District No. 408 Proposition No. 1,,,No,35
King,73,AUB 47-0073,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,706
King,73,AUB 47-0073,Auburn School District No. 408 Proposition No. 1,,,Yes,69
King,74,AUB 47-0074,Auburn School District No. 408 Proposition No. 1,,,No,67
King,74,AUB 47-0074,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,556
King,74,AUB 47-0074,Auburn School District No. 408 Proposition No. 1,,,Yes,93
King,328,AUB 47-0328,Auburn School District No. 408 Proposition No. 1,,,No,96
King,328,AUB 47-0328,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,683
King,328,AUB 47-0328,Auburn School District No. 408 Proposition No. 1,,,Yes,161
King,671,AUB 47-0671,Auburn School District No. 408 Proposition No. 1,,,No,54
King,671,AUB 47-0671,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,818
King,671,AUB 47-0671,Auburn School District No. 408 Proposition No. 1,,,Yes,113
King,1066,AUB 47-1066,Auburn School District No. 408 Proposition No. 1,,,No,64
King,1066,AUB 47-1066,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,346
King,1066,AUB 47-1066,Auburn School District No. 408 Proposition No. 1,,,Yes,52
King,2478,AUB 47-2478,Auburn School District No. 408 Proposition No. 1,,,No,76
King,2478,AUB 47-2478,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,491
King,2478,AUB 47-2478,Auburn School District No. 408 Proposition No. 1,,,Yes,123
King,2551,AUB 47-2551,Auburn School District No. 408 Proposition No. 1,,,No,70
King,2551,AUB 47-2551,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,916
King,2551,AUB 47-2551,Auburn School District No. 408 Proposition No. 1,,,Yes,96
King,2573,AUB 47-2573,Federal Way School District No. 210 Proposition No. 1,,,No,92
King,2573,AUB 47-2573,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,704
King,2573,AUB 47-2573,Federal Way School District No. 210 Proposition No. 1,,,Yes,131
King,2700,AUB 47-2700,Auburn School District No. 408 Proposition No. 1,,,No,9
King,2700,AUB 47-2700,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,217
King,2700,AUB 47-2700,Auburn School District No. 408 Proposition No. 1,,,Yes,25
King,2701,AUB 47-2701,Auburn School District No. 408 Proposition No. 1,,,No,29
King,2701,AUB 47-2701,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,504
King,2701,AUB 47-2701,Auburn School District No. 408 Proposition No. 1,,,Yes,41
King,2723,AUB 47-2723,Auburn School District No. 408 Proposition No. 1,,,No,81
King,2723,AUB 47-2723,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,358
King,2723,AUB 47-2723,Auburn School District No. 408 Proposition No. 1,,,Yes,76
King,2729,AUB 47-2729,Auburn School District No. 408 Proposition No. 1,,,No,57
King,2729,AUB 47-2729,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,401
King,2729,AUB 47-2729,Auburn School District No. 408 Proposition No. 1,,,Yes,66
King,2839,AUB 47-2839,Auburn School District No. 408 Proposition No. 1,,,No,67
King,2839,AUB 47-2839,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,510
King,2839,AUB 47-2839,Auburn School District No. 408 Proposition No. 1,,,Yes,127
King,3187,AUB 47-3187,Auburn School District No. 408 Proposition No. 1,,,No,53
King,3187,AUB 47-3187,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,426
King,3187,AUB 47-3187,Auburn School District No. 408 Proposition No. 1,,,Yes,49
King,3260,AUB 47-3260,Auburn School District No. 408 Proposition No. 1,,,No,95
King,3260,AUB 47-3260,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,649
King,3260,AUB 47-3260,Auburn School District No. 408 Proposition No. 1,,,Yes,96
King,3276,AUB 47-3276,Auburn School District No. 408 Proposition No. 1,,,No,60
King,3276,AUB 47-3276,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,585
King,3276,AUB 47-3276,Auburn School District No. 408 Proposition No. 1,,,Yes,79
King,3324,AUB 47-3324,Auburn School District No. 408 Proposition No. 1,,,No,59
King,3324,AUB 47-3324,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,554
King,3324,AUB 47-3324,Auburn School District No. 408 Proposition No. 1,,,Yes,184
King,3413,AUB 47-3413,Auburn School District No. 408 Proposition No. 1,,,No,71
King,3413,AUB 47-3413,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,757
King,3413,AUB 47-3413,Auburn School District No. 408 Proposition No. 1,,,Yes,96
King,3455,AUB 47-3455,Auburn School District No. 408 Proposition No. 1,,,No,56
King,3455,AUB 47-3455,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,440
King,3455,AUB 47-3455,Auburn School District No. 408 Proposition No. 1,,,Yes,85
King,3456,AUB 47-3456,Auburn School District No. 408 Proposition No. 1,,,No,59
King,3456,AUB 47-3456,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,807
King,3456,AUB 47-3456,Auburn School District No. 408 Proposition No. 1,,,Yes,105
King,3518,AUB 47-3518,Auburn School District No. 408 Proposition No. 1,,,No,92
King,3518,AUB 47-3518,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,653
King,3518,AUB 47-3518,Auburn School District No. 408 Proposition No. 1,,,Yes,98
King,3538,AUB 47-3538,Federal Way School District No. 210 Proposition No. 1,,,No,71
King,3538,AUB 47-3538,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,691
King,3538,AUB 47-3538,Federal Way School District No. 210 Proposition No. 1,,,Yes,113
King,3539,AUB 47-3539,Federal Way School District No. 210 Proposition No. 1,,,No,49
King,3539,AUB 47-3539,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,439
King,3539,AUB 47-3539,Federal Way School District No. 210 Proposition No. 1,,,Yes,78
King,3585,AUB 47-3585,Auburn School District No. 408 Proposition No. 1,,,No,21
King,3585,AUB 47-3585,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,317
King,3585,AUB 47-3585,Auburn School District No. 408 Proposition No. 1,,,Yes,38
King,3591,AUB 47-3591,Auburn School District No. 408 Proposition No. 1,,,No,36
King,3591,AUB 47-3591,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,445
King,3591,AUB 47-3591,Auburn School District No. 408 Proposition No. 1,,,Yes,79
King,3635,AUB 47-3635,Auburn School District No. 408 Proposition No. 1,,,No,72
King,3635,AUB 47-3635,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,751
King,3635,AUB 47-3635,Auburn School District No. 408 Proposition No. 1,,,Yes,97
King,89,AVALON,Federal Way School District No. 210 Proposition No. 1,,,No,44
King,89,AVALON,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,379
King,89,AVALON,Federal Way School District No. 210 Proposition No. 1,,,Yes,56
King,93,BAKER,Vashon Island School District No. 402 Proposition No. 1,,,Approved,177
King,93,BAKER,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,621
King,93,BAKER,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,144
King,3310,B-D 05-3310,Auburn School District No. 408 Proposition No. 1,,,No,0
King,3310,B-D 05-3310,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,6
King,3310,B-D 05-3310,Auburn School District No. 408 Proposition No. 1,,,Yes,0
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 1,,,No,18
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 1,,,Registered Voters,255
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 1,,,Yes,46
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 2,,,No,20
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 2,,,Registered Voters,255
King,305,BEL 41-0305,Renton School District No. 403 Proposition No. 2,,,Yes,44
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 1,,,No,24
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 1,,,Registered Voters,268
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 1,,,Yes,42
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 2,,,No,26
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 2,,,Registered Voters,268
King,475,BEL 41-0475,Renton School District No. 403 Proposition No. 2,,,Yes,40
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 1,,,No,28
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 1,,,Registered Voters,275
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 1,,,Yes,85
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 2,,,No,32
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 2,,,Registered Voters,275
King,505,BEL 41-0505,Renton School District No. 403 Proposition No. 2,,,Yes,81
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 1,,,No,20
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 1,,,Registered Voters,278
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 1,,,Yes,86
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 2,,,No,24
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 2,,,Registered Voters,278
King,2386,BEL 41-2386,Renton School District No. 403 Proposition No. 2,,,Yes,82
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 1,,,No,12
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 1,,,Registered Voters,37
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 1,,,Yes,6
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 2,,,No,13
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 2,,,Registered Voters,37
King,2556,BEL 41-2556,Renton School District No. 403 Proposition No. 2,,,Yes,5
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 1,,,No,32
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 1,,,Registered Voters,341
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 1,,,Yes,56
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 2,,,No,35
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 2,,,Registered Voters,341
King,2812,BEL 41-2812,Renton School District No. 403 Proposition No. 2,,,Yes,53
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 1,,,No,50
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 1,,,Registered Voters,257
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 1,,,Yes,43
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 2,,,No,50
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 2,,,Registered Voters,257
King,2906,BEL 41-2906,Renton School District No. 403 Proposition No. 2,,,Yes,42
King,233,BETTY,Renton School District No. 403 Proposition No. 1,,,No,37
King,233,BETTY,Renton School District No. 403 Proposition No. 1,,,Registered Voters,760
King,233,BETTY,Renton School District No. 403 Proposition No. 1,,,Yes,66
King,233,BETTY,Renton School District No. 403 Proposition No. 2,,,No,35
King,233,BETTY,Renton School District No. 403 Proposition No. 2,,,Registered Voters,760
King,233,BETTY,Renton School District No. 403 Proposition No. 2,,,Yes,68
King,236,BILOXI,Vashon Island School District No. 402 Proposition No. 1,,,Approved,127
King,236,BILOXI,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,426
King,236,BILOXI,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,106
King,3576,BINGAMAN,Federal Way School District No. 210 Proposition No. 1,,,No,60
King,3576,BINGAMAN,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,565
King,3576,BINGAMAN,Federal Way School District No. 210 Proposition No. 1,,,Yes,100
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 1,,,No,11
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 1,,,Registered Voters,358
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 1,,,Yes,27
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 2,,,No,8
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 2,,,Registered Voters,358
King,3489,BLACK RIVER,Renton School District No. 403 Proposition No. 2,,,Yes,30
King,2689,BRIAR,Renton School District No. 403 Proposition No. 1,,,No,66
King,2689,BRIAR,Renton School District No. 403 Proposition No. 1,,,Registered Voters,500
King,2689,BRIAR,Renton School District No. 403 Proposition No. 1,,,Yes,135
King,2689,BRIAR,Renton School District No. 403 Proposition No. 2,,,No,70
King,2689,BRIAR,Renton School District No. 403 Proposition No. 2,,,Registered Voters,500
King,2689,BRIAR,Renton School District No. 403 Proposition No. 2,,,Yes,132
King,2802,BRIGID,Renton School District No. 403 Proposition No. 1,,,No,10
King,2802,BRIGID,Renton School District No. 403 Proposition No. 1,,,Registered Voters,69
King,2802,BRIGID,Renton School District No. 403 Proposition No. 1,,,Yes,20
King,2802,BRIGID,Renton School District No. 403 Proposition No. 2,,,No,11
King,2802,BRIGID,Renton School District No. 403 Proposition No. 2,,,Registered Voters,69
King,2802,BRIGID,Renton School District No. 403 Proposition No. 2,,,Yes,19
King,2832,BRINN,Auburn School District No. 408 Proposition No. 1,,,No,61
King,2832,BRINN,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,320
King,2832,BRINN,Auburn School District No. 408 Proposition No. 1,,,Yes,30
King,2720,BRITTANY,Federal Way School District No. 210 Proposition No. 1,,,No,33
King,2720,BRITTANY,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,256
King,2720,BRITTANY,Federal Way School District No. 210 Proposition No. 1,,,Yes,51
King,2720,BRITTANY,Fife School District No. 417 Proposition No. 1,,,No,26
King,2720,BRITTANY,Fife School District No. 417 Proposition No. 1,,,Registered Voters,315
King,2720,BRITTANY,Fife School District No. 417 Proposition No. 1,,,Yes,38
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 1,,,No,67
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 1,,,Registered Voters,679
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 1,,,Yes,75
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 2,,,No,65
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 2,,,Registered Voters,679
King,271,BROKEN HILL,Renton School District No. 403 Proposition No. 2,,,Yes,76
King,2389,BRYAN,Auburn School District No. 408 Proposition No. 1,,,No,55
King,2389,BRYAN,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,348
King,2389,BRYAN,Auburn School District No. 408 Proposition No. 1,,,Yes,47
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 1,,,No,51
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 1,,,Registered Voters,353
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 1,,,Yes,73
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 2,,,No,52
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 2,,,Registered Voters,353
King,273,BRYN MAWR,Renton School District No. 403 Proposition No. 2,,,Yes,73
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 1,,,No,0
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 1,,,Registered Voters,63
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 1,,,Yes,3
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 2,,,Approved,3
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 2,,,Registered Voters,63
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 2,,,Rejected,0
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 3,,,No,0
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 3,,,Registered Voters,63
King,805,BUR 33-0805,Tukwila School District No. 406 Proposition No. 3,,,Yes,3
King,278,BURTON,Vashon Island School District No. 402 Proposition No. 1,,,Approved,84
King,278,BURTON,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,257
King,278,BURTON,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,47
King,2721,CADDIS,Fife School District No. 417 Proposition No. 1,,,No,65
King,2721,CADDIS,Fife School District No. 417 Proposition No. 1,,,Registered Voters,366
King,2721,CADDIS,Fife School District No. 417 Proposition No. 1,,,Yes,35
King,280,CALHOUN,Auburn School District No. 408 Proposition No. 1,,,No,74
King,280,CALHOUN,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,582
King,280,CALHOUN,Auburn School District No. 408 Proposition No. 1,,,Yes,63
King,282,CAMELOT,Federal Way School District No. 210 Proposition No. 1,,,No,37
King,282,CAMELOT,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,488
King,282,CAMELOT,Federal Way School District No. 210 Proposition No. 1,,,Yes,60
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 1,,,No,37
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 1,,,Registered Voters,668
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 1,,,Yes,81
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 2,,,No,42
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 2,,,Registered Voters,668
King,283,CAMPBELL HILL,Renton School District No. 403 Proposition No. 2,,,Yes,77
King,292,CARPENTER,Vashon Island School District No. 402 Proposition No. 1,,,Approved,126
King,292,CARPENTER,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,442
King,292,CARPENTER,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,94
King,310,CHAUTAUQUA,Vashon Island School District No. 402 Proposition No. 1,,,Approved,100
