county,precinct_code,precinct,office,district,party,candidate,votes
King,41,AUB 47-0041,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,26
King,42,AUB 31-0042,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,553
King,42,AUB 31-0042,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,92
King,42,AUB 31-0042,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,36
King,45,AUB 47-0045,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,740
King,45,AUB 47-0045,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,150
King,45,AUB 47-0045,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,39
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Registered Voters,0
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,No,0
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Yes,0
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Registered Voters,0
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Yes,0
King,45,AUB 47-0045,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,No,0
King,46,AUB 30-0046,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,350
King,46,AUB 30-0046,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,66
King,46,AUB 30-0046,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,8
King,47,AUB 31-0047,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,614
King,47,AUB 31-0047,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,99
King,47,AUB 31-0047,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,33
King,48,AUB 31-0048,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,244
King,48,AUB 31-0048,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,25
King,48,AUB 31-0048,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,2
King,49,AUB 31-0049,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,554
King,49,AUB 31-0049,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,68
King,49,AUB 31-0049,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,14
King,50,AUB 31-0050,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,440
King,50,AUB 31-0050,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,65
King,50,AUB 31-0050,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,28
King,51,AUB 31-0051,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,537
King,51,AUB 31-0051,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,52
King,51,AUB 31-0051,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,17
King,53,AUB 30-0053,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,474
King,53,AUB 30-0053,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,72
King,53,AUB 30-0053,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,17
King,54,AUB 31-0054,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,539
King,54,AUB 31-0054,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,81
King,54,AUB 31-0054,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,20
King,55,AUB 47-0055,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,463
King,55,AUB 47-0055,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,47
King,55,AUB 47-0055,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,20
King,58,AUB 31-0058,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,291
King,58,AUB 31-0058,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,58
King,58,AUB 31-0058,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,23
King,59,AUB 47-0059,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,712
King,59,AUB 47-0059,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,112
King,59,AUB 47-0059,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,65
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Registered Voters,2
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,No,0
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Yes,0
King,59,AUB 47-0059,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,0
King,59,AUB 47-0059,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Yes,0
King,59,AUB 47-0059,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,No,0
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Registered Voters,2
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Yes,0
King,59,AUB 47-0059,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,No,0
King,62,AUB 31-0062,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,664
King,62,AUB 31-0062,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,123
King,62,AUB 31-0062,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,57
King,63,AUB 31-0063,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,307
King,63,AUB 31-0063,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,69
King,63,AUB 31-0063,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,15
King,64,AUB 31-0064,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,422
King,64,AUB 31-0064,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,51
King,64,AUB 31-0064,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,11
King,65,AUB 31-0065,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,324
King,65,AUB 31-0065,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,56
King,65,AUB 31-0065,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,6
King,67,AUB 30-0067,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,550
King,67,AUB 30-0067,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,92
King,67,AUB 30-0067,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,25
King,67,AUB 30-0067,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,156
King,67,AUB 30-0067,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Yes,26
King,67,AUB 30-0067,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,No,25
King,69,AUB 31-0069,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,324
King,69,AUB 31-0069,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,49
King,69,AUB 31-0069,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,25
King,70,AUB 31-0070,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,738
King,70,AUB 31-0070,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,97
King,70,AUB 31-0070,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,27
King,72,AUB 47-0072,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,542
King,72,AUB 47-0072,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,129
King,72,AUB 47-0072,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,25
King,73,AUB 47-0073,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,758
King,73,AUB 47-0073,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,74
King,73,AUB 47-0073,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,25
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Registered Voters,2
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,No,0
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 1,,,Yes,0
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Registered Voters,2
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,Yes,0
King,73,AUB 47-0073,Kent School District No. 415 Kent School District No. 415 Proposition No. 2,,,No,0
King,74,AUB 47-0074,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,582
King,74,AUB 47-0074,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,126
King,74,AUB 47-0074,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,31
King,78,AUB 31-0078,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,394
King,78,AUB 31-0078,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,76
King,78,AUB 31-0078,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,24
King,80,AUB 31-0080,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,602
King,80,AUB 31-0080,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,110
King,80,AUB 31-0080,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,43
King,81,AUB 31-0081,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,470
King,81,AUB 31-0081,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,66
King,81,AUB 31-0081,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,20
King,82,AUB 31-0082,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,421
King,82,AUB 31-0082,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,98
King,82,AUB 31-0082,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,15
King,83,AUB 31-0083,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Registered Voters,512
King,83,AUB 31-0083,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,Yes,78
King,83,AUB 31-0083,Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1,,,No,30
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,,,Registered Voters,270
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,,,No,28
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1,,,Yes,49
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,,,Registered Voters,270
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,,,No,23
King,88,SHL 32-0088,Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2,,,Yes,52
King,89,AVALON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,410
King,89,AVALON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,Yes,52
King,89,AVALON,Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1,,,No,58
King,91,AVONDALE,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,,,Registered Voters,312
King,91,AVONDALE,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,,,No,64
King,91,AVONDALE,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2,,,Yes,48
King,91,AVONDALE,Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3,,,Registered Voters,312
