firstname,lastname,ballotname,partyname,partycode,officename,officeposition,measuretext,reporting_level,jurisdiction,votes
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,county,Wahkiakum,619
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,county,Walla Walla,5106
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,county,Whatcom,16514
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,county,Whitman,3792
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,county,Yakima,17681
Christine,Gregoire,Christine Gregoire,D,D,Attorney General,NA,,state,Washington,660851
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Adams,35
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Asotin,64
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Benton,251
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Chelan,169
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Clallam,222
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Clark,1137
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Columbia,13
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Cowlitz,311
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Douglas,90
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Ferry,32
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Franklin,117
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Garfield,17
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Grant,112
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Grays Harbor,280
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Island,166
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Jefferson,134
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,King,4238
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Kitsap,648
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Kittitas,69
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Klickitat,37
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Lewis,223
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Lincoln,65
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Mason,172
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Okanogan,134
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Pacific,66
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Pend Oreille,47
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Pierce,1831
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,San Juan,62
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Skagit,318
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Skamania,33
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Snohomish,1186
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Spokane,816
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Stevens,109
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Thurston,589
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Wahkiakum,21
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Walla Walla,104
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Whatcom,248
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Whitman,72
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,county,Yakima,401
Stan,Lippmann,Stan Lippmann,NM,NM,Attorney General,NA,,state,Washington,14639
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Adams,46
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Asotin,86
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Benton,288
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Chelan,213
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Clallam,271
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Clark,918
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Columbia,16
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Cowlitz,319
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Douglas,89
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Ferry,48
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Franklin,81
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Garfield,17
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Grant,143
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Grays Harbor,171
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Island,257
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Jefferson,156
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,King,4164
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Kitsap,751
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Kittitas,80
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Klickitat,44
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Lewis,208
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Lincoln,58
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Mason,170
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Okanogan,136
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Pacific,102
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Pend Oreille,59
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Pierce,2041
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,San Juan,79
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Skagit,365
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Skamania,50
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Snohomish,1367
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Spokane,939
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Stevens,135
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Thurston,828
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Wahkiakum,17
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Walla Walla,133
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Whatcom,418
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Whitman,113
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,county,Yakima,493
Luanne,Coachman,Luanne Coachman,NLP,NLP,Attorney General,NA,,state,Washington,15869
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Adams,1574
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Asotin,1935
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Benton,13146
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Chelan,8652
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Clallam,7731
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Clark,24033
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Columbia,705
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Cowlitz,6739
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Douglas,4014
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Ferry,988
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Franklin,3476
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Garfield,417
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Grant,6403
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Grays Harbor,4199
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Island,8081
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Jefferson,3600
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,King,118469
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Kitsap,23330
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Kittitas,2773
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Klickitat,1509
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Lewis,8166
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Lincoln,1681
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Mason,4678
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Okanogan,4356
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Pacific,1693
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Pend Oreille,1444
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Pierce,53158
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,San Juan,1619
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Skagit,9648
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Skamania,891
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Snohomish,46254
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Spokane,32960
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Stevens,4795
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Thurston,17854
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Wahkiakum,511
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Walla Walla,4920
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Whatcom,12572
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Whitman,3724
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,county,Yakima,16809
Richard,Pope,Richard Pope,R,R,Attorney General,NA,,state,Washington,469507
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Adams,117
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Asotin,235
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Benton,1047
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Chelan,552
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Clallam,947
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Clark,2271
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Columbia,47
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Cowlitz,804
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Douglas,249
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Ferry,106
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Franklin,275
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Garfield,37
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Grant,506
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Grays Harbor,694
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Island,677
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Jefferson,517
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,King,13923
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Kitsap,2764
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Kittitas,275
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Klickitat,154
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Lewis,791
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Lincoln,136
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Mason,716
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Okanogan,579
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Pacific,254
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Pend Oreille,191
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Pierce,5980
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,San Juan,217
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Skagit,1016
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Skamania,174
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Snohomish,4920
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Spokane,4114
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Stevens,737
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Thurston,2145
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Wahkiakum,68
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Walla Walla,383
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Whatcom,1140
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Whitman,311
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,county,Yakima,1426
Richard,Shepard,Richard Shepard,LBP,LBP,Attorney General,NA,,state,Washington,51495
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Adams,1284
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Asotin,2026
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Benton,11310
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Chelan,6508
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Clallam,8649
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Clark,26919
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Columbia,574
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Cowlitz,11303
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Douglas,3197
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Ferry,922
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Franklin,3021
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Garfield,377
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Grant,4784
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Grays Harbor,9491
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Island,8771
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Jefferson,5788
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,King,207455
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Kitsap,33330
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Kittitas,3196
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Klickitat,1459
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Lewis,6889
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Lincoln,1320
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Mason,7372
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Okanogan,3670
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Pacific,3423
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Pend Oreille,1777
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Pierce,87939
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,San Juan,2291
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Skagit,11036
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Skamania,969
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Snohomish,62434
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Spokane,44010
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Stevens,3846
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Thurston,33468
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Wahkiakum,694
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Walla Walla,5071
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Whatcom,15041
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Whitman,3728
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,county,Yakima,16433
Brian,Sonntag,Brian Sonntag,D,D,State Auditor,NA,,state,Washington,661775
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Adams,119
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Asotin,326
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Benton,1434
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Chelan,920
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Clallam,1277
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Clark,3442
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Columbia,60
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Cowlitz,1196
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Douglas,380
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Ferry,153
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Franklin,382
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Garfield,50
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Grant,657
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Grays Harbor,879
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Island,951
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Jefferson,726
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,King,21510
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Kitsap,3691
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Kittitas,363
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Klickitat,199
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Lewis,1068
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Lincoln,158
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Mason,751
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Okanogan,624
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Pacific,286
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Pend Oreille,236
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Pierce,7554
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,San Juan,359
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Skagit,1224
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Skamania,228
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Snohomish,6882
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Spokane,5070
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Stevens,832
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Thurston,3045
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Wahkiakum,77
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Walla Walla,508
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Whatcom,1538
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Whitman,375
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,county,Yakima,1829
Chris,Caputo,Chris Caputo,L,L,State Auditor,NA,,state,Washington,71359
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Adams,1527
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Asotin,1886
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Benton,13735
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Chelan,7841
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Clallam,7606
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Clark,23247
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Columbia,664
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Cowlitz,6562
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Douglas,3622
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Ferry,948
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Franklin,3527
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Garfield,407
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Grant,6329
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Grays Harbor,4203
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Island,7820
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Jefferson,3400
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,King,103450
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Kitsap,21496
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Kittitas,2804
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Klickitat,1485
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Lewis,7547
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Lincoln,1705
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Mason,4484
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Okanogan,3969
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Pacific,1575
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Pend Oreille,1400
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Pierce,46956
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,San Juan,1611
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Skagit,9450
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Skamania,875
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Snohomish,43895
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Spokane,34949
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Stevens,4882
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Thurston,16390
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Wahkiakum,463
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Walla Walla,4736
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Whatcom,13005
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Whitman,3620
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,county,Yakima,17199
Richard,McEntee,Richard McEntee,R,R,State Auditor,NA,,state,Washington,441270
Ronald E.,Cox,Ronald E. Cox,NP,NP,Court of Appeals Division I District #1,Position #4,,county,King,178507
Ronald E.,Cox,Ronald E. Cox,NP,NP,Court of Appeals Division I District #1,Position #4,,state,Washington,178507
Marlin J. ,Appelwick,Marlin J. Appelwick,NP,NP,Court of Appeals Division I District #1,Position #7,,county,King,176078
